ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
39	"gene-Drp2"	"Drp2"	chrNC_000086.8	+	133341083	133342135	133341083	133341169	133341977	133342135	39	39,52,31,28	44,46,50,47	31,54,45,56	47,47,37,69	298	149	0.321493713013272	0.727924784590504	0.307,0.361,0.237,0.23	0.248,0.365,0.378,0.289	-0.036
40	"gene-Cenpi"	"Cenpi"	chrNC_000086.8	+	133209314	133209596	133209314	133209382	133209475	133209596	40	2,3,5,1	9,3,0,5	0,1,0,6	2,4,0,0	242	149	0.840204767260678	0.999202115572178	0.12,0.381,1.0,0.11	0.0,0.133,NA,1.0	0.025
42	"gene-Nexmif"	"Nexmif"	chrNC_000086.8	-	103120366	103126889	103120366	103124708	103126759	103126889	42	181,165,174,158	7,3,4,12	142,108,114,159	0,3,4,4	298	149	0.190312587151879	0.623774426578383	0.928,0.965,0.956,0.868	1.0,0.947,0.934,0.952	-0.029
43	"gene-Xist"	"Xist"	chrNC_000086.8	-	102503978	102511642	102503978	102504316	102509984	102511642	43	5,8,1,1301	0,0,0,63	1708,1693,6,1817	97,104,1,127	298	149	0.0753770307760431	0.47069249998719	1.0,1.0,1.0,0.912	0.898,0.891,0.75,0.877	0.124
48	"gene-Taf1"	"Taf1"	chrNC_000086.8	+	100642914	100644635	100642914	100642979	100644098	100644635	48	236,230,210,263	12,7,3,8	278,226,256,269	14,7,7,6	298	149	0.980200541905174	0.999202115572178	0.908,0.943,0.972,0.943	0.908,0.942,0.948,0.957	0.003
49	"gene-Itgb1bp2"	"Itgb1bp2"	chrNC_000086.8	+	100506745	100507685	100506745	100506900	100507485	100507685	49	2,0,1,1	0,0,0,2	1,2,0,1	0,0,0,0	298	149	0.198962145117473	0.630350320171949	1.0,NA,1.0,0.2	1.0,1.0,NA,1.0	-0.267
51	"gene-Itgb1bp2"	"Itgb1bp2"	chrNC_000086.8	+	100506745	100520391	100506745	100507685	100508257	100520391	51	0,0,3,4	0,1,0,0	0,1,4,3	0,0,2,0	298	149	0.934746159382914	0.999202115572178	NA,0.0,1.0,1.0	NA,1.0,0.5,1.0	-0.167
52	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100456717	100457267	100456717	100456883	100457094	100457267	52	98,120,75,76	85,83,95,80	95,94,89,81	104,91,72,80	298	149	0.795559924645285	0.991719474576397	0.366,0.42,0.283,0.322	0.314,0.341,0.382,0.336	0.005
53	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100458353	100459012	100458353	100458504	100458793	100459012	53	137,146,129,119	69,93,119,79	129,86,90,143	98,77,92,77	298	149	0.233411965556219	0.665154789726889	0.498,0.44,0.351,0.43	0.397,0.358,0.328,0.481	0.039
54	"gene-Pja1"	"Pja1"	chrNC_000086.8	-	98509343	98511914	98509343	98511188	98511728	98511914	54	669,707,767,772	127,100,161,121	647,613,564,608	107,102,94,124	298	149	0.887067225578497	0.999202115572178	0.725,0.779,0.704,0.761	0.751,0.75,0.75,0.71	0.002
55	"gene-Pja1"	"Pja1"	chrNC_000086.8	-	98509343	98511920	98509343	98511179	98511728	98511920	55	665,707,761,754	7,13,13,18	627,605,563,601	12,10,9,8	298	149	0.726235292087113	0.967731243401932	0.979,0.965,0.967,0.954	0.963,0.968,0.969,0.974	-0.002
56	"gene-Maged1"	"Maged1"	chrNC_000086.8	-	93581281	93581671	93581281	93581361	93581579	93581671	56	392,465,362,373	1273,1170,1344,1331	489,415,437,467	1370,1205,1385,1387	298	149	0.298393139900553	0.7185563140721	0.133,0.166,0.119,0.123	0.151,0.147,0.136,0.144	-0.009
57	"gene-Klhl15"	"Klhl15"	chrNC_000086.8	+	93278300	93279026	93278300	93278731	93278826	93279026	57	10,4,7,1	1,1,0,4	3,1,0,1	0,1,2,0	244	149	0.908705277789291	0.999202115572178	0.859,0.71,1.0,0.132	1.0,0.379,0.0,1.0	0.081
58	"gene-Klhl15"	"Klhl15"	chrNC_000086.8	+	93296020	93299574	93296020	93296732	93297545	93299574	58	0,6,0,0	1,0,1,0	1,1,0,3	0,0,0,0	298	149	0.489896146052044	0.831712095903195	0.0,1.0,0.0,NA	1.0,1.0,NA,1.0	-0.667
60	"gene-Arx"	"Arx"	chrNC_000086.8	+	92330112	92330529	92330112	92330165	92330283	92330529	60	119,135,176,158	10,8,12,6	174,152,159,170	6,10,12,13	267	149	0.875981136890382	0.999202115572178	0.869,0.904,0.891,0.936	0.942,0.895,0.881,0.879	0.001
62	"gene-Fam3a"	"Fam3a"	chrNC_000086.8	-	73436280	73436856	73436280	73436353	73436704	73436856	62	88,85,71,80	1,2,0,2	85,97,90,87	2,0,3,1	298	149	0.714921108647226	0.960978907691345	0.978,0.955,1.0,0.952	0.955,1.0,0.938,0.978	0.004
63	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73057519	73059107	73057519	73057731	73059011	73059107	63	76,63,65,75	0,0,0,0	100,97,126,121	1,1,0,0	298	149	0.00881496973977058	0.306446211396346	1.0,1.0,1.0,1.0	0.98,0.98,1.0,1.0	0.01
64	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72700836	72701119	72700836	72700949	72701043	72701119	64	134,178,111,137	86,100,91,109	138,143,190,151	100,104,124,112	243	149	0.814819306118272	0.999202115572178	0.489,0.522,0.428,0.435	0.458,0.457,0.484,0.453	0.006
67	"gene-Gabrq"	"Gabrq"	chrNC_000086.8	+	71868768	71869210	71868768	71868929	71869028	71869210	67	1,5,1,1	1,0,0,0	0,0,0,0	0,2,0,0	248	149	0.054320497883128	0.443281387668878	0.375,1.0,1.0,1.0	NA,0.0,NA,NA	0.844
69	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70601658	70602178	70601658	70601813	70602038	70602178	69	29,15,7,24	626,538,615,577	10,18,14,23	604,557,546,717	298	149	0.776407837585146	0.982574635408258	0.023,0.014,0.006,0.02	0.008,0.016,0.013,0.016	0.003
72	"gene-Slc7a6"	"Slc7a6"	chrNC_000074.7	+	106905733	106906292	106905733	106905919	106906118	106906292	72	130,97,95,111	1,2,1,0	94,96,79,115	0,0,2,1	298	149	0.796885457180384	0.991719474576397	0.985,0.96,0.979,1.0	1.0,1.0,0.952,0.983	-0.003
73	"gene-Slc7a6"	"Slc7a6"	chrNC_000074.7	+	106918970	106919906	106918970	106919066	106919782	106919906	73	88,100,48,84	8,2,7,10	84,60,91,76	3,8,3,1	298	149	0.16829098197068	0.604796051983506	0.846,0.962,0.774,0.808	0.933,0.789,0.938,0.974	-0.061
74	"gene-Slc7a6"	"Slc7a6"	chrNC_000074.7	+	106918970	106919906	106918970	106919115	106919782	106919906	74	68,75,46,72	37,40,35,34	63,57,72,62	36,33,30,51	298	149	0.772953791140751	0.981793141132449	0.479,0.484,0.397,0.514	0.467,0.463,0.545,0.378	0.005
75	"gene-Dus2"	"Dus2"	chrNC_000074.7	+	106756983	106758431	106756983	106757075	106758329	106758431	75	15,31,9,11	21,27,15,23	14,9,8,17	19,12,21,26	298	149	0.459376116085272	0.811232439693953	0.263,0.365,0.231,0.193	0.269,0.273,0.16,0.246	0.026
77	"gene-9130024F11Rik"	"9130024F11Rik"	chrNC_000067.7	+	57010627	57014355	57010627	57010930	57013416	57014355	77	42,50,58,83	129,142,137,130	61,60,60,62	92,91,103,124	298	149	0.0127678781521834	0.307546803024061	0.14,0.15,0.175,0.242	0.249,0.248,0.226,0.2	-0.054
80	"gene-Tk2"	"Tk2"	chrNC_000074.7	-	104953325	104954983	104953325	104954745	104954835	104954983	80	105,99,122,123	4,5,5,5	109,133,145,116	2,4,5,4	239	149	0.197391785856791	0.627035295575575	0.942,0.925,0.938,0.939	0.971,0.954,0.948,0.948	-0.019
81	"gene-Mcf2l"	"Mcf2l"	chrNC_000074.7	+	13068695	13070502	13068695	13068799	13068885	13070502	81	291,345,330,324	50,53,45,41	394,309,315,300	51,49,45,46	235	149	0.931470374477933	0.999202115572178	0.787,0.805,0.823,0.834	0.83,0.8,0.816,0.805	-0.0
82	"gene-Mcf2l"	"Mcf2l"	chrNC_000074.7	+	13068695	13070502	13068695	13068799	13068938	13070502	82	389,463,472,470	115,163,150,185	556,456,445,423	167,124,179,175	288	149	0.952724305835885	0.999202115572178	0.636,0.595,0.619,0.568	0.633,0.655,0.563,0.556	0.003
83	"gene-Cdh8"	"Cdh8"	chrNC_000074.7	-	99752587	99757690	99752587	99756543	99757470	99757690	83	79,105,118,100	6,8,2,15	79,82,92,96	2,7,7,4	298	149	0.595016617257794	0.890292658223415	0.868,0.868,0.967,0.769	0.952,0.854,0.868,0.923	-0.031
84	"gene-Cdh8"	"Cdh8"	chrNC_000074.7	-	99755400	99757690	99755400	99756543	99757507	99757690	84	81,103,122,102	15,19,10,22	85,77,92,97	13,7,13,9	298	149	0.175478813393802	0.607038002228285	0.73,0.73,0.859,0.699	0.766,0.846,0.78,0.843	-0.054
85	"gene-Pip5k1c"	"Pip5k1c"	chrNC_000076.7	+	81150825	81153237	81150825	81150952	81151712	81153237	85	156,162,115,100	62,89,81,77	184,149,108,163	65,109,78,99	298	149	0.999202115572178	0.999202115572178	0.557,0.476,0.415,0.394	0.586,0.406,0.409,0.452	-0.003
86	"gene-Pip5k1c"	"Pip5k1c"	chrNC_000076.7	+	81150825	81153237	81150825	81150952	81153159	81153237	86	164,159,135,123	184,176,196,199	200,149,161,167	212,209,170,173	298	149	0.137545250692772	0.569528189757634	0.308,0.311,0.256,0.236	0.321,0.263,0.321,0.326	-0.03
87	"gene-Pip5k1c"	"Pip5k1c"	chrNC_000076.7	+	81151712	81153237	81151712	81151790	81153159	81153237	87	185,205,147,146	69,77,73,97	156,153,179,188	68,83,65,103	298	149	0.924498444122993	0.999202115572178	0.573,0.571,0.502,0.429	0.534,0.48,0.579,0.477	0.001
89	"gene-Zmat4"	"Zmat4"	chrNC_000074.7	+	24184381	24191124	24184381	24189059	24190265	24191124	89	0,0,1,3	0,0,2,0	0,0,2,0	0,0,0,0	298	149	0.122303993474152	0.548500317241851	NA,NA,0.2,1.0	NA,NA,1.0,NA	-0.4
90	"gene-Gm26843"	"Gm26843"	chrNC_000074.7	-	94426937	94431950	94426937	94429978	94430128	94431950	90	1,2,0,0	0,3,1,2	1,1,0,0	0,0,0,1	298	149	0.338934866415296	0.738769032914372	1.0,0.25,0.0,0.0	1.0,1.0,NA,0.0	-0.354
91	"gene-Srgap1"	"Srgap1"	chrNC_000076.7	-	121664633	121665234	121664633	121664667	121665131	121665234	91	31,20,12,21	0,1,0,0	21,26,21,24	0,0,0,0	298	149	0.305913369470852	0.719268465754305	1.0,0.909,1.0,1.0	1.0,1.0,1.0,1.0	-0.023
96	"gene-Snapc4"	"Snapc4"	chrNC_000068.8	-	26263330	26264197	26263330	26263478	26264032	26264197	96	71,85,32,51	7,21,25,21	79,26,62,47	26,12,18,35	298	149	0.405344482510777	0.766308362066226	0.835,0.669,0.39,0.548	0.603,0.52,0.633,0.402	0.071
97	"gene-Snapc4"	"Snapc4"	chrNC_000068.8	-	26266880	26268079	26266880	26267048	26268032	26268079	97	26,22,15,16	32,28,23,28	15,12,21,23	27,22,33,23	298	149	0.763551849935668	0.979931713717647	0.289,0.282,0.246,0.222	0.217,0.214,0.241,0.333	0.009
98	"gene-Lyl1"	"Lyl1"	chrNC_000074.7	+	85429268	85429624	85429268	85429319	85429419	85429624	98	7,2,1,10	1,0,0,0	9,2,5,4	0,0,0,0	249	149	0.303551043643141	0.719268465754305	0.807,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.048
99	"gene-Gm16183"	"Gm16183"	chrNC_000074.7	-	85333760	85339085	85333760	85338453	85338700	85339085	99	3,2,1,0	1,0,0,1	3,2,0,6	1,0,1,0	298	149	0.585891947005189	0.886529157181928	0.6,1.0,1.0,0.0	0.6,1.0,0.0,1.0	0.0
103	"gene-Gm32756"	"Gm32756"	chrNC_000070.7	+	125355986	125361337	125355986	125356057	125357057	125361337	103	0,0,0,0	0,0,1,0	0,0,1,0	0,2,0,0	298	149	0.0640262550321068	0.443281387668878	NA,NA,0.0,NA	NA,0.0,1.0,NA	-0.5
106	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73127666	73132999	73127666	73127790	73132834	73132999	106	100,82,59,74	67,82,69,72	83,91,80,89	92,98,75,89	298	149	0.344087267438269	0.740308969336882	0.427,0.333,0.299,0.339	0.311,0.317,0.348,0.333	0.022
107	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73127666	73132999	73127666	73130510	73132834	73132999	107	76,72,60,71	0,2,0,0	64,49,67,69	0,1,0,0	298	149	0.872126590383252	0.999202115572178	1.0,0.947,1.0,1.0	1.0,0.961,1.0,1.0	-0.003
108	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73127666	73132999	73127666	73127790	73132927	73132999	108	139,139,112,114	6,5,3,6	155,146,126,170	10,2,6,12	298	149	0.565575726173156	0.873800011512741	0.921,0.933,0.949,0.905	0.886,0.973,0.913,0.876	0.015
109	"gene-Fcho1"	"Fcho1"	chrNC_000074.7	-	72161569	72162029	72161569	72161734	72161973	72162029	109	180,227,143,137	113,96,119,99	207,182,182,152	127,91,109,134	298	149	0.957901745636095	0.999202115572178	0.443,0.542,0.375,0.409	0.449,0.5,0.455,0.362	0.001
110	"gene-Niban3"	"Niban3"	chrNC_000074.7	+	72057551	72058362	72057551	72057679	72058250	72058362	110	12,16,12,5	7,9,8,15	18,17,11,15	4,9,7,7	298	149	0.0894614601109587	0.507620457064026	0.462,0.471,0.429,0.143	0.692,0.486,0.44,0.517	-0.157
113	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71811968	71813357	71811968	71812096	71812201	71813357	113	77,89,64,65	75,63,61,43	72,69,88,76	88,56,70,64	254	149	0.380482086026289	0.754155258558908	0.376,0.453,0.381,0.47	0.324,0.42,0.424,0.411	0.025
114	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71811968	71813357	71811968	71812096	71812307	71813357	114	138,140,116,106	19,18,18,37	146,148,137,144	40,29,35,40	298	149	0.159117755470179	0.593016994419118	0.784,0.795,0.763,0.589	0.646,0.718,0.662,0.643	0.066
116	"gene-Potefam3d"	"Potefam3d"	chrNC_000074.7	-	69927351	69935366	69927351	69927946	69935323	69935366	116	1,0,0,0	0,0,0,0	4,0,0,1	0,0,1,0	298	149	0.973619796716867	0.999202115572178	1.0,NA,NA,NA	1.0,NA,0.0,1.0	0.333
118	"gene-Ints10"	"Ints10"	chrNC_000074.7	+	69276819	69277781	69276819	69276919	69277703	69277781	118	133,125,100,103	16,13,19,28	135,103,128,127	16,15,19,17	298	149	0.45500070810149	0.805304052429748	0.806,0.828,0.725,0.648	0.808,0.774,0.771,0.789	-0.034
120	"gene-Gm31726"	"Gm31726"	chrNC_000074.7	-	9199763	9202720	9199763	9201203	9202049	9202720	120	0,2,0,0	0,0,0,1	0,0,0,1	0,0,0,0	298	149	0.0640262550321068	0.443281387668878	NA,1.0,NA,0.0	NA,NA,NA,1.0	-0.5
121	"gene-Hltf"	"Hltf"	chrNC_000069.7	+	20170735	20172649	20170735	20170907	20171941	20172649	121	86,80,76,62	21,15,15,12	95,104,90,97	19,16,20,14	298	149	0.387026059665864	0.755149176786518	0.672,0.727,0.717,0.721	0.714,0.765,0.692,0.776	-0.027
122	"gene-Ammecr1l"	"Ammecr1l"	chrNC_000084.7	+	31909842	31912006	31909842	31909913	31911909	31912006	122	18,25,23,26	1,0,1,2	36,19,18,40	4,4,2,2	298	149	0.049756831212256	0.437386240084879	0.9,1.0,0.92,0.867	0.818,0.704,0.818,0.909	0.11
128	"gene-Adam9"	"Adam9"	chrNC_000074.7	-	25452875	25453104	25452875	25452892	25452946	25453104	128	34,42,43,24	1,8,5,4	31,43,32,57	9,5,0,10	203	149	0.999202115572178	0.999202115572178	0.961,0.794,0.863,0.815	0.717,0.863,1.0,0.807	0.011
129	"gene-Primpol"	"Primpol"	chrNC_000074.7	-	47028613	47032201	47028613	47029756	47031053	47032201	129	4,5,5,5	12,6,17,9	5,5,3,10	4,6,17,11	298	149	0.437754274190194	0.79224940211284	0.143,0.294,0.128,0.217	0.385,0.294,0.081,0.312	-0.073
130	"gene-Ssr2"	"Ssr2"	chrNC_000069.7	+	88486914	88487341	88486914	88486993	88487186	88487341	130	16,21,37,37	143,141,126,120	20,16,27,23	129,121,130,140	298	149	0.470326181113297	0.820215436997404	0.053,0.069,0.128,0.134	0.072,0.062,0.094,0.076	0.02
131	"gene-B3gnt9"	"B3gnt9"	chrNC_000074.7	-	105979269	105981785	105979269	105981474	105981662	105981785	131	2,3,9,5	0,0,0,0	2,1,4,1	1,0,0,2	298	149	0.0276496959679852	0.371134601916601	1.0,1.0,1.0,1.0	0.5,1.0,1.0,0.2	0.325
134	"gene-Vps37a"	"Vps37a"	chrNC_000074.7	+	40994065	40996994	40994065	40994134	40996850	40996994	134	47,56,29,33	36,28,33,21	35,18,22,33	25,33,34,34	298	149	0.0489688622759777	0.435996076019879	0.395,0.5,0.305,0.44	0.412,0.214,0.244,0.327	0.111
135	"gene-Vps37a"	"Vps37a"	chrNC_000074.7	+	40994065	40996994	40994065	40996212	40996850	40996994	135	45,46,35,33	3,0,0,0	36,31,13,29	0,0,0,0	298	149	0.4018962750266	0.762434988805532	0.882,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.029
136	"gene-Usp40"	"Usp40"	chrNC_000067.7	-	87872862	87876318	87872862	87874429	87876223	87876318	136	35,23,19,21	22,15,36,27	29,24,27,21	26,27,33,36	298	149	0.485832746439502	0.828879158897708	0.443,0.434,0.209,0.28	0.358,0.308,0.29,0.226	0.046
137	"gene-Usp40"	"Usp40"	chrNC_000067.7	-	87880061	87881773	87880061	87880180	87881733	87881773	137	23,39,21,19	9,10,7,12	25,22,23,21	6,7,8,5	298	149	0.324686584529822	0.729299873947223	0.561,0.661,0.6,0.442	0.676,0.611,0.59,0.677	-0.072
138	"gene-Pcif1"	"Pcif1"	chrNC_000068.8	+	164724694	164726139	164724694	164724864	164725996	164726139	138	35,55,48,42	77,72,82,71	42,31,43,40	80,113,83,89	298	149	0.0637484475939837	0.443281387668878	0.185,0.276,0.226,0.228	0.208,0.121,0.206,0.183	0.049
139	"gene-Osbpl1a"	"Osbpl1a"	chrNC_000084.7	-	12888368	12889364	12888368	12889152	12889244	12889364	139	128,125,133,131	7,10,7,7	149,116,185,146	12,8,13,11	241	149	0.273103031696014	0.705225488779755	0.919,0.885,0.922,0.92	0.885,0.9,0.898,0.891	0.018
142	"gene-Zfp612"	"Zfp612"	chrNC_000074.7	+	110809309	110810105	110809309	110809374	110810072	110810105	142	11,40,27,23	1,2,1,1	17,26,19,17	1,0,1,0	298	149	0.287768927336455	0.717319639084904	0.846,0.909,0.931,0.92	0.895,1.0,0.905,1.0	-0.048
143	"gene-LTO1"	"LTO1"	chrNC_000073.7	+	144472960	144474871	144472960	144473078	144473346	144474871	143	21,36,28,16	36,41,25,32	24,20,24,23	39,29,32,36	298	149	0.548842917184491	0.862511939661666	0.226,0.305,0.359,0.2	0.235,0.256,0.273,0.242	0.021
146	"gene-Letm2"	"Letm2"	chrNC_000074.7	-	26068493	26069810	26068493	26068820	26069735	26069810	146	27,35,18,20	12,2,8,17	32,34,32,24	3,9,16,10	298	149	0.791111229665458	0.990811586069894	0.529,0.897,0.529,0.37	0.842,0.654,0.5,0.545	-0.054
147	"gene-Golga7"	"Golga7"	chrNC_000074.7	-	23746689	23747096	23746689	23746822	23747035	23747096	147	92,112,124,118	97,87,100,86	84,85,118,113	71,80,67,81	298	149	0.385232293611601	0.755149176786518	0.322,0.392,0.383,0.407	0.372,0.347,0.468,0.411	-0.024
148	"gene-Atp7b"	"Atp7b"	chrNC_000074.7	-	22482800	22484940	22482800	22483421	22484552	22484940	148	13,7,15,7	3,0,0,1	13,9,12,10	1,1,0,0	298	149	0.414683464234795	0.770126433578905	0.684,1.0,1.0,0.778	0.867,0.818,1.0,1.0	-0.056
149	"gene-Ankle1"	"Ankle1"	chrNC_000074.7	+	71859322	71859617	71859322	71859428	71859505	71859617	149	8,7,7,5	3,11,4,8	11,28,17,19	4,3,2,5	226	149	0.00219034151714959	0.215186586800282	0.637,0.296,0.536,0.292	0.645,0.86,0.849,0.715	-0.327
151	"gene-Zfp446"	"Zfp446"	chrNC_000073.7	+	12715772	12718310	12715772	12715854	12716045	12718310	151	24,11,13,5	15,10,17,17	6,13,8,11	13,15,15,9	298	149	0.604571132035521	0.894602632507207	0.444,0.355,0.277,0.128	0.188,0.302,0.211,0.379	0.031
