ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
15	"gene-Hccs"	"Hccs"	chrNC_000086.8	-	168103110	168103361	168103170	168103361	168102433	168102586	15	25,30,41,21	14,3,3,4	35,18,26,31	11,2,8,5	209	149	0.600501654977405	0.899268790742686	0.56,0.877,0.907,0.789	0.694,0.865,0.699,0.816	0.015
16	"gene-Prps2"	"Prps2"	chrNC_000086.8	-	166156989	166157182	166156998	166157182	166148114	166148213	16	3,1,3,2	29,26,20,19	1,2,5,4	11,15,22,18	158	149	0.137474336640027	0.548761829722002	0.089,0.035,0.124,0.09	0.079,0.112,0.176,0.173	-0.051
17	"gene-Prps2"	"Prps2"	chrNC_000086.8	-	166156989	166157182	166156998	166157182	166150379	166155578	17	0,1,0,0	1,1,0,0	0,0,2,0	2,1,1,0	158	149	0.214138637781824	0.646007695608587	0.0,0.485,NA,NA	0.0,0.0,0.654,NA	0.024
18	"gene-Tlr7"	"Tlr7"	chrNC_000086.8	-	166113396	166113567	166113432	166113567	166112996	166113095	18	2,0,0,0	0,0,0,1	0,0,0,0	1,1,1,0	185	149	0.0609206406385056	0.429434956416619	1.0,NA,NA,0.0	0.0,0.0,0.0,NA	0.5
25	"gene-Ofd1"	"Ofd1"	chrNC_000086.8	-	165191584	165191696	165191637	165191696	165188992	165189604	25	37,37,39,27	0,0,0,0	37,32,59,48	0,1,4,2	202	149	0.000221732736757629	0.0844138370635506	1.0,1.0,1.0,1.0	1.0,0.959,0.916,0.947	0.044
26	"gene-Glra2"	"Glra2"	chrNC_000086.8	-	164109797	164110407	164110159	164110407	164107496	164107630	26	336,321,316,345	2,4,2,1	259,267,240,265	2,2,5,2	511	149	0.293707969939914	0.707008282154535	0.98,0.959,0.979,0.99	0.974,0.975,0.933,0.975	0.013
27	"gene-Fancb"	"Fancb"	chrNC_000086.8	+	163778339	163778767	163778339	163778418	163778882	163779117	27	27,34,40,17	1,0,0,0	39,25,28,37	0,3,2,1	498	149	0.0823994918636677	0.475149436288661	0.89,1.0,1.0,1.0	1.0,0.714,0.807,0.917	0.113
28	"gene-Piga"	"Piga"	chrNC_000086.8	+	163205579	163206359	163205579	163205982	163210927	163211060	28	50,29,31,44	3,2,0,2	25,16,22,23	0,3,6,4	526	149	0.118486582353672	0.524646918581265	0.825,0.804,1.0,0.862	1.0,0.602,0.509,0.62	0.19
29	"gene-Siah1b"	"Siah1b"	chrNC_000086.8	-	162859010	162859131	162859110	162859131	162858573	162858665	29	0,0,1,0	1,1,1,0	1,0,1,0	3,1,0,0	249	149	0.999202115572178	0.999334407656856	0.0,0.0,0.374,NA	0.166,0.0,1.0,NA	-0.264
30	"gene-Ctps2"	"Ctps2"	chrNC_000086.8	+	161684555	161684910	161684555	161684743	161685567	161685672	30	23,25,24,19	2,0,0,1	30,21,18,29	0,0,3,0	316	149	0.421544416152304	0.774487264463823	0.844,1.0,1.0,0.9	1.0,1.0,0.739,1.0	0.001
31	"gene-Ctps2"	"Ctps2"	chrNC_000086.8	+	161684590	161684910	161684590	161684835	161686429	161686634	31	33,38,29,23	1,0,0,0	33,27,22,30	0,0,0,1	224	149	0.926190808969399	0.999334407656856	0.956,1.0,1.0,1.0	1.0,1.0,1.0,0.952	0.001
32	"gene-Ctps2"	"Ctps2"	chrNC_000086.8	+	161684556	161684910	161684556	161684743	161693004	161693175	32	23,22,23,18	10,1,4,6	31,22,25,34	1,2,6,3	316	149	0.0872745486067079	0.480101980983783	0.52,0.912,0.731,0.586	0.936,0.838,0.663,0.842	-0.133
33	"gene-Ctps2"	"Ctps2"	chrNC_000086.8	+	161696203	161696471	161696203	161696304	161704194	161704311	33	1,5,9,0	71,70,70,93	3,5,6,2	70,69,89,69	316	149	0.480867755869852	0.820712839548319	0.007,0.033,0.057,0.0	0.02,0.033,0.031,0.013	0.0
34	"gene-Phka2"	"Phka2"	chrNC_000086.8	+	159285157	159285900	159285157	159285288	159306267	159306426	34	65,60,37,75	1,0,2,0	77,43,53,49	0,2,0,2	761	149	0.875661261533956	0.999334407656856	0.927,1.0,0.784,1.0	1.0,0.808,1.0,0.827	0.019
35	"gene-Phka2"	"Phka2"	chrNC_000086.8	+	159369774	159369950	159369774	159369945	159371960	159372014	35	2,0,0,5	19,18,32,23	5,4,5,7	24,31,17,34	154	149	0.0263026277789307	0.344965894566809	0.092,0.0,0.0,0.174	0.168,0.111,0.222,0.166	-0.1
36	"gene-Adgrg2"	"Adgrg2"	chrNC_000086.8	+	159241830	159241878	159241830	159241869	159244338	159244377	36	0,0,0,0	0,2,0,0	0,2,0,1	0,0,0,0	158	149	0.0580203712760923	0.429434956416619	NA,0.0,NA,NA	NA,1.0,NA,1.0	-1.0
37	"gene-Klf8"	"Klf8"	chrNC_000086.8	+	152142837	152142960	152142837	152142899	152143291	152143479	37	2,3,2,7	0,0,0,4	2,1,2,8	2,0,0,1	210	149	0.999202115572178	0.999334407656856	1.0,1.0,1.0,0.554	0.415,1.0,1.0,0.85	0.072
38	"gene-Kantr"	"Kantr"	chrNC_000086.8	-	151110361	151110489	151110405	151110489	151110156	151110235	38	30,14,11,16	6,6,3,3	22,15,18,11	2,0,2,3	193	149	0.0430896931619466	0.403164002268982	0.794,0.643,0.739,0.805	0.895,1.0,0.874,0.739	-0.132
39	"gene-Kdm5c"	"Kdm5c"	chrNC_000086.8	+	151054855	151054934	151054855	151054925	151055070	151055270	39	33,27,38,37	79,78,75,99	54,50,34,44	103,105,60,118	158	149	0.271921599432946	0.695075593955447	0.283,0.246,0.323,0.261	0.331,0.31,0.348,0.26	-0.034
40	"gene-Iqsec2"	"Iqsec2"	chrNC_000086.8	+	150999336	150999462	150999336	150999435	151001872	151001972	40	25,36,48,20	0,0,1,0	20,31,42,36	0,0,0,2	176	149	0.999202115572178	0.999334407656856	1.0,1.0,0.976,1.0	1.0,1.0,1.0,0.938	0.01
41	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952708	149953823	149953876	41	7,6,4,13	0,0,0,1	4,10,2,2	0,0,0,0	396	149	0.404566578235309	0.762246336435666	1.0,1.0,1.0,0.83	1.0,1.0,1.0,1.0	-0.042
42	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952708	149954641	149954762	42	7,5,4,15	0,0,4,0	4,10,2,2	0,1,1,2	396	149	0.16420485964173	0.582349065602642	1.0,1.0,0.273,1.0	1.0,0.79,0.429,0.273	0.195
43	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952716	149952479	149952708	149981017	149981669	43	2,7,1,7	14,10,11,11	0,2,0,1	5,6,1,6	157	149	0.163400383602471	0.582192540890588	0.119,0.399,0.079,0.377	0.0,0.24,0.0,0.137	0.149
44	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952708	149981017	149981669	44	13,6,4,23	14,10,11,11	8,18,9,2	5,6,1,6	396	149	0.22266385372965	0.654730537591972	0.259,0.184,0.12,0.44	0.376,0.53,0.772,0.111	-0.197
45	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952716	149981017	149981669	45	13,6,4,19	2,7,1,3	8,18,9,2	0,2,0,1	388	149	0.0664653631549749	0.434484890081693	0.714,0.248,0.606,0.709	1.0,0.776,1.0,0.434	-0.233
46	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	150076805	150077037	150076805	150076896	150077417	150077548	46	22,47,44,44	27,26,20,21	31,27,19,34	19,19,5,13	290	149	0.305333202682526	0.711885700005859	0.295,0.482,0.531,0.518	0.456,0.422,0.661,0.573	-0.072
47	"gene-Tsr2"	"Tsr2"	chrNC_000086.8	-	149873591	149873777	149873600	149873777	149870089	149873410	47	21,22,11,12	80,65,74,67	22,15,14,12	58,41,92,77	158	149	0.65281149231304	0.935382779387843	0.198,0.242,0.123,0.144	0.263,0.257,0.125,0.128	-0.017
48	"gene-Maged2"	"Maged2"	chrNC_000086.8	-	149597197	149597341	149597224	149597341	149595666	149595733	48	1,1,2,4	108,123,117,103	1,5,3,0	90,67,81,80	176	149	0.73563408123414	0.974225078829364	0.008,0.007,0.014,0.032	0.009,0.059,0.03,0.0	-0.009
49	"gene-Apex2"	"Apex2"	chrNC_000086.8	-	149370888	149371175	149370918	149371175	149370038	149370122	49	0,4,2,2	11,10,15,18	6,1,2,1	13,22,20,16	179	149	0.825047341272929	0.999334407656856	0.0,0.25,0.1,0.085	0.278,0.036,0.077,0.049	-0.001
50	"gene-Vcf2"	"Vcf2"	chrNC_000086.8	-	149241957	149242146	149242067	149242146	149203337	149203437	50	38,29,51,37	14,15,11,18	45,50,25,42	11,15,17,12	259	149	0.682660449378199	0.948502355837314	0.61,0.527,0.727,0.542	0.702,0.657,0.458,0.668	-0.02
51	"gene-Htr2c"	"Htr2c"	chrNC_000086.8	+	145952565	145952766	145952565	145952671	145976764	145980273	51	13,7,16,4	0,0,2,0	5,10,4,2	1,2,0,0	244	149	0.180570903520286	0.604892507845783	1.0,1.0,0.83,1.0	0.753,0.753,1.0,1.0	0.081
54	"gene-Acsl4"	"Acsl4"	chrNC_000086.8	-	141143378	141143432	141143382	141143432	141134374	141134904	54	0,1,0,0	27,16,7,12	0,0,0,0	5,7,2,5	153	149	0.538852998349379	0.857216711152783	0.0,0.057,0.0,0.0	0.0,0.0,0.0,0.0	0.014
55	"gene-Col4a6"	"Col4a6"	chrNC_000086.8	-	139952388	139952746	139952554	139952746	139951589	139951876	55	0,0,1,0	1,1,2,3	0,0,2,3	1,0,1,2	315	149	0.0793464166941676	0.46579032735753	0.0,0.0,0.191,0.0	0.0,NA,0.486,0.415	-0.253
57	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893895	135894153	135893895	135894101	135894455	135894510	57	173,162,141,136	114,96,82,85	123,134,149,111	106,71,93,105	201	149	0.25311219417975	0.677684451610711	0.529,0.556,0.56,0.543	0.462,0.583,0.543,0.439	0.04
58	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893925	135894281	135893925	135894101	135894455	135894510	58	185,188,159,109	114,96,82,85	126,121,148,131	106,71,93,105	329	149	0.0537957636541165	0.429434956416619	0.424,0.47,0.468,0.367	0.35,0.436,0.419,0.361	0.041
59	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893895	135894153	135893895	135894101	135894679	135894819	59	91,97,88,58	1,1,0,0	66,66,91,60	1,0,0,3	201	149	0.89075975335037	0.999334407656856	0.985,0.986,1.0,1.0	0.98,1.0,1.0,0.937	0.014
61	"gene-Plp1"	"Plp1"	chrNC_000086.8	+	135732701	135732963	135732701	135732858	135734016	135734185	61	5,10,10,14	22,17,21,18	1,5,16,3	31,13,26,23	254	149	0.121214043849867	0.526841707273819	0.118,0.257,0.218,0.313	0.019,0.184,0.265,0.071	0.092
62	"gene-Tceal1"	"Tceal1"	chrNC_000086.8	+	135608730	135608841	135608730	135608837	135609531	135610622	62	5,7,2,0	69,52,63,48	1,4,2,3	40,37,46,56	153	149	0.999202115572178	0.999334407656856	0.066,0.116,0.03,0.0	0.024,0.095,0.041,0.05	0.0
63	"gene-Tceal3"	"Tceal3"	chrNC_000086.8	+	135493607	135493908	135493607	135493712	135494950	135494999	63	3,2,8,9	30,26,24,21	9,7,7,5	34,30,29,39	345	149	0.911987815719181	0.999334407656856	0.041,0.032,0.126,0.156	0.103,0.092,0.094,0.052	0.003
64	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134741141	134741257	134741141	134741218	134741367	134741439	64	8,10,19,14	108,103,97,116	11,9,22,10	116,100,96,63	188	149	0.462857886040637	0.809171134263127	0.055,0.071,0.134,0.087	0.07,0.067,0.154,0.112	-0.014
65	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134741367	134741443	134741367	134741439	134741601	134741673	65	1,1,2,0	143,165,101,134	0,0,1,0	131,121,122,93	153	149	0.229751068398019	0.662166947988795	0.007,0.006,0.019,0.0	0.0,0.0,0.008,0.0	0.006
68	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708202	133708474	133708369	133708474	133708010	133708076	68	202,203,176,186	8,11,18,11	154,149,197,173	17,11,7,13	316	149	0.614996427377344	0.908855304362746	0.923,0.897,0.822,0.889	0.81,0.865,0.93,0.863	0.016
69	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708351	133708474	133708369	133708474	133708202	133708262	69	3,7,5,6	107,100,102,128	4,2,8,3	104,92,123,93	167	149	0.649293538083082	0.933193297827642	0.024,0.059,0.042,0.04	0.033,0.019,0.055,0.028	0.007
70	"gene-Armcx6"	"Armcx6"	chrNC_000086.8	-	133651689	133652116	133652078	133652116	133649203	133650974	70	27,26,23,21	0,0,2,0	16,21,36,21	0,0,0,0	538	149	0.0813799749458466	0.470601170837725	1.0,1.0,0.761,1.0	1.0,1.0,1.0,1.0	-0.06
71	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587980	133587896	133587974	133588765	133588843	71	14,3,9,8	60,55,70,45	13,2,4,5	48,50,43,37	155	149	0.779188672577876	0.993583935289209	0.183,0.05,0.11,0.146	0.207,0.037,0.082,0.115	0.012
72	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133588765	133588855	133588765	133588843	133589198	133589281	72	69,77,89,73	14,10,15,18	82,56,47,62	12,13,8,17	161	149	0.660047802015169	0.939534484968125	0.82,0.877,0.846,0.79	0.863,0.799,0.845,0.771	0.014
74	"gene-Drp2"	"Drp2"	chrNC_000086.8	+	133340668	133340870	133340668	133340825	133341083	133341169	74	78,70,73,61	1,4,0,3	67,74,72,92	2,2,4,5	194	149	0.299452020795112	0.709903894416135	0.984,0.931,1.0,0.94	0.963,0.966,0.933,0.934	0.015
75	"gene-Trmt2b"	"Trmt2b"	chrNC_000086.8	-	133139180	133139335	133139215	133139335	133138891	133138991	75	0,1,0,0	5,4,9,3	1,0,0,0	15,4,7,4	184	149	0.873947324220095	0.999334407656856	0.0,0.168,0.0,0.0	0.051,0.0,0.0,0.0	0.029
77	"gene-Klhl4"	"Klhl4"	chrNC_000086.8	+	113452698	113452885	113452698	113452867	113459049	113459274	77	8,5,4,4	6,1,9,14	2,2,4,3	4,6,7,8	167	149	0.305297881411963	0.711885700005859	0.543,0.817,0.284,0.203	0.308,0.229,0.338,0.251	0.18
78	"gene-Chm"	"Chm"	chrNC_000086.8	-	111973130	111974640	111974543	111974640	111962758	111962857	78	15,16,16,21	27,32,35,37	7,12,19,25	28,28,27,24	1562	149	0.819059350858692	0.999334407656856	0.05,0.046,0.042,0.051	0.023,0.039,0.063,0.09	-0.006
85	"gene-Gm33605"	"Gm33605"	chrNC_000086.8	-	104190848	104192187	104192108	104192187	104190547	104190667	85	6,27,16,14	0,1,0,0	16,17,26,16	0,0,0,0	1409	149	0.253448426277626	0.677716606053517	1.0,0.741,1.0,1.0	1.0,1.0,1.0,1.0	-0.065
86	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103023974	103024886	103024668	103024886	103022878	103022940	86	0,4,4,3	13,14,18,20	0,2,1,2	13,7,5,12	843	149	0.971554876971242	0.999334407656856	0.0,0.048,0.038,0.026	0.0,0.048,0.034,0.029	0.0
87	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103023974	103024886	103024678	103024886	103022878	103022940	87	5,5,5,3	17,28,30,21	1,2,1,2	18,27,5,12	853	149	0.113425518216087	0.517713815470891	0.049,0.03,0.028,0.024	0.01,0.013,0.034,0.028	0.011
88	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103024668	103024886	103024678	103024886	103022878	103022940	88	18,15,19,20	17,28,30,21	14,7,5,12	18,27,5,12	159	149	0.533383008554445	0.8536388234365	0.498,0.334,0.372,0.472	0.422,0.195,0.484,0.484	0.023
89	"gene-Ftx"	"Ftx"	chrNC_000086.8	-	102656628	102656801	102656649	102656801	102652909	102653022	89	10,9,2,10	1,1,5,0	9,9,9,10	0,1,2,1	170	149	0.999202115572178	0.999334407656856	0.898,0.887,0.26,1.0	1.0,0.887,0.798,0.898	-0.135
92	"gene-Rps4x"	"Rps4x"	chrNC_000086.8	-	101232508	101232929	101232903	101232929	101231899	101231977	92	20,24,29,26	586,648,781,647	24,16,15,17	726,577,702,694	544	149	0.0168288662042841	0.306198352576705	0.009,0.01,0.01,0.011	0.009,0.008,0.006,0.007	0.002
93	"gene-Pin4"	"Pin4"	chrNC_000086.8	+	101163074	101163336	101163074	101163170	101165273	101165347	93	0,3,0,0	69,55,96,95	1,0,1,1	63,77,74,84	315	149	0.447594015230508	0.793735027513795	0.0,0.025,0.0,0.0	0.007,0.0,0.006,0.006	0.001
98	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100453217	100453386	100453238	100453386	100452759	100452911	98	151,217,188,158	18,22,12,13	187,171,152,184	16,16,16,15	170	149	0.999202115572178	0.999334407656856	0.88,0.896,0.932,0.914	0.911,0.904,0.893,0.915	-0.0
99	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100461878	100462558	100462400	100462558	100460892	100460936	99	603,603,639,612	4,8,11,12	545,478,541,434	6,12,7,12	671	149	0.271551351554335	0.695075593955447	0.971,0.944,0.928,0.919	0.953,0.898,0.945,0.889	0.019
100	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100463751	100463828	100463764	100463828	100461878	100462558	100	11,2,15,5	22,10,10,14	8,4,8,4	10,4,8,10	162	149	0.475309181336979	0.817691996315084	0.315,0.155,0.58,0.247	0.424,0.479,0.479,0.269	-0.089
103	"gene-Psmd10"	"Psmd10"	chrNC_000086.8	-	139852895	139853062	139852974	139853062	139849173	139850058	103	57,66,81,66	11,19,8,10	63,86,67,61	5,15,10,13	228	149	0.68293676375419	0.948502355837314	0.772,0.694,0.869,0.812	0.892,0.789,0.814,0.754	-0.025
104	"gene-Pdzd11"	"Pdzd11"	chrNC_000086.8	-	99669421	99669547	99669491	99669547	99668893	99668993	104	34,43,37,36	29,23,45,36	30,24,38,34	34,43,25,40	219	149	0.266910245823778	0.69268392258503	0.444,0.56,0.359,0.405	0.375,0.275,0.508,0.366	0.061
107	"gene-Eda"	"Eda"	chrNC_000086.8	+	99438624	99438755	99438624	99438749	99440510	99444366	107	2,4,3,4	4,3,1,1	4,1,0,1	12,2,1,3	155	149	0.0166038849910467	0.305556636722529	0.325,0.562,0.743,0.794	0.243,0.325,0.0,0.243	0.403
109	"gene-Gm30798"	"Gm30798"	chrNC_000086.8	+	98497778	98499824	98497778	98499712	98500399	98500509	109	0,0,0,2	1,0,0,0	0,0,0,0	0,1,0,0	261	149	NA	NA	0.0,NA,NA,1.0	NA,0.0,NA,NA	0.5
111	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93141888	93142458	93141912	93142458	93125430	93125574	111	13,12,21,9	0,1,0,1	17,12,3,8	0,0,0,0	173	149	0.147500016704782	0.557665228322285	1.0,0.912,1.0,0.886	1.0,1.0,1.0,1.0	-0.05
112	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93141888	93142458	93141912	93142458	93125755	93125905	112	40,41,54,50	1,0,1,0	41,35,16,30	0,0,0,0	173	149	0.164036177607007	0.582349065602642	0.972,1.0,0.979,1.0	1.0,1.0,1.0,1.0	-0.012
113	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93157771	93157869	93157801	93157869	93145896	93145986	113	2,0,0,0	15,20,32,31	1,0,0,0	11,11,19,5	179	149	0.999202115572178	0.999334407656856	0.1,0.0,0.0,0.0	0.07,0.0,0.0,0.0	0.007
115	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93165527	93165931	93165758	93165931	93157801	93157869	115	1,0,2,2	0,0,0,2	2,5,0,0	0,1,0,0	380	149	0.977943281637676	0.999334407656856	1.0,NA,1.0,0.282	1.0,0.662,NA,NA	-0.07
119	"gene-Ikbkg"	"Ikbkg"	chrNC_000086.8	+	73471367	73471508	73471367	73471480	73476410	73476612	119	0,0,0,0	0,3,1,1	2,0,0,0	0,2,0,8	177	149	0.958485391312076	0.999334407656856	NA,0.0,0.0,0.0	1.0,0.0,NA,0.0	-0.333
120	"gene-Dnase1l1"	"Dnase1l1"	chrNC_000086.8	-	73317383	73317632	73317548	73317632	73316823	73317297	120	4,7,5,4	0,0,0,0	3,5,5,9	1,0,0,0	314	149	0.270419534058937	0.695075593955447	1.0,1.0,1.0,1.0	0.587,1.0,1.0,1.0	0.103
121	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973792	72973868	72973834	72973868	72973610	72973686	121	2,4,2,2	0,0,1,2	2,3,5,1	0,0,0,1	191	149	0.350830204574379	0.731245286818932	1.0,1.0,0.609,0.438	1.0,1.0,1.0,0.438	-0.098
123	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72700836	72701119	72701043	72701119	72700676	72700755	123	261,337,265,270	0,0,1,0	299,277,355,315	0,0,0,0	356	149	0.310395641913085	0.714638427007451	1.0,1.0,0.991,1.0	1.0,1.0,1.0,1.0	-0.002
124	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72703272	72703460	72703332	72703460	72702293	72702425	124	17,22,16,24	0,0,0,0	13,17,26,19	1,0,0,0	209	149	0.210419910839883	0.641190805358806	1.0,1.0,1.0,1.0	0.903,1.0,1.0,1.0	0.024
125	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72703272	72703460	72703332	72703460	72702785	72702855	125	27,44,36,43	8,12,5,3	23,33,39,34	8,10,11,1	209	149	0.457243713083038	0.805497848149765	0.706,0.723,0.837,0.911	0.672,0.702,0.717,0.96	0.031
128	"gene-Xlr4b"	"Xlr4b"	chrNC_000086.8	+	72257927	72258087	72257927	72258063	72258379	72258426	128	4,0,0,1	1,0,0,0	0,0,2,1	0,0,0,1	173	149	0.0340832114190183	0.373480354583584	0.775,NA,NA,1.0	NA,NA,1.0,0.463	0.156
143	"gene-Vma21"	"Vma21"	chrNC_000086.8	+	70860363	70860673	70860363	70860546	70863673	70863783	143	5,2,3,4	79,87,111,69	1,0,2,4	84,71,80,79	276	149	0.16172586303156	0.580093622668759	0.033,0.012,0.014,0.03	0.006,0.0,0.013,0.027	0.011
144	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599796	70599522	70599614	70601658	70601813	144	314,270,369,287	152,138,149,154	352,318,321,359	142,159,152,161	331	149	0.465337619425393	0.810786746725501	0.482,0.468,0.527,0.456	0.527,0.474,0.487,0.501	-0.014
145	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599614	70601658	70601813	145	186,143,221,157	152,138,149,154	203,180,176,208	142,159,152,161	378	149	0.561711879127076	0.875061153830879	0.325,0.29,0.369,0.287	0.36,0.309,0.313,0.337	-0.012
146	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599796	70601658	70601813	146	16,9,19,16	144,136,167,146	17,14,12,17	166,152,157,168	196	149	0.67748543023339	0.946634731043971	0.078,0.048,0.08,0.077	0.072,0.065,0.055,0.071	0.005
147	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599796	70599522	70599614	70601662	70601813	147	174,137,205,147	4,2,6,7	188,174,167,193	1,0,2,10	331	149	0.125255148930658	0.535471078111032	0.951,0.969,0.939,0.904	0.988,1.0,0.974,0.897	-0.024
148	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599614	70601662	70601813	148	176,137,208,147	4,2,6,7	190,169,167,195	1,0,2,10	378	149	0.126109981856036	0.536272360173391	0.945,0.964,0.932,0.892	0.987,1.0,0.971,0.885	-0.028
149	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599796	70601662	70601813	149	6,3,6,6	4,3,3,6	4,3,3,4	2,8,3,2	196	149	0.524432152693237	0.848481576664106	0.533,0.432,0.603,0.432	0.603,0.222,0.432,0.603	0.035
150	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599796	70599522	70599614	70601726	70601813	150	171,134,203,146	2,1,1,2	188,166,164,193	0,4,7,5	331	149	0.21961282605101	0.652032956983043	0.975,0.984,0.989,0.97	1.0,0.949,0.913,0.946	0.028
