ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
80	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76825643	76825907	76829733	76829902	76814852	76814948	76839153	76839545
81	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76825643	76825907	76829733	76829902	76816721	76816841	76839153	76839545
82	"gene-Gm44504"	"Gm44504"	chrNC_000086.8	-	73411306	73411515	73411758	73411864	73411052	73411192	73412021	73412364
83	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73066078	73066270	73066454	73066558	73065790	73065855	73066671	73066803
84	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973610	72973686	72973792	72973868	72973286	72973459	72974013	72974123
85	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973610	72973717	72973792	72973868	72973286	72973459	72974013	72974123
86	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72841799	72841898	72839981	72840083	72842363	72842454
87	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72841799	72841898	72839981	72840083	72843439	72843693
88	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72842363	72842454	72839981	72840083	72843439	72843693
89	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72841799	72841898	72842363	72842454	72839981	72840083	72843439	72843693
90	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72841799	72841898	72842363	72842454	72840435	72840498	72843439	72843693
91	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72841799	72841898	72843439	72843693	72840435	72840498	72867887	72868575
92	"gene-Ssr4"	"Ssr4"	chrNC_000086.8	+	72833636	72833726	72833964	72834030	72833405	72833480	72834259	72834432
93	"gene-Idh3g"	"Idh3g"	chrNC_000086.8	-	72825611	72825709	72825903	72825915	72825282	72825395	72826280	72826322
94	"gene-Abcd1"	"Abcd1"	chrNC_000086.8	+	72777614	72777760	72778067	72778213	72774399	72774494	72780395	72780480
95	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72700836	72700949	72701043	72701119	72700676	72700755	72701325	72701449
96	"gene-Haus7"	"Haus7"	chrNC_000086.8	-	72489415	72489530	72496604	72496666	72480920	72481171	72498472	72498540
97	"gene-Haus7"	"Haus7"	chrNC_000086.8	-	72492416	72492508	72496604	72496666	72491797	72491956	72498472	72498540
98	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70420492	70420516	70422619	70422670	70413404	70413510	70426805	70426881
99	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70420492	70420516	70422619	70422673	70413404	70413510	70426805	70426881
100	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70421209	70421236	70422619	70422670	70420492	70420516	70426805	70426881
101	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70421209	70421236	70422619	70422673	70420492	70420516	70426805	70426881
102	"gene-Ids"	"Ids"	chrNC_000086.8	-	69404648	69404737	69406582	69406760	69403554	69403755	69407407	69407544
103	"gene-Ids"	"Ids"	chrNC_000086.8	-	69404648	69404737	69406582	69406760	69403554	69403755	69416830	69417029
104	"gene-Ids"	"Ids"	chrNC_000086.8	-	69406582	69406760	69407407	69407544	69404648	69404737	69416830	69417029
105	"gene-Kars1"	"Kars1"	chrNC_000074.7	-	112732263	112732420	112734838	112735018	112729906	112730072	112736853	112736912
106	"gene-Kars1"	"Kars1"	chrNC_000074.7	-	112732263	112732420	112734838	112735018	112729906	112730072	112737841	112737986
107	"gene-Kars1"	"Kars1"	chrNC_000074.7	-	112734838	112735018	112736853	112736912	112732263	112732420	112737841	112737986
108	"gene-Kars1"	"Kars1"	chrNC_000074.7	-	112735113	112735171	112736853	112736912	112734838	112735018	112737841	112737986
109	"gene-Ddx19a"	"Ddx19a"	chrNC_000074.7	-	111710212	111710305	111716105	111716241	111707622	111707725	111717108	111717159
110	"gene-Slc35e2"	"Slc35e2"	chrNC_000070.7	+	155700025	155700079	155700639	155700712	155697073	155697194	155702071	155702217
111	"gene-Zfp821"	"Zfp821"	chrNC_000074.7	+	110436042	110436159	110444393	110444519	110432650	110433051	110447826	110447975
112	"gene-Zfp821"	"Zfp821"	chrNC_000074.7	+	110436042	110436159	110444393	110444538	110432650	110433051	110447826	110447975
113	"gene-Gm30015"	"Gm30015"	chrNC_000075.7	-	43632179	43632362	43634908	43635121	43629590	43629660	43648180	43649747
114	"gene-Gm30015"	"Gm30015"	chrNC_000075.7	-	43632179	43632362	43645066	43645383	43629590	43629660	43648180	43649747
115	"gene-Gm30015"	"Gm30015"	chrNC_000075.7	-	43632179	43632362	43645290	43645383	43629590	43629660	43648180	43649747
116	"gene-Gm30015"	"Gm30015"	chrNC_000075.7	-	43634908	43635121	43645066	43645383	43629590	43629660	43648180	43649747
117	"gene-Gm30015"	"Gm30015"	chrNC_000075.7	-	43634908	43635121	43645290	43645383	43629590	43629660	43648180	43649747
118	"gene-1810030O07Rik"	"1810030O07Rik"	chrNC_000086.8	-	12528888	12529068	12530738	12530888	12524100	12524263	12535765	12535885
119	"gene-Rgl1"	"Rgl1"	chrNC_000067.7	-	152447348	152447426	152462157	152462366	152433153	152433338	152550610	152550777
120	"gene-Rgl1"	"Rgl1"	chrNC_000067.7	-	152462157	152462366	152499568	152499679	152447348	152447426	152500734	152500912
121	"gene-Rgl1"	"Rgl1"	chrNC_000067.7	-	152462157	152462366	152499568	152499679	152447348	152447426	152550610	152550774
122	"gene-Rgl1"	"Rgl1"	chrNC_000067.7	-	152462157	152462366	152550610	152550774	152447348	152447426	152641657	152642056
123	"gene-Rgl1"	"Rgl1"	chrNC_000067.7	-	152462157	152462366	152550610	152550777	152447348	152447426	152641657	152642056
124	"gene-Rgl1"	"Rgl1"	chrNC_000067.7	-	152499568	152499679	152550610	152550774	152462157	152462366	152641657	152642056
125	"gene-Rgl1"	"Rgl1"	chrNC_000067.7	-	152499568	152499679	152550610	152550777	152462157	152462366	152641657	152642056
126	"gene-Uros"	"Uros"	chrNC_000073.7	-	133292236	133292322	133292814	133292895	133291310	133291409	133299397	133299472
127	"gene-Uros"	"Uros"	chrNC_000073.7	-	133292236	133292322	133299397	133299472	133291310	133291409	133300872	133300947
128	"gene-Sbno1"	"Sbno1"	chrNC_000071.7	-	124517347	124517485	124519571	124519664	124516532	124516609	124519745	124519840
129	"gene-Slc7a6os"	"Slc7a6os"	chrNC_000074.7	-	106928862	106928991	106930962	106931172	106927069	106927781	106936996	106937263
130	"gene-Slc7a6os"	"Slc7a6os"	chrNC_000074.7	-	106930962	106931172	106936996	106937263	106928862	106928991	106937350	106937565
131	"gene-Nfatc3"	"Nfatc3"	chrNC_000074.7	+	106825703	106825844	106827565	106827621	106822795	106822968	106830656	106830783
132	"gene-Ctcf"	"Ctcf"	chrNC_000074.7	+	106380010	106380179	106381371	106381463	106370147	106370264	106390385	106391175
133	"gene-Atp6v0d1"	"Atp6v0d1"	chrNC_000074.7	-	106255805	106255885	106265952	106266124	106252255	106252333	106292414	106292696
134	"gene-Terb1"	"Terb1"	chrNC_000074.7	-	105223403	105223535	105224598	105224727	105221933	105221994	105225124	105225235
135	"gene-Bean1"	"Bean1"	chrNC_000074.7	+	104940547	104940658	104941645	104941796	104937549	104937801	104943559	104945730
136	"gene-Mcf2l"	"Mcf2l"	chrNC_000074.7	+	13013163	13013247	13022978	13023093	12929881	12930150	13034859	13034950
137	"gene-Mcf2l"	"Mcf2l"	chrNC_000074.7	+	13013163	13013247	13022978	13023093	12997877	12998186	13034859	13034950
138	"gene-Mcf2l"	"Mcf2l"	chrNC_000074.7	+	13022978	13023093	13034859	13034950	13013163	13013247	13043828	13043948
139	"gene-Mcf2l"	"Mcf2l"	chrNC_000074.7	+	13034859	13034950	13043828	13043948	13022978	13023093	13046609	13046726
140	"gene-Miat"	"Miat"	chrNC_000071.7	-	112372073	112372222	112375920	112376080	112368790	112369740	112376166	112376222
141	"gene-Miat"	"Miat"	chrNC_000071.7	-	112372073	112372222	112375920	112376044	112368790	112369740	112376174	112376222
142	"gene-Miat"	"Miat"	chrNC_000071.7	-	112372073	112372222	112376166	112376222	112368790	112369740	112376474	112376814
143	"gene-Miat"	"Miat"	chrNC_000071.7	-	112372073	112372222	112376174	112376222	112368790	112369740	112376474	112376814
144	"gene-Miat"	"Miat"	chrNC_000071.7	-	112375920	112376044	112376166	112376222	112372073	112372222	112376474	112376814
145	"gene-Miat"	"Miat"	chrNC_000071.7	-	112375920	112376044	112376174	112376222	112372073	112372222	112376474	112376814
146	"gene-Miat"	"Miat"	chrNC_000071.7	-	112375920	112376080	112376166	112376222	112372073	112372222	112376474	112376814
147	"gene-Miat"	"Miat"	chrNC_000071.7	-	112375920	112376080	112376174	112376222	112372073	112372222	112376474	112376814
148	"gene-Cdh8"	"Cdh8"	chrNC_000074.7	-	99926864	99927032	99957034	99957154	99922871	99923059	100006038	100006333
149	"gene-Cdh8"	"Cdh8"	chrNC_000074.7	-	99957034	99957154	100006038	100006333	99926864	99927032	100127357	100127809
150	"gene-Cdh8"	"Cdh8"	chrNC_000074.7	-	100006038	100006333	100127357	100127809	99957034	99957154	100142713	100143079
151	"gene-Got2"	"Got2"	chrNC_000074.7	-	96596099	96596265	96597402	96597553	96593448	96593599	96598518	96598623
152	"gene-Ndrg4"	"Ndrg4"	chrNC_000074.7	+	96435235	96435322	96435404	96435461	96433556	96433617	96435710	96435814
153	"gene-Ndrg4"	"Ndrg4"	chrNC_000074.7	+	96436530	96436582	96437291	96437339	96436393	96436450	96437561	96437597
154	"gene-Zmat4"	"Zmat4"	chrNC_000074.7	+	24169026	24169194	24184315	24184353	24159504	24159817	24238415	24238521
155	"gene-Zmat4"	"Zmat4"	chrNC_000074.7	+	24169026	24169194	24188846	24191124	24159504	24159817	24238415	24238521
156	"gene-Zmat4"	"Zmat4"	chrNC_000074.7	+	24184315	24184353	24188846	24191124	24159504	24159817	24238415	24238521
157	"gene-Arl2bp"	"Arl2bp"	chrNC_000074.7	+	95396948	95397055	95397922	95398008	95394224	95394286	95398689	95398786
158	"gene-Rspry1"	"Rspry1"	chrNC_000074.7	+	95364890	95365006	95366150	95366294	95363251	95363383	95373211	95373323
159	"gene-Rspry1"	"Rspry1"	chrNC_000074.7	+	95366150	95366294	95373211	95373323	95364890	95365006	95376380	95376483
160	"gene-Srgap1"	"Srgap1"	chrNC_000076.7	-	121664633	121664667	121665131	121665234	121661538	121661599	121667789	121667817
161	"gene-Chd9"	"Chd9"	chrNC_000074.7	+	91728247	91728443	91732341	91732509	91725123	91725334	91733158	91733338
162	"gene-Tmem51"	"Tmem51"	chrNC_000070.7	-	141768368	141768450	141803460	141803586	141764715	141765244	141811372	141811544
163	"gene-4921524J17Rik"	"4921524J17Rik"	chrNC_000074.7	-	86138741	86138924	86153488	86153585	86135387	86136519	86159287	86159470
164	"gene-Mast1"	"Mast1"	chrNC_000074.7	-	85657448	85657527	85661872	85661948	85655850	85656011	85662334	85662423
165	"gene-Zfp330"	"Zfp330"	chrNC_000074.7	-	83497429	83497500	83497967	83497987	83495948	83496028	83499508	83499640
166	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73097352	73097496	73099809	73100015	73094833	73095368	73121747	73121830
167	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73097352	73097496	73112156	73112289	73094833	73095368	73121747	73121830
168	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73099809	73100015	73112156	73112289	73094833	73095368	73121747	73121830
169	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73112156	73112289	73121747	73121830	73094833	73095368	73122555	73122616
170	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73112156	73112289	73121747	73121830	73099809	73100015	73122555	73122616
171	"gene-Fcho1"	"Fcho1"	chrNC_000074.7	-	72166915	72166940	72167343	72167416	72166620	72166678	72167522	72167571
172	"gene-Fcho1"	"Fcho1"	chrNC_000074.7	-	72166915	72166940	72167343	72167416	72166620	72166678	72167526	72167571
173	"gene-Dda1"	"Dda1"	chrNC_000074.7	+	71924680	71924761	71924838	71924890	71921837	71921969	71926418	71926480
174	"gene-Dda1"	"Dda1"	chrNC_000074.7	+	71924680	71924761	71926418	71926480	71921837	71921969	71927131	71928741
175	"gene-Dda1"	"Dda1"	chrNC_000074.7	+	71924684	71924761	71926418	71926480	71921837	71921969	71927131	71928741
176	"gene-Dda1"	"Dda1"	chrNC_000074.7	+	71924838	71924890	71926418	71926480	71924680	71924761	71927131	71928741
177	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71789519	71789609	71789846	71789861	71786956	71787038	71791550	71791664
178	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71789519	71789609	71789846	71789861	71786956	71787038	71793403	71793443
179	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71789519	71789609	71791550	71791664	71786956	71787038	71793403	71793443
180	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71789846	71789861	71791550	71791664	71786956	71787038	71793403	71793443
181	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71789846	71789861	71791550	71791664	71786956	71787038	71795405	71795528
182	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71789846	71789861	71793403	71793443	71786956	71787038	71795405	71795528
183	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71789846	71789861	71791550	71791664	71789519	71789609	71793403	71793443
184	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71789846	71789861	71791550	71791664	71789519	71789609	71795405	71795528
185	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71789846	71789861	71793403	71793443	71789519	71789609	71795405	71795528
186	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71791550	71791664	71793403	71793443	71786956	71787038	71795405	71795528
187	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71791550	71791664	71793403	71793443	71789519	71789609	71795405	71795528
188	"gene-Lsm4"	"Lsm4"	chrNC_000074.7	+	71129204	71129246	71130427	71130526	71125880	71126107	71130603	71130784
189	"gene-Tmem59l"	"Tmem59l"	chrNC_000074.7	-	70938324	70938477	70938686	70938784	70937729	70937832	70938877	70939022
190	"gene-Ddx49"	"Ddx49"	chrNC_000074.7	-	70750730	70750816	70753628	70753752	70750525	70750647	70754972	70755102
191	"gene-Tmem161a"	"Tmem161a"	chrNC_000074.7	+	70629890	70629988	70630101	70630258	70629456	70629575	70631516	70631668
192	"gene-Tmem161a"	"Tmem161a"	chrNC_000074.7	+	70629890	70629988	70631516	70631668	70629494	70629575	70633188	70633249
193	"gene-Zfp40"	"Zfp40"	chrNC_000083.7	-	23401121	23401206	23410318	23410409	23397248	23397375	23412048	23412226
194	"gene-Zfp40"	"Zfp40"	chrNC_000083.7	-	23401121	23401206	23410318	23410482	23397248	23397375	23412048	23412226
195	"gene-Ncan"	"Ncan"	chrNC_000074.7	-	70555059	70555173	70556593	70556710	70554550	70554709	70560090	70561299
196	"gene-Tdrd7"	"Tdrd7"	chrNC_000070.7	+	45987461	45987674	45989077	45989219	45972185	45972436	45990049	45990230
197	"gene-Tdrd7"	"Tdrd7"	chrNC_000070.7	+	45989077	45989219	45990049	45990230	45987461	45987674	45992196	45992270
198	"gene-Tdrd7"	"Tdrd7"	chrNC_000070.7	+	46025656	46026159	46029646	46029807	46023394	46023505	46034295	46034766
199	"gene-Gdpd5"	"Gdpd5"	chrNC_000073.7	+	99053710	99053860	99054298	99054406	99036310	99036395	99059615	99059698
200	"gene-Gdpd5"	"Gdpd5"	chrNC_000073.7	+	99073259	99073436	99087454	99087558	99059615	99059698	99090378	99090472
201	"gene-Gdpd5"	"Gdpd5"	chrNC_000073.7	+	99091094	99091154	99097328	99097427	99090378	99090472	99097679	99097773
202	"gene-Cacna1g"	"Cacna1g"	chrNC_000077.7	-	94303915	94304050	94305756	94305900	94302264	94302442	94306568	94306925
203	"gene-Ints10"	"Ints10"	chrNC_000074.7	+	69276819	69276919	69277703	69277781	69274808	69274902	69279928	69281295
204	"gene-Ints10"	"Ints10"	chrNC_000074.7	+	69276841	69276919	69277703	69277781	69274808	69274902	69279928	69281295
205	"gene-Psd3"	"Psd3"	chrNC_000074.7	-	68615217	68615264	68658200	68658255	68573399	68574280	68664576	68664740
206	"gene-Ammecr1l"	"Ammecr1l"	chrNC_000084.7	+	31894832	31894943	31904722	31905167	31891456	31893247	31907288	31907399
207	"gene-Ammecr1l"	"Ammecr1l"	chrNC_000084.7	+	31912948	31913002	31913094	31913222	31911909	31912006	31913696	31917134
208	"gene-Marchf1"	"Marchf1"	chrNC_000074.7	+	66419698	66419907	66574402	66574551	66331981	66332058	66729313	66729364
209	"gene-Rin2"	"Rin2"	chrNC_000068.8	+	145664529	145664681	145680997	145681093	145664184	145664285	145686630	145686823
210	"gene-Hpf1"	"Hpf1"	chrNC_000074.7	+	61346734	61346894	61353117	61353268	61342532	61343570	61357033	61357151
211	"gene-Hpf1"	"Hpf1"	chrNC_000074.7	+	61346734	61346894	61353117	61353268	61342532	61343570	61358581	61358754
