ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
25	"gene-Iqsec2"	"Iqsec2"	chrNC_000086.8	+	150949929	150949959	150963992	150964088	150927208	150928175	150976861	150977599	25	7,6,10,14	1,1,5,5	3,5,13,9	7,1,5,1	179	245	0.720403890061255	0.947740624622559	0.905,0.891,0.732,0.793	0.37,0.873,0.781,0.925	0.093
26	"gene-Tsr2"	"Tsr2"	chrNC_000086.8	-	149874671	149874763	149879160	149879251	149870089	149873410	149879424	149879539	26	49,44,34,40	5,1,2,1	44,35,37,42	4,4,3,5	240	241	0.0781899082415556	0.508540310879351	0.908,0.978,0.945,0.976	0.917,0.898,0.925,0.894	0.043
27	"gene-Alas2"	"Alas2"	chrNC_000086.8	+	149335144	149335340	149335954	149336077	149330442	149330481	149336928	149337039	27	20,19,22,14	29,32,14,20	32,13,23,24	29,13,25,21	345	272	0.22294640536827	0.68053572345722	0.352,0.319,0.553,0.356	0.465,0.441,0.42,0.474	-0.055
28	"gene-Alas2"	"Alas2"	chrNC_000086.8	+	149335144	149335340	149335999	149336077	149330442	149330481	149336928	149337039	28	20,19,22,14	19,28,10,17	32,13,23,24	22,9,18,21	345	227	0.359321127112652	0.77462608394845	0.409,0.309,0.591,0.351	0.489,0.487,0.457,0.429	-0.051
29	"gene-Rtl4"	"Rtl4"	chrNC_000086.8	+	143892572	143892704	143899152	143899273	143892426	143892481	143899850	143899962	29	2,0,2,0	0,0,1,0	2,2,0,4	0,0,0,0	281	270	0.999202115572178	0.999202115572178	1.0,NA,0.658,NA	1.0,1.0,NA,1.0	-0.171
30	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142311535	142311695	142346255	142346350	142301369	142301759	142476282	142476484	30	17,10,19,24	14,22,22,18	9,9,7,18	16,12,14,13	309	244	0.495634239089188	0.850655670404579	0.489,0.264,0.405,0.513	0.308,0.372,0.283,0.522	0.046
31	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142311535	142311695	142425655	142425674	142301370	142301759	142476282	142476484	31	17,10,19,24	0,0,0,2	9,9,7,18	0,0,0,0	309	168	0.299511722244162	0.741601351293742	1.0,1.0,1.0,0.867	1.0,1.0,1.0,1.0	-0.033
32	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142311552	142311695	142346255	142346350	142301369	142301759	142476282	142476484	32	8,7,5,12	14,22,22,18	3,3,3,7	16,12,14,13	292	244	0.274165123861919	0.727133043274086	0.323,0.21,0.16,0.358	0.135,0.173,0.152,0.31	0.07
33	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142346255	142346350	142425655	142425674	142301370	142301759	142476282	142476484	33	14,22,22,18	0,0,0,2	16,12,14,13	0,0,0,0	244	168	0.139480793765858	0.591701446373943	1.0,1.0,1.0,0.861	1.0,1.0,1.0,1.0	-0.035
34	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142476282	142476484	142492643	142492744	142301370	142301759	142498131	142498285	34	120,112,83,106	115,103,104,106	74,71,72,75	83,78,90,80	351	250	0.29995954560269	0.741601351293742	0.426,0.436,0.362,0.416	0.388,0.393,0.363,0.4	0.024
35	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142476282	142476484	142492643	142492744	142301586	142301759	142496889	142496934	35	116,112,85,106	7,11,17,8	74,70,72,75	8,6,6,10	351	250	0.936401671493824	0.999202115572178	0.922,0.879,0.781,0.904	0.868,0.893,0.895,0.842	-0.003
36	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142492643	142492744	142496889	142496934	142476282	142476484	142498131	142498285	36	276,245,256,256	4,5,3,9	215,212,204,211	1,4,4,4	250	194	0.430671011058926	0.816369694115493	0.982,0.974,0.985,0.957	0.994,0.976,0.975,0.976	-0.006
37	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142495273	142495336	142496889	142496934	142492643	142492744	142498131	142498285	37	0,0,0,0	17,20,20,22	3,0,0,0	11,10,13,17	212	194	0.999202115572178	0.999202115572178	0.0,0.0,0.0,0.0	0.2,0.0,0.0,0.0	-0.05
38	"gene-Atg4a"	"Atg4a"	chrNC_000086.8	+	139888914	139888986	139889028	139889114	139887027	139887138	139890906	139891005	38	16,10,8,11	10,11,12,11	12,7,5,5	13,16,16,19	221	235	0.020388913625871	0.356140622506269	0.63,0.492,0.415,0.515	0.495,0.318,0.249,0.219	0.193
39	"gene-Frmpd3"	"Frmpd3"	chrNC_000086.8	+	139262893	139263048	139266477	139266580	139177866	139178816	139269567	139269613	39	4,2,3,0	0,1,1,2	1,1,0,0	2,2,0,1	304	252	0.60695294632822	0.902442296457028	1.0,0.624,0.713,0.0	0.293,0.293,NA,0.0	0.389
40	"gene-Frmpd3"	"Frmpd3"	chrNC_000086.8	+	139262893	139263048	139269567	139269613	139177866	139178816	139284751	139284856	40	2,2,2,0	2,2,4,2	1,1,0,0	0,0,1,1	304	195	0.678319852008278	0.930642385918165	0.391,0.391,0.243,0.0	1.0,1.0,0.0,0.0	-0.244
41	"gene-Frmpd3"	"Frmpd3"	chrNC_000086.8	+	139266477	139266580	139269567	139269613	139262893	139263048	139284751	139284856	41	0,1,0,1	2,1,2,2	1,3,0,0	0,0,0,1	252	195	0.232743617086474	0.691344893580493	0.0,0.436,0.0,0.279	1.0,1.0,NA,0.0	-0.488
42	"gene-Tmsb15l"	"Tmsb15l"	chrNC_000086.8	-	135857483	135857588	135876146	135876251	135855736	135856231	135877507	135877623	42	49,68,45,39	52,80,56,61	49,32,38,57	62,45,67,42	254	254	0.97109425389081	0.999202115572178	0.485,0.459,0.446,0.39	0.441,0.416,0.362,0.576	-0.004
43	"gene-Tceal3"	"Tceal3"	chrNC_000086.8	+	135494950	135494999	135567872	135567939	135493607	135493712	135568259	135569126	43	12,13,11,7	55,43,46,48	14,11,13,21	47,38,45,32	198	216	0.0698071360683202	0.498252379824296	0.192,0.248,0.207,0.137	0.245,0.24,0.24,0.417	-0.089
44	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134740493	134740621	134741141	134741218	134739813	134740011	134741367	134741439	44	34,44,61,47	72,75,58,78	15,19,19,18	74,71,66,35	277	226	0.0050945630148046	0.277676039403398	0.278,0.324,0.462,0.33	0.142,0.179,0.19,0.296	0.147
45	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134740531	134740621	134741141	134741218	134739813	134740011	134741367	134741439	45	19,21,17,19	72,75,58,78	12,23,21,13	74,71,66,35	239	226	0.82471580350354	0.979808834214904	0.2,0.209,0.217,0.187	0.133,0.234,0.231,0.26	-0.011
46	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134696890	134697085	134698301	134698378	134652693	134652766	134698771	134698843	46	42,73,63,67	9,3,16,12	35,39,38,33	11,10,5,4	344	226	0.410571293321959	0.805286854805286	0.754,0.941,0.721,0.786	0.676,0.719,0.833,0.844	0.033
47	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134696890	134697085	134698536	134698613	134652693	134652766	134698771	134698843	47	42,73,63,67	119,148,158,95	35,39,38,33	72,64,66,66	344	226	0.392475935589809	0.795238202841865	0.188,0.245,0.208,0.317	0.242,0.286,0.274,0.247	-0.023
48	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134697697	134697786	134698301	134698378	134696890	134697085	134698536	134698613	48	47,30,32,31	149,192,150,169	14,15,21,8	70,63,75,43	238	226	0.643665886128293	0.920079591988149	0.23,0.129,0.168,0.148	0.16,0.184,0.21,0.15	-0.007
49	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134698301	134698378	134698536	134698613	134652693	134652766	134698771	134698843	49	9,3,16,12	119,148,158,95	11,10,5,4	72,64,66,66	226	226	0.214453696920497	0.672324143439889	0.07,0.02,0.092,0.112	0.133,0.135,0.07,0.057	-0.025
50	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134698301	134698378	134698536	134698613	134697697	134697786	134698771	134698843	50	26,5,20,19	118,144,156,93	7,30,10,5	72,64,66,67	226	226	0.686642535303572	0.933092103257817	0.181,0.034,0.114,0.17	0.089,0.319,0.132,0.069	-0.027
51	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587974	133588765	133588855	133586398	133586486	133589198	133589281	51	1,1,3,1	39,47,57,50	4,0,0,1	58,36,31,46	227	239	0.711909151666117	0.943160482730119	0.026,0.022,0.053,0.021	0.068,0.0,0.0,0.022	0.008
52	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587974	133588765	133588843	133587226	133587386	133589198	133589281	52	13,7,6,13	10,6,10,14	7,2,8,12	9,12,4,12	227	227	0.559888143190913	0.877025075530002	0.565,0.538,0.375,0.481	0.437,0.143,0.667,0.5	0.053
53	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587974	133588765	133588855	133587226	133587386	133589198	133589281	53	13,7,6,13	41,51,57,51	7,2,8,12	58,38,33,48	227	239	0.48311623443972	0.846010376654262	0.25,0.126,0.1,0.212	0.113,0.053,0.203,0.208	0.028
54	"gene-Hnrnph2"	"Hnrnph2"	chrNC_000086.8	+	133503440	133503511	133503666	133503711	133501927	133502082	133505603	133507809	54	132,106,137,123	9,14,16,8	123,142,117,130	12,16,10,7	220	194	0.728423169454867	0.948392461416882	0.928,0.87,0.883,0.931	0.9,0.887,0.912,0.942	-0.007
55	"gene-Xkrx"	"Xkrx"	chrNC_000086.8	-	133062324	133062390	133077005	133077879	133057961	133058230	133086045	133086743	55	0,0,0,1	1,0,1,0	0,0,1,2	0,0,0,0	1023	215	0.163977233664391	0.619744840007443	0.0,NA,0.0,1.0	NA,NA,1.0,1.0	-0.667
56	"gene-Rps6ka6"	"Rps6ka6"	chrNC_000086.8	-	110359988	110360051	110372546	110372798	110355927	110355987	110396365	110396497	56	27,37,42,29	27,27,23,29	24,22,22,21	26,31,17,23	401	212	0.0926250438969378	0.541420087813887	0.346,0.42,0.491,0.346	0.328,0.273,0.406,0.326	0.068
58	"gene-Atrx"	"Atrx"	chrNC_000086.8	-	104881844	104882020	104883446	104883584	104879915	104880033	104889102	104889280	58	268,272,236,259	277,331,280,314	226,215,190,231	302,214,273,269	287	325	0.502801335907081	0.854329828371571	0.523,0.482,0.488,0.483	0.459,0.532,0.441,0.493	0.013
59	"gene-Gm50594"	"Gm50594"	chrNC_000086.8	-	104340509	104340563	104365152	104365244	104330558	104331353	104373746	104383104	59	0,6,1,0	1,3,1,0	1,0,2,0	3,4,2,0	241	203	0.121592351003101	0.57106441915866	0.0,0.628,0.457,NA	0.219,0.0,0.457,NA	0.136
60	"gene-Zdhhc15"	"Zdhhc15"	chrNC_000086.8	-	103617774	103617844	103631906	103632027	103616110	103616143	103641697	103641792	60	7,5,5,8	4,2,11,4	6,4,2,7	4,2,1,1	270	219	0.232971252035486	0.691344893580493	0.587,0.67,0.269,0.619	0.549,0.619,0.619,0.85	-0.123
61	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103020915	103020988	103022109	103022201	103010096	103010286	103022878	103022940	61	1,3,0,2	0,0,1,0	2,3,1,1	1,2,0,0	241	222	0.352282156719396	0.771854117923887	1.0,1.0,0.0,1.0	0.648,0.58,1.0,1.0	-0.057
62	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100704857	100704937	100706964	100707160	100699229	100699346	100707448	100707589	62	223,235,185,233	586,648,464,490	203,171,197,182	489,491,483,507	229	345	0.454259637533287	0.83077312138718	0.364,0.353,0.375,0.417	0.385,0.344,0.381,0.351	0.012
63	"gene-Med12"	"Med12"	chrNC_000086.8	+	100325343	100325488	100325655	100325706	100324968	100325139	100326006	100326125	63	63,57,44,36	14,12,8,18	56,56,45,48	15,29,24,14	294	200	0.0998668088462629	0.550980556601711	0.754,0.764,0.789,0.576	0.717,0.568,0.561,0.7	0.084
64	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99851658	99851758	99853467	99853513	99850785	99850861	99855107	99855149	64	9,5,8,9	65,66,95,78	6,22,12,14	90,62,67,96	249	195	0.205345902001098	0.663600424281418	0.098,0.056,0.062,0.083	0.05,0.217,0.123,0.103	-0.049
65	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99851658	99851758	99853467	99853513	99850785	99850861	99856331	99856382	65	7,2,4,7	57,78,82,66	3,11,8,8	82,56,66,80	249	195	0.308546955709621	0.747637252079156	0.088,0.02,0.037,0.077	0.028,0.133,0.087,0.073	-0.025
66	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99851658	99851758	99855107	99855149	99850785	99850861	99856331	99856382	66	7,2,4,7	15,19,17,15	3,11,8,8	16,11,23,28	249	191	0.522458631813694	0.863034686731275	0.264,0.075,0.153,0.264	0.126,0.434,0.211,0.18	-0.049
67	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99853467	99853513	99855107	99855149	99850785	99850861	99856331	99856382	67	57,78,82,66	15,19,17,15	82,56,66,80	16,11,23,28	195	191	0.382004928917041	0.7873109271407	0.788,0.801,0.825,0.812	0.834,0.833,0.738,0.737	0.021
68	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99855107	99855149	99856331	99856382	99850785	99850861	99856942	99857044	68	0,1,0,0	49,31,60,40	0,0,0,0	52,59,50,48	191	200	0.322230956317641	0.754168471193885	0.0,0.033,0.0,0.0	0.0,0.0,0.0,0.0	0.008
69	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99855107	99855149	99856331	99856382	99851658	99851758	99856942	99857044	69	0,2,0,0	49,31,59,40	0,5,3,2	52,59,50,46	191	200	0.0470194088083992	0.463227800040129	0.0,0.063,0.0,0.0	0.0,0.082,0.059,0.044	-0.03
70	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99855107	99855149	99856331	99856382	99853467	99853513	99856942	99857044	70	10,10,27,14	77,88,107,73	22,13,11,15	101,91,93,86	191	200	0.818606370951269	0.977603441360932	0.12,0.106,0.209,0.167	0.186,0.13,0.11,0.154	0.006
71	"gene-Eif2s3x"	"Eif2s3x"	chrNC_000086.8	-	93239877	93240050	93240893	93241063	93232314	93234528	93243319	93243464	71	319,402,324,471	240,190,161,228	483,411,305,446	242,243,154,234	319	322	0.834234106675444	0.983846222007119	0.573,0.681,0.67,0.676	0.668,0.631,0.667,0.658	-0.006
72	"gene-Eif2s3x"	"Eif2s3x"	chrNC_000086.8	-	93240893	93241063	93243319	93243464	93239877	93240050	93244495	93244590	72	313,394,329,446	284,323,257,391	417,403,254,453	393,339,236,362	294	319	0.575460818899566	0.88494441619179	0.545,0.57,0.581,0.553	0.535,0.563,0.539,0.576	0.009
73	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76808178	76808256	76808954	76809012	76807711	76807860	76816721	76816841	73	6,6,6,3	48,58,54,48	2,5,2,0	59,55,61,55	207	227	0.0336259502527125	0.413786365879206	0.121,0.102,0.109,0.064	0.036,0.091,0.035,0.0	0.058
74	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76808954	76809012	76816721	76816841	76808178	76808256	76825643	76825907	74	60,64,49,70	30,24,24,35	55,64,68,54	31,25,45,39	269	207	0.173205991213824	0.628623887298034	0.606,0.672,0.611,0.606	0.577,0.663,0.538,0.516	0.05
75	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76814852	76814948	76816721	76816841	76808954	76809012	76825643	76825907	75	69,75,58,78	59,54,44,35	61,76,72,59	40,44,51,36	269	245	0.679602259599352	0.931293803316396	0.516,0.558,0.546,0.67	0.581,0.611,0.563,0.599	-0.016
76	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76814852	76814948	76816721	76816841	76808954	76809012	76829733	76829902	76	9,9,9,7	59,54,44,35	8,11,6,8	38,44,51,34	269	245	0.64125386970499	0.919144192087377	0.122,0.132,0.157,0.154	0.161,0.185,0.097,0.176	-0.013
77	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76814852	76814948	76825643	76825907	76808954	76809012	76829733	76829902	77	109,125,119,139	59,54,44,35	137,128,115,137	38,44,51,34	413	245	0.28318910378175	0.732874680605418	0.523,0.579,0.616,0.702	0.681,0.633,0.572,0.705	-0.043
78	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76816721	76816841	76825643	76825907	76808954	76809012	76829733	76829902	78	109,125,119,139	9,9,9,7	137,128,115,137	8,11,6,8	413	269	0.731595941323169	0.948392461416882	0.887,0.9,0.896,0.928	0.918,0.883,0.926,0.918	-0.009
79	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76816721	76816841	76825643	76825907	76814852	76814948	76829733	76829902	79	109,122,118,136	75,49,46,43	138,127,111,135	43,30,78,69	413	269	0.817076346155038	0.976452975756234	0.486,0.619,0.626,0.673	0.676,0.734,0.481,0.56	-0.012
80	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76825643	76825907	76829733	76829902	76814852	76814948	76839153	76839545	80	84,91,66,69	53,53,45,57	98,77,71,74	55,58,52,61	318	413	0.676608085600267	0.929734899571734	0.673,0.69,0.656,0.611	0.698,0.633,0.639,0.612	0.012
81	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76825643	76825907	76829733	76829902	76816721	76816841	76839153	76839545	81	87,90,67,69	129,132,106,142	100,77,73,74	122,148,133,117	318	413	0.922906268380134	0.999202115572178	0.467,0.47,0.451,0.387	0.516,0.403,0.416,0.451	-0.003
82	"gene-Gm44504"	"Gm44504"	chrNC_000086.8	-	73411306	73411515	73411758	73411864	73411052	73411192	73412021	73412364	82	51,68,71,74	146,135,162,164	72,48,78,80	196,183,181,198	255	358	0.128958154317447	0.582610844490492	0.329,0.414,0.381,0.388	0.34,0.269,0.377,0.362	0.041
83	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73066078	73066270	73066454	73066558	73065790	73065855	73066671	73066803	83	23,23,16,19	39,59,38,35	23,22,23,32	40,42,65,60	253	341	0.917139768221547	0.999202115572178	0.443,0.344,0.362,0.423	0.437,0.414,0.323,0.418	-0.005
84	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973610	72973686	72973792	72973868	72973286	72973459	72974013	72974123	84	0,2,1,2	3,1,1,1	2,2,5,3	2,5,4,5	225	225	0.999202115572178	0.999202115572178	0.0,0.667,0.5,0.667	0.5,0.286,0.556,0.375	0.029
85	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973610	72973717	72973792	72973868	72973286	72973459	72974013	72974123	85	0,2,1,2	3,1,1,1	2,2,5,3	2,5,4,5	225	256	0.999202115572178	0.999202115572178	0.0,0.695,0.532,0.695	0.532,0.313,0.587,0.406	0.021
86	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72841799	72841898	72839981	72840083	72842363	72842454	86	101,104,109,116	131,138,141,162	125,87,98,112	139,124,149,159	248	212	0.803517037035195	0.97168295563741	0.397,0.392,0.398,0.38	0.435,0.375,0.36,0.376	0.005
87	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72841799	72841898	72839981	72840083	72843439	72843693	87	4,7,6,7	130,138,137,158	5,2,7,4	133,120,146,158	248	212	0.294108342019525	0.738260929602762	0.026,0.042,0.036,0.036	0.031,0.014,0.039,0.021	0.009
88	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72842363	72842454	72839981	72840083	72843439	72843693	88	51,47,52,58	130,138,137,158	53,58,56,58	133,120,146,158	240	212	0.317860911975479	0.751700265826484	0.257,0.231,0.251,0.245	0.26,0.299,0.253,0.245	-0.018
89	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72841799	72841898	72842363	72842454	72839981	72840083	72843439	72843693	89	51,47,52,58	4,7,6,7	53,58,56,58	5,2,7,4	240	248	0.178455086494389	0.634822926044055	0.929,0.874,0.9,0.895	0.916,0.968,0.892,0.937	-0.029
