ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
31	"gene-Maged2"	"Maged2"	chrNC_000086.8	-	149589705	149590177	149589705	149589843	149589909	149590177	31	239,310,354,324	2,4,5,2	358,277,317,317	3,1,0,4	215	149	0.168947260111925	0.57830357984522	0.988,0.982,0.98,0.991	0.988,0.995,1.0,0.982	-0.006
34	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893895	135894819	135893895	135894101	135894679	135894819	34	564,730,486,471	1,1,0,0	553,447,560,536	1,0,0,3	727	149	0.683080587477254	0.935269264027536	0.991,0.993,1.0,1.0	0.991,1.0,1.0,0.973	0.005
35	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893895	135894819	135893895	135894153	135894679	135894819	35	474,633,398,413	1,0,0,0	487,381,469,476	0,0,0,0	675	149	0.318122720752233	0.713832975279181	0.991,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.002
36	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708202	133708474	133708202	133708262	133708351	133708474	36	57,71,37,50	0,2,1,1	58,43,47,49	1,1,2,3	238	149	0.307033342911372	0.710894708769862	1.0,0.957,0.959,0.969	0.973,0.964,0.936,0.911	0.025
37	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708202	133708474	133708202	133708262	133708369	133708474	37	60,76,40,55	107,100,102,128	61,44,53,49	104,92,123,93	256	149	0.802277999162747	0.987025577759927	0.246,0.307,0.186,0.2	0.255,0.218,0.201,0.235	0.007
38	"gene-Armcx6"	"Armcx6"	chrNC_000086.8	-	133651689	133652116	133651689	133651782	133652078	133652116	38	33,28,29,22	27,39,50,39	20,24,43,25	36,34,38,25	445	149	0.45783402316335	0.78537076867566	0.29,0.194,0.163,0.159	0.157,0.191,0.275,0.251	-0.017
39	"gene-Drp2"	"Drp2"	chrNC_000086.8	+	133341083	133342135	133341083	133341169	133341977	133342135	39	213,217,163,157	44,46,50,47	155,205,183,215	47,47,37,69	957	149	0.705018808263456	0.94929693297983	0.43,0.423,0.337,0.342	0.339,0.404,0.435,0.327	0.007
40	"gene-Cenpi"	"Cenpi"	chrNC_000086.8	+	133209314	133209596	133209314	133209382	133209475	133209596	40	2,3,5,1	9,3,0,5	0,1,0,6	2,4,0,0	242	149	0.840204767260678	0.999202115572178	0.12,0.381,1.0,0.11	0.0,0.133,NA,1.0	0.025
42	"gene-Nexmif"	"Nexmif"	chrNC_000086.8	-	103120366	103126889	103120366	103124708	103126759	103126889	42	1169,1048,1007,1121	7,3,4,12	924,746,743,897	0,3,4,4	2200	149	0.120840714293849	0.520421804002304	0.919,0.959,0.945,0.864	1.0,0.944,0.926,0.938	-0.03
43	"gene-Xist"	"Xist"	chrNC_000086.8	-	102503978	102511642	102503978	102504316	102509984	102511642	43	97,107,75,22687	0,0,0,63	32935,31161,96,34463	97,104,1,127	5817	149	0.386043944032913	0.741488690827132	1.0,1.0,1.0,0.902	0.897,0.885,0.711,0.874	0.134
48	"gene-Taf1"	"Taf1"	chrNC_000086.8	+	100642914	100644635	100642914	100642979	100644098	100644635	48	866,897,767,793	12,7,3,8	960,790,915,966	14,7,7,6	1268	149	0.882748448607339	0.999202115572178	0.895,0.938,0.968,0.921	0.89,0.93,0.939,0.95	0.003
49	"gene-Itgb1bp2"	"Itgb1bp2"	chrNC_000086.8	+	100506745	100507685	100506745	100506900	100507485	100507685	49	2,3,2,5	0,0,0,2	6,2,1,1	0,0,0,0	734	149	0.238005128439659	0.662884954829996	1.0,1.0,1.0,0.337	1.0,1.0,1.0,1.0	-0.166
51	"gene-Itgb1bp2"	"Itgb1bp2"	chrNC_000086.8	+	100506745	100520391	100506745	100507685	100508257	100520391	51	0,1,3,10	0,1,0,0	2,3,4,3	0,0,2,0	721	149	0.601268188364315	0.877763778634036	NA,0.171,1.0,1.0	1.0,1.0,0.292,1.0	-0.099
52	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100456717	100457267	100456717	100456883	100457094	100457267	52	131,149,98,92	85,83,95,80	136,124,104,102	104,91,72,80	360	149	0.946537845863937	0.999202115572178	0.389,0.426,0.299,0.322	0.351,0.361,0.374,0.345	0.001
53	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100458353	100459012	100458353	100458504	100458793	100459012	53	188,209,179,160	69,93,119,79	195,142,156,201	98,77,92,77	438	149	0.807890326745311	0.987365931971537	0.481,0.433,0.338,0.408	0.404,0.386,0.366,0.47	0.008
54	"gene-Pja1"	"Pja1"	chrNC_000086.8	-	98509343	98511914	98509343	98511188	98511728	98511914	54	1506,1518,1755,1751	127,100,161,121	1505,1384,1339,1387	107,102,94,124	689	149	0.794517900544694	0.983053522547567	0.719,0.767,0.702,0.758	0.753,0.746,0.755,0.708	-0.004
55	"gene-Pja1"	"Pja1"	chrNC_000086.8	-	98509343	98511920	98509343	98511179	98511728	98511920	55	1515,1525,1767,1753	7,13,13,18	1507,1387,1347,1389	12,10,9,8	698	149	0.598521939179783	0.877583571929854	0.979,0.962,0.967,0.954	0.964,0.967,0.97,0.974	-0.003
56	"gene-Maged1"	"Maged1"	chrNC_000086.8	-	93581281	93581671	93581281	93581361	93581579	93581671	56	484,558,441,454	1273,1170,1344,1331	598,493,524,553	1370,1205,1385,1387	367	149	0.344337743555309	0.723163578744042	0.134,0.162,0.118,0.122	0.151,0.142,0.133,0.139	-0.007
57	"gene-Klhl15"	"Klhl15"	chrNC_000086.8	+	93278300	93279026	93278300	93278731	93278826	93279026	57	10,4,7,1	1,1,0,4	3,1,0,1	0,1,2,0	244	149	0.908705277789291	0.999202115572178	0.859,0.71,1.0,0.132	1.0,0.379,0.0,1.0	0.081
58	"gene-Klhl15"	"Klhl15"	chrNC_000086.8	+	93296020	93299574	93296020	93296732	93297545	93299574	58	2,10,0,2	1,0,1,0	1,13,2,11	0,0,0,0	962	149	0.140220460713385	0.538569670778432	0.237,1.0,0.0,1.0	1.0,1.0,1.0,1.0	-0.441
60	"gene-Arx"	"Arx"	chrNC_000086.8	+	92330112	92330529	92330112	92330165	92330283	92330529	60	119,135,176,159	10,8,12,6	174,153,159,171	6,10,12,13	267	149	0.88504986774557	0.999202115572178	0.869,0.904,0.891,0.937	0.942,0.895,0.881,0.88	0.001
62	"gene-Fam3a"	"Fam3a"	chrNC_000086.8	-	73436280	73436856	73436280	73436353	73436704	73436856	62	137,138,116,130	1,2,0,2	141,155,149,142	2,0,3,1	500	149	0.726497344296381	0.958650430403438	0.976,0.954,1.0,0.951	0.955,1.0,0.937,0.977	0.003
63	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73057519	73059107	73057519	73057731	73059011	73059107	63	455,341,349,380	0,0,0,0	537,448,680,504	1,1,0,0	1429	149	0.00564905075781075	0.230113684940795	1.0,1.0,1.0,1.0	0.982,0.979,1.0,1.0	0.01
64	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72700836	72701119	72700836	72700949	72701043	72701119	64	134,178,111,137	86,100,91,109	138,143,190,151	100,104,124,112	243	149	0.814819306118272	0.990863955887142	0.489,0.522,0.428,0.435	0.458,0.457,0.484,0.453	0.006
67	"gene-Gabrq"	"Gabrq"	chrNC_000086.8	+	71868768	71869210	71868768	71868929	71869028	71869210	67	1,5,1,1	1,0,0,0	0,0,0,0	0,2,0,0	248	149	0.054320497883128	0.448213649642782	0.375,1.0,1.0,1.0	NA,0.0,NA,NA	0.844
69	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70601658	70602178	70601658	70601813	70602038	70602178	69	40,19,7,26	626,538,615,577	10,19,19,28	604,557,546,717	374	149	0.676668366624114	0.931042470047922	0.025,0.014,0.005,0.018	0.007,0.013,0.014,0.015	0.003
72	"gene-Slc7a6"	"Slc7a6"	chrNC_000074.7	+	106905733	106906292	106905733	106905919	106906118	106906292	72	176,122,132,139	1,2,1,0	130,119,102,159	0,0,2,1	348	149	0.784725746899528	0.978090578540147	0.987,0.963,0.983,1.0	1.0,1.0,0.956,0.986	-0.002
73	"gene-Slc7a6"	"Slc7a6"	chrNC_000074.7	+	106918970	106919906	106918970	106919066	106919782	106919906	73	191,210,121,190	8,2,7,10	193,191,192,174	3,8,3,1	865	149	0.0825786217926434	0.484738241130821	0.804,0.948,0.749,0.766	0.917,0.804,0.917,0.968	-0.085
74	"gene-Slc7a6"	"Slc7a6"	chrNC_000074.7	+	106918970	106919906	106918970	106919115	106919782	106919906	74	159,172,107,168	37,40,35,34	154,174,163,154	36,33,30,51	816	149	0.741109843120877	0.960035130953629	0.44,0.44,0.358,0.474	0.439,0.491,0.498,0.355	-0.018
75	"gene-Dus2"	"Dus2"	chrNC_000074.7	+	106756983	106758431	106756983	106757075	106758329	106758431	75	51,93,32,61	21,27,15,23	52,33,26,47	19,12,21,26	1403	149	0.151833263474374	0.552998031647765	0.205,0.268,0.185,0.22	0.225,0.226,0.116,0.161	0.037
77	"gene-9130024F11Rik"	"9130024F11Rik"	chrNC_000067.7	+	57010627	57014355	57010627	57010930	57013416	57014355	77	1081,945,1025,1170	129,142,137,130	1254,1119,1188,1291	92,91,103,124	2635	149	0.000685331300584235	0.119932977602241	0.322,0.273,0.297,0.337	0.435,0.41,0.395,0.371	-0.096
80	"gene-Tk2"	"Tk2"	chrNC_000074.7	-	104953325	104954983	104953325	104954745	104954835	104954983	80	105,99,122,123	4,5,5,5	109,133,145,116	2,4,5,4	239	149	0.197391785856791	0.612966882181215	0.942,0.925,0.938,0.939	0.971,0.954,0.948,0.948	-0.019
81	"gene-Mcf2l"	"Mcf2l"	chrNC_000074.7	+	13068695	13070502	13068695	13068799	13068885	13070502	81	291,345,330,324	50,53,45,41	394,309,315,300	51,49,45,46	235	149	0.931470374477933	0.999202115572178	0.787,0.805,0.823,0.834	0.83,0.8,0.816,0.805	-0.0
82	"gene-Mcf2l"	"Mcf2l"	chrNC_000074.7	+	13068695	13070502	13068695	13068799	13068938	13070502	82	390,463,472,470	115,163,150,185	556,459,446,423	167,124,179,175	288	149	0.984787688219101	0.999202115572178	0.637,0.595,0.619,0.568	0.633,0.657,0.563,0.556	0.003
83	"gene-Cdh8"	"Cdh8"	chrNC_000074.7	-	99752587	99757690	99752587	99756543	99757470	99757690	83	270,307,323,315	6,8,2,15	252,291,317,299	2,7,7,4	1076	149	0.428690180217193	0.767476025964284	0.862,0.842,0.957,0.744	0.946,0.852,0.862,0.912	-0.042
84	"gene-Cdh8"	"Cdh8"	chrNC_000074.7	-	99755400	99757690	99755400	99756543	99757507	99757690	84	281,312,334,323	15,19,10,22	261,293,321,307	13,7,13,9	1113	149	0.0546394960034308	0.448213649642782	0.715,0.687,0.817,0.663	0.729,0.849,0.768,0.82	-0.071
85	"gene-Pip5k1c"	"Pip5k1c"	chrNC_000076.7	+	81150825	81153237	81150825	81150952	81151712	81153237	85	486,494,324,327	62,89,81,77	501,406,367,487	65,109,78,99	909	149	0.758066812884831	0.969660610359765	0.562,0.476,0.396,0.41	0.558,0.379,0.435,0.446	0.007
86	"gene-Pip5k1c"	"Pip5k1c"	chrNC_000076.7	+	81150825	81153237	81150825	81150952	81153159	81153237	86	1202,1328,868,831	184,176,196,199	1298,1044,1165,1321	212,209,170,173	2356	149	0.247832187816367	0.672412912680065	0.292,0.323,0.219,0.209	0.279,0.24,0.302,0.326	-0.026
87	"gene-Pip5k1c"	"Pip5k1c"	chrNC_000076.7	+	81151712	81153237	81151712	81151790	81153159	81153237	87	769,893,580,537	69,77,73,97	829,681,832,882	68,83,65,103	1518	149	0.353141001961665	0.723442051616452	0.522,0.532,0.438,0.352	0.545,0.446,0.557,0.457	-0.04
89	"gene-Zmat4"	"Zmat4"	chrNC_000074.7	+	24184381	24191124	24184381	24189059	24190265	24191124	89	0,6,3,4	0,0,2,0	0,3,3,0	0,0,0,0	1355	149	0.244210126027294	0.669164225727922	NA,1.0,0.142,1.0	NA,1.0,1.0,NA	-0.286
90	"gene-Gm26843"	"Gm26843"	chrNC_000074.7	-	94426937	94431950	94426937	94429978	94430128	94431950	90	1,2,0,0	0,3,1,2	1,1,0,0	0,0,0,1	299	149	0.338913345895617	0.723163578744042	1.0,0.249,0.0,0.0	1.0,1.0,NA,0.0	-0.354
91	"gene-Srgap1"	"Srgap1"	chrNC_000076.7	-	121664633	121665234	121664633	121664667	121665131	121665234	91	56,47,36,44	0,1,0,0	37,46,44,47	0,0,0,0	613	149	0.313547753808063	0.712016026134033	1.0,0.92,1.0,1.0	1.0,1.0,1.0,1.0	-0.02
96	"gene-Snapc4"	"Snapc4"	chrNC_000068.8	-	26263330	26264197	26263330	26263478	26264032	26264197	96	161,210,82,98	7,21,25,21	156,96,165,116	26,12,18,35	703	149	0.591177713201631	0.873969164184038	0.83,0.679,0.41,0.497	0.56,0.629,0.66,0.413	0.038
97	"gene-Snapc4"	"Snapc4"	chrNC_000068.8	-	26266880	26268079	26266880	26267048	26268032	26268079	97	106,104,66,79	32,28,23,28	82,59,64,95	27,22,33,23	1133	149	0.514388646831475	0.826327143504378	0.303,0.328,0.274,0.271	0.285,0.261,0.203,0.352	0.019
98	"gene-Lyl1"	"Lyl1"	chrNC_000074.7	+	85429268	85429624	85429268	85429319	85429419	85429624	98	7,2,1,10	1,0,0,0	9,2,5,4	0,0,0,0	249	149	0.303551043643141	0.710894708769862	0.807,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.048
99	"gene-Gm16183"	"Gm16183"	chrNC_000074.7	-	85333760	85339085	85333760	85338453	85338700	85339085	99	4,2,1,0	1,0,0,1	3,3,1,8	1,0,1,0	396	149	0.466300848049667	0.789862295546926	0.601,1.0,1.0,0.0	0.53,1.0,0.273,1.0	-0.05
103	"gene-Gm32756"	"Gm32756"	chrNC_000070.7	+	125355986	125361337	125355986	125356057	125357057	125361337	103	0,0,0,0	0,0,1,0	0,0,3,0	0,2,0,0	1149	149	0.0582991755496538	0.454176712889945	NA,NA,0.0,NA	NA,0.0,1.0,NA	-0.5
106	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73127666	73132999	73127666	73127790	73132834	73132999	106	1343,1377,914,948	67,82,69,72	1224,1269,1196,1323	92,98,75,89	5193	149	0.213676124536109	0.634900749900045	0.365,0.325,0.275,0.274	0.276,0.271,0.314,0.299	0.02
107	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73127666	73132999	73127666	73130510	73132834	73132999	107	573,555,356,398	0,2,0,0	481,471,501,525	0,1,0,0	2473	149	0.675979899162412	0.930740135680903	1.0,0.944,1.0,1.0	1.0,0.966,1.0,1.0	-0.006
108	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73127666	73132999	73127666	73127790	73132927	73132999	108	1415,1459,980,1008	6,5,3,6	1310,1342,1262,1421	10,2,6,12	5286	149	0.491128501997036	0.811941537516528	0.869,0.892,0.902,0.826	0.787,0.95,0.856,0.769	0.032
109	"gene-Fcho1"	"Fcho1"	chrNC_000074.7	-	72161569	72162029	72161569	72161734	72161973	72162029	109	231,299,189,185	113,96,119,99	275,241,262,203	127,91,109,134	388	149	0.851159761008039	0.999202115572178	0.44,0.545,0.379,0.418	0.454,0.504,0.48,0.368	-0.006
110	"gene-Niban3"	"Niban3"	chrNC_000074.7	+	72057551	72058362	72057551	72057679	72058250	72058362	110	22,45,31,20	7,9,8,15	41,44,34,30	4,9,7,7	720	149	0.083895357835355	0.48768660977246	0.394,0.509,0.445,0.216	0.68,0.503,0.501,0.47	-0.147
113	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71811968	71813357	71811968	71812096	71812201	71813357	113	77,89,64,66	75,63,61,43	72,69,89,76	88,56,70,64	254	149	0.381414584802912	0.739428221251747	0.376,0.453,0.381,0.474	0.324,0.42,0.427,0.411	0.025
114	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71811968	71813357	71811968	71812096	71812307	71813357	114	155,161,132,122	19,18,18,37	164,162,164,158	40,29,35,40	360	149	0.144269762019595	0.543235758153111	0.772,0.787,0.752,0.577	0.629,0.698,0.66,0.62	0.07
116	"gene-Potefam3d"	"Potefam3d"	chrNC_000074.7	-	69927351	69935366	69927351	69927946	69935323	69935366	116	17,13,2,23	0,0,0,0	20,8,15,15	0,0,1,0	7526	149	0.119678782263499	0.519682906096805	1.0,1.0,1.0,1.0	1.0,1.0,0.229,1.0	0.193
118	"gene-Ints10"	"Ints10"	chrNC_000074.7	+	69276819	69277781	69276819	69276919	69277703	69277781	118	456,439,304,350	16,13,19,28	410,382,383,378	16,15,19,17	933	149	0.681087846413012	0.933915018964377	0.82,0.844,0.719,0.666	0.804,0.803,0.763,0.78	-0.025
120	"gene-Gm31726"	"Gm31726"	chrNC_000074.7	-	9199763	9202720	9199763	9201203	9202049	9202720	120	0,2,0,0	0,0,0,1	0,0,0,1	0,0,0,0	995	149	0.0640450692431013	0.455045069615841	NA,1.0,NA,0.0	NA,NA,NA,1.0	-0.5
121	"gene-Hltf"	"Hltf"	chrNC_000069.7	+	20170735	20172649	20170735	20170907	20171941	20172649	121	303,288,263,265	21,15,15,12	321,357,305,320	19,16,20,14	1183	149	0.737648649678331	0.960035130953629	0.645,0.707,0.688,0.736	0.68,0.738,0.658,0.742	-0.011
122	"gene-Ammecr1l"	"Ammecr1l"	chrNC_000084.7	+	31909842	31912006	31909842	31909913	31911909	31912006	122	215,199,189,171	1,0,1,2	226,219,226,233	4,4,2,2	2145	149	0.0352030139240458	0.379109380720493	0.937,1.0,0.929,0.856	0.797,0.792,0.887,0.89	0.089
128	"gene-Adam9"	"Adam9"	chrNC_000074.7	-	25452875	25453104	25452875	25452892	25452946	25453104	128	34,42,43,24	1,8,5,4	31,43,32,57	9,5,0,10	203	149	0.999202115572178	0.999202115572178	0.961,0.794,0.863,0.815	0.717,0.863,1.0,0.807	0.011
129	"gene-Primpol"	"Primpol"	chrNC_000074.7	-	47028613	47032201	47028613	47029756	47031053	47032201	129	56,23,36,29	12,6,17,9	39,32,10,32	4,6,17,11	1446	149	0.886974663874294	0.999202115572178	0.325,0.283,0.179,0.249	0.501,0.355,0.057,0.231	-0.027
130	"gene-Ssr2"	"Ssr2"	chrNC_000069.7	+	88486914	88487341	88486914	88486993	88487186	88487341	130	24,30,46,45	143,141,126,120	25,23,42,32	129,121,130,140	342	149	0.326992438889147	0.720928211724103	0.068,0.085,0.137,0.14	0.078,0.076,0.123,0.091	0.016
131	"gene-B3gnt9"	"B3gnt9"	chrNC_000074.7	-	105979269	105981785	105979269	105981474	105981662	105981785	131	2,3,9,5	0,0,0,0	4,1,4,1	1,0,0,2	337	149	0.0268293190374108	0.332398642941373	1.0,1.0,1.0,1.0	0.639,1.0,1.0,0.181	0.295
134	"gene-Vps37a"	"Vps37a"	chrNC_000074.7	+	40994065	40996994	40994065	40994134	40996850	40996994	134	320,348,255,323	36,28,33,21	329,227,233,245	25,33,34,34	2865	149	0.1767016080368	0.585886938259993	0.316,0.393,0.287,0.444	0.406,0.263,0.263,0.273	0.059
135	"gene-Vps37a"	"Vps37a"	chrNC_000074.7	+	40994065	40996994	40994065	40996212	40996850	40996994	135	111,128,94,91	3,0,0,0	105,100,75,84	0,0,0,0	787	149	0.393443143404079	0.747070572072263	0.875,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.031
136	"gene-Usp40"	"Usp40"	chrNC_000067.7	-	87872862	87876318	87872862	87874429	87876223	87876318	136	226,240,123,150	22,15,36,27	205,193,191,181	26,27,33,36	1943	149	0.586840779865759	0.871234368979614	0.441,0.551,0.208,0.299	0.377,0.354,0.307,0.278	0.046
137	"gene-Usp40"	"Usp40"	chrNC_000067.7	-	87880061	87881773	87880061	87880180	87881733	87881773	137	146,203,102,135	9,10,7,12	148,129,112,127	6,7,8,5	1702	149	0.267212467397298	0.689580561025284	0.587,0.64,0.561,0.496	0.683,0.617,0.551,0.69	-0.064
138	"gene-Pcif1"	"Pcif1"	chrNC_000068.8	+	164724694	164726139	164724694	164724864	164725996	164726139	138	96,88,76,83	77,72,82,71	80,70,83,67	80,113,83,89	1281	149	0.0342939368880265	0.37508993471279	0.127,0.124,0.097,0.12	0.104,0.067,0.104,0.081	0.028
139	"gene-Osbpl1a"	"Osbpl1a"	chrNC_000084.7	-	12888368	12889364	12888368	12889152	12889244	12889364	139	128,125,133,131	7,10,7,7	149,116,185,146	12,8,13,11	241	149	0.273103031696014	0.692652616620327	0.919,0.885,0.922,0.92	0.885,0.9,0.898,0.891	0.018
142	"gene-Zfp612"	"Zfp612"	chrNC_000074.7	+	110809309	110810105	110809309	110809374	110810072	110810105	142	45,92,55,62	1,2,1,1	51,48,50,58	1,0,1,0	847	149	0.278229211950765	0.697196723957234	0.888,0.89,0.906,0.916	0.9,1.0,0.898,1.0	-0.049
143	"gene-LTO1"	"LTO1"	chrNC_000073.7	+	144472960	144474871	144472960	144473078	144473346	144474871	143	38,50,35,34	36,41,25,32	36,34,38,34	39,29,32,36	417	149	0.458139876105139	0.78537076867566	0.274,0.303,0.333,0.275	0.248,0.295,0.298,0.252	0.023
146	"gene-Letm2"	"Letm2"	chrNC_000074.7	-	26068493	26069810	26068493	26068820	26069735	26069810	146	86,115,61,61	12,2,8,17	80,80,87,89	3,9,16,10	1064	149	0.999202115572178	0.999202115572178	0.501,0.89,0.516,0.334	0.789,0.555,0.432,0.555	-0.022
147	"gene-Golga7"	"Golga7"	chrNC_000074.7	-	23746689	23747096	23746689	23746822	23747035	23747096	147	156,154,172,175	97,87,100,86	136,139,161,160	71,80,67,81	362	149	0.185939144435589	0.595005262193886	0.398,0.421,0.415,0.456	0.441,0.417,0.497,0.448	-0.028
148	"gene-Atp7b"	"Atp7b"	chrNC_000074.7	-	22482800	22484940	22482800	22483421	22484552	22484940	148	55,90,68,59	3,0,0,1	54,87,76,89	1,1,0,0	1280	149	0.645494017903541	0.914553777682004	0.681,1.0,1.0,0.873	0.863,0.91,1.0,1.0	-0.055
149	"gene-Ankle1"	"Ankle1"	chrNC_000074.7	+	71859322	71859617	71859322	71859428	71859505	71859617	149	8,7,7,5	3,11,4,8	11,28,17,19	4,3,2,5	226	149	0.00219034151714959	0.186146902881812	0.637,0.296,0.536,0.292	0.645,0.86,0.849,0.715	-0.327
151	"gene-Zfp446"	"Zfp446"	chrNC_000073.7	+	12715772	12718310	12715772	12715854	12716045	12718310	151	26,11,13,6	15,10,17,17	6,13,12,13	13,15,15,9	340	149	0.808582172146691	0.987365931971537	0.432,0.325,0.251,0.134	0.168,0.275,0.26,0.388	0.013
