ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
40	"gene-Iqsec2"	"Iqsec2"	chrNC_000086.8	+	150999336	150999462	150999336	150999435	151001872	151001972	40	25,36,48,20	0,0,1,0	20,31,42,36	0,0,0,2	176	149	0.999202115572178	0.999202115572178	1.0,1.0,0.976,1.0	1.0,1.0,1.0,0.938	0.01
41	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952708	149953823	149953876	41	0,3,2,8	0,0,0,1	2,0,1,0	0,0,0,0	298	149	0.997449502360972	0.999202115572178	NA,1.0,1.0,0.8	1.0,NA,1.0,NA	-0.067
42	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952708	149954641	149954762	42	0,2,2,10	0,0,4,0	2,0,1,0	0,1,1,2	298	149	0.0308015148255034	0.378519479580646	NA,1.0,0.2,1.0	1.0,0.0,0.333,0.0	0.4
43	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952716	149952479	149952708	149981017	149981669	43	2,7,1,7	14,10,11,11	0,2,0,1	5,6,1,6	157	149	0.163400383602471	0.580901733391031	0.119,0.399,0.079,0.377	0.0,0.24,0.0,0.137	0.149
44	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952708	149981017	149981669	44	6,3,2,18	14,10,11,11	6,8,8,0	5,6,1,6	298	149	0.64501902323141	0.939000529773165	0.176,0.13,0.083,0.45	0.375,0.4,0.8,0.0	-0.184
45	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952716	149981017	149981669	45	6,3,2,14	2,7,1,3	6,10,8,0	0,2,0,1	298	149	0.189185367545432	0.618071567268846	0.6,0.176,0.5,0.7	1.0,0.714,1.0,0.0	-0.184
46	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	150076805	150077037	150076805	150076896	150077417	150077548	46	22,47,44,44	27,26,20,21	31,27,19,34	19,19,5,13	290	149	0.305333202682526	0.721547684078682	0.295,0.482,0.531,0.518	0.456,0.422,0.661,0.573	-0.072
47	"gene-Tsr2"	"Tsr2"	chrNC_000086.8	-	149873591	149873777	149873600	149873777	149870089	149873410	47	21,22,11,12	80,65,74,67	22,15,14,12	58,41,92,77	158	149	0.65281149231304	0.943131864642108	0.198,0.242,0.123,0.144	0.263,0.257,0.125,0.128	-0.017
48	"gene-Maged2"	"Maged2"	chrNC_000086.8	-	149597197	149597341	149597224	149597341	149595666	149595733	48	1,1,2,4	108,123,117,103	1,5,3,0	90,67,81,80	176	149	0.73563408123414	0.982419832402575	0.008,0.007,0.014,0.032	0.009,0.059,0.03,0.0	-0.009
49	"gene-Apex2"	"Apex2"	chrNC_000086.8	-	149370888	149371175	149370918	149371175	149370038	149370122	49	0,4,2,2	11,10,15,18	6,1,2,1	13,22,20,16	179	149	0.825047341272929	0.999202115572178	0.0,0.25,0.1,0.085	0.278,0.036,0.077,0.049	-0.001
50	"gene-Vcf2"	"Vcf2"	chrNC_000086.8	-	149241957	149242146	149242067	149242146	149203337	149203437	50	38,29,51,36	14,15,11,18	45,50,25,42	11,15,17,12	259	149	0.661815037885086	0.948450193085594	0.61,0.527,0.727,0.535	0.702,0.657,0.458,0.668	-0.021
51	"gene-Htr2c"	"Htr2c"	chrNC_000086.8	+	145952565	145952766	145952565	145952671	145976764	145980273	51	13,7,16,4	0,0,2,0	5,10,4,2	1,2,0,0	244	149	0.180570903520286	0.602546758270901	1.0,1.0,0.83,1.0	0.753,0.753,1.0,1.0	0.081
54	"gene-Acsl4"	"Acsl4"	chrNC_000086.8	-	141143378	141143432	141143382	141143432	141134374	141134904	54	0,1,0,0	27,16,7,12	0,0,0,0	5,7,2,5	153	149	0.538852998349379	0.872040469340858	0.0,0.057,0.0,0.0	0.0,0.0,0.0,0.0	0.014
55	"gene-Col4a6"	"Col4a6"	chrNC_000086.8	-	139952388	139952746	139952554	139952746	139951589	139951876	55	0,0,1,0	1,1,2,3	0,0,2,3	1,0,1,2	298	149	0.0793552066879832	0.472592601139078	0.0,0.0,0.2,0.0	0.0,NA,0.5,0.429	-0.26
57	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893895	135894153	135893895	135894101	135894455	135894510	57	173,162,141,136	114,96,82,85	123,134,149,111	106,71,93,105	201	149	0.25311219417975	0.684609370504	0.529,0.556,0.56,0.543	0.462,0.583,0.543,0.439	0.04
58	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893925	135894281	135893925	135894101	135894455	135894510	58	155,157,131,88	114,96,82,85	113,105,129,109	106,71,93,105	298	149	0.156941469264623	0.573337277806343	0.405,0.45,0.444,0.341	0.348,0.425,0.41,0.342	0.029
59	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893895	135894153	135893895	135894101	135894679	135894819	59	91,97,88,58	1,1,0,0	66,66,91,60	1,0,0,3	201	149	0.89075975335037	0.999202115572178	0.985,0.986,1.0,1.0	0.98,1.0,1.0,0.937	0.014
61	"gene-Plp1"	"Plp1"	chrNC_000086.8	+	135732701	135732963	135732701	135732858	135734016	135734185	61	5,10,10,14	22,17,21,18	1,5,16,3	31,13,26,23	254	149	0.121214043849867	0.532560036102234	0.118,0.257,0.218,0.313	0.019,0.184,0.265,0.071	0.092
62	"gene-Tceal1"	"Tceal1"	chrNC_000086.8	+	135608730	135608841	135608730	135608837	135609531	135610622	62	5,7,2,0	69,52,63,48	1,4,2,3	40,37,46,56	153	149	0.999202115572178	0.999202115572178	0.066,0.116,0.03,0.0	0.024,0.095,0.041,0.05	0.0
63	"gene-Tceal3"	"Tceal3"	chrNC_000086.8	+	135493607	135493908	135493607	135493712	135494950	135494999	63	3,1,7,9	30,26,24,21	6,6,6,4	34,30,29,39	298	149	0.802227834272098	0.999202115572178	0.048,0.019,0.127,0.176	0.081,0.091,0.094,0.049	0.014
64	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134741141	134741257	134741141	134741218	134741367	134741439	64	8,10,19,14	108,103,97,116	11,9,22,10	116,100,96,63	188	149	0.462857886040637	0.824424322234132	0.055,0.071,0.134,0.087	0.07,0.067,0.154,0.112	-0.014
65	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134741367	134741443	134741367	134741439	134741601	134741673	65	1,1,2,0	143,165,101,134	0,0,1,0	131,121,122,93	153	149	0.229751068398019	0.668187032092612	0.007,0.006,0.019,0.0	0.0,0.0,0.008,0.0	0.006
68	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708202	133708474	133708369	133708474	133708010	133708076	68	199,197,174,179	8,11,18,11	146,140,194,166	17,11,7,13	298	149	0.580428694096643	0.899472280917977	0.926,0.9,0.829,0.891	0.811,0.864,0.933,0.865	0.018
69	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708351	133708474	133708369	133708474	133708202	133708262	69	3,7,5,6	107,100,102,128	4,2,8,3	104,92,123,93	167	149	0.649293538083082	0.940954134539601	0.024,0.059,0.042,0.04	0.033,0.019,0.055,0.028	0.007
70	"gene-Armcx6"	"Armcx6"	chrNC_000086.8	-	133651689	133652116	133652078	133652116	133649203	133650974	70	4,7,6,5	0,0,2,0	4,6,14,2	0,0,0,0	298	149	0.0696914600570689	0.454728768330875	1.0,1.0,0.6,1.0	1.0,1.0,1.0,1.0	-0.1
71	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587980	133587896	133587974	133588765	133588843	71	14,3,9,8	60,55,70,45	13,2,4,5	48,50,43,37	155	149	0.779188672577876	0.999202115572178	0.183,0.05,0.11,0.146	0.207,0.037,0.082,0.115	0.012
72	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133588765	133588855	133588765	133588843	133589198	133589281	72	69,77,89,73	14,10,15,18	82,56,47,62	12,13,8,17	161	149	0.660047802015169	0.94790130232956	0.82,0.877,0.846,0.79	0.863,0.799,0.845,0.771	0.014
74	"gene-Drp2"	"Drp2"	chrNC_000086.8	+	133340668	133340870	133340668	133340825	133341083	133341169	74	78,70,73,61	1,4,0,3	67,74,72,92	2,2,4,5	194	149	0.299452020795112	0.719455614407301	0.984,0.931,1.0,0.94	0.963,0.966,0.933,0.934	0.015
75	"gene-Trmt2b"	"Trmt2b"	chrNC_000086.8	-	133139180	133139335	133139215	133139335	133138891	133138991	75	0,1,0,0	5,4,9,3	1,0,0,0	15,4,7,4	184	149	0.873947324220095	0.999202115572178	0.0,0.168,0.0,0.0	0.051,0.0,0.0,0.0	0.029
77	"gene-Klhl4"	"Klhl4"	chrNC_000086.8	+	113452698	113452885	113452698	113452867	113459049	113459274	77	8,5,4,4	6,1,9,14	2,2,4,3	4,6,7,8	167	149	0.305297881411963	0.721547684078682	0.543,0.817,0.284,0.203	0.308,0.229,0.338,0.251	0.18
78	"gene-Chm"	"Chm"	chrNC_000086.8	-	111973130	111974640	111974543	111974640	111962758	111962857	78	1,0,2,4	27,32,35,37	0,0,3,3	28,28,27,24	298	149	0.999202115572178	0.999202115572178	0.018,0.0,0.028,0.051	0.0,0.0,0.053,0.059	-0.004
85	"gene-Gm33605"	"Gm33605"	chrNC_000086.8	-	104190848	104192187	104192108	104192187	104190547	104190667	85	2,7,0,4	0,1,0,0	2,3,6,5	0,0,0,0	298	149	0.320010159246941	0.72884439463134	1.0,0.778,NA,1.0	1.0,1.0,1.0,1.0	-0.074
86	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103023974	103024886	103024668	103024886	103022878	103022940	86	0,0,2,0	13,14,18,20	0,0,0,1	13,7,5,12	298	149	0.803855854990743	0.999202115572178	0.0,0.0,0.053,0.0	0.0,0.0,0.0,0.04	0.003
87	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103023974	103024886	103024678	103024886	103022878	103022940	87	5,1,3,0	17,28,30,21	1,0,0,1	18,27,5,12	298	149	0.382129583849859	0.762579458714568	0.128,0.018,0.048,0.0	0.027,0.0,0.0,0.04	0.032
88	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103024668	103024886	103024678	103024886	103022878	103022940	88	18,15,19,20	17,28,30,21	14,7,5,12	18,27,5,12	159	149	0.533383008554445	0.868537599216805	0.498,0.334,0.372,0.472	0.422,0.195,0.484,0.484	0.023
89	"gene-Ftx"	"Ftx"	chrNC_000086.8	-	102656628	102656801	102656649	102656801	102652909	102653022	89	10,9,2,10	1,1,5,0	9,9,9,10	0,1,2,1	170	149	0.999202115572178	0.999202115572178	0.898,0.887,0.26,1.0	1.0,0.887,0.798,0.898	-0.135
92	"gene-Rps4x"	"Rps4x"	chrNC_000086.8	-	101232508	101232929	101232903	101232929	101231899	101231977	92	3,2,8,4	586,648,781,647	9,3,2,2	726,577,702,694	298	149	0.702023069786505	0.968272010786765	0.003,0.002,0.005,0.003	0.006,0.003,0.001,0.001	0.0
93	"gene-Pin4"	"Pin4"	chrNC_000086.8	+	101163074	101163336	101163074	101163170	101165273	101165347	93	0,3,0,0	69,55,96,95	1,0,1,1	63,77,74,84	298	149	0.458709808380757	0.820583163998553	0.0,0.027,0.0,0.0	0.008,0.0,0.007,0.006	0.002
98	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100453217	100453386	100453238	100453386	100452759	100452911	98	151,217,188,158	18,22,12,13	187,171,152,184	16,16,16,15	170	149	0.999202115572178	0.999202115572178	0.88,0.896,0.932,0.914	0.911,0.904,0.893,0.915	-0.0
99	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100461878	100462558	100462400	100462558	100460892	100460936	99	255,226,256,264	4,8,11,12	216,203,213,159	6,12,7,12	298	149	0.228496793527972	0.667050288474641	0.97,0.934,0.921,0.917	0.947,0.894,0.938,0.869	0.024
100	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100463751	100463828	100463764	100463828	100461878	100462558	100	11,2,15,5	22,10,10,14	8,4,8,4	10,4,8,10	162	149	0.475309181336979	0.83156896024563	0.315,0.155,0.58,0.247	0.424,0.479,0.479,0.269	-0.089
103	"gene-Psmd10"	"Psmd10"	chrNC_000086.8	-	139852895	139853062	139852974	139853062	139849173	139850058	103	57,66,81,66	11,19,8,10	63,86,67,61	5,15,10,13	228	149	0.68293676375419	0.956750324975	0.772,0.694,0.869,0.812	0.892,0.789,0.814,0.754	-0.025
104	"gene-Pdzd11"	"Pdzd11"	chrNC_000086.8	-	99669421	99669547	99669491	99669547	99668893	99668993	104	34,43,37,36	29,23,45,36	30,24,38,34	34,43,25,40	219	149	0.266910245823778	0.697356566897575	0.444,0.56,0.359,0.405	0.375,0.275,0.508,0.366	0.061
107	"gene-Eda"	"Eda"	chrNC_000086.8	+	99438624	99438755	99438624	99438749	99440510	99444366	107	2,4,3,4	4,3,1,1	4,1,0,1	12,2,1,3	155	149	0.0166038849910467	0.324814379574629	0.325,0.562,0.743,0.794	0.243,0.325,0.0,0.243	0.403
109	"gene-Gm30798"	"Gm30798"	chrNC_000086.8	+	98497778	98499824	98497778	98499712	98500399	98500509	109	0,0,0,2	1,0,0,0	0,0,0,0	0,1,0,0	261	149	NA	NA	0.0,NA,NA,1.0	NA,0.0,NA,NA	0.5
111	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93141888	93142458	93141912	93142458	93125430	93125574	111	13,12,21,9	0,1,0,1	17,12,3,8	0,0,0,0	173	149	0.147500016704782	0.56036536026657	1.0,0.912,1.0,0.886	1.0,1.0,1.0,1.0	-0.05
112	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93141888	93142458	93141912	93142458	93125755	93125905	112	40,41,54,50	1,0,1,0	41,35,16,30	0,0,0,0	173	149	0.164036177607007	0.580901733391031	0.972,1.0,0.979,1.0	1.0,1.0,1.0,1.0	-0.012
113	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93157771	93157869	93157801	93157869	93145896	93145986	113	2,0,0,0	15,20,32,31	1,0,0,0	11,11,19,5	179	149	0.999202115572178	0.999202115572178	0.1,0.0,0.0,0.0	0.07,0.0,0.0,0.0	0.007
115	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93165527	93165931	93165758	93165931	93157801	93157869	115	1,0,2,2	0,0,0,2	0,5,0,0	0,1,0,0	298	149	NA	NA	1.0,NA,1.0,0.333	NA,0.714,NA,NA	0.064
119	"gene-Ikbkg"	"Ikbkg"	chrNC_000086.8	+	73471367	73471508	73471367	73471480	73476410	73476612	119	0,0,0,0	0,3,1,1	2,0,0,0	0,2,0,8	177	149	0.958485391312076	0.999202115572178	NA,0.0,0.0,0.0	1.0,0.0,NA,0.0	-0.333
120	"gene-Dnase1l1"	"Dnase1l1"	chrNC_000086.8	-	73317383	73317632	73317548	73317632	73316823	73317297	120	4,7,5,3	0,0,0,0	3,4,5,7	1,0,0,0	298	149	0.237006979468675	0.670713628972576	1.0,1.0,1.0,1.0	0.6,1.0,1.0,1.0	0.1
121	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973792	72973868	72973834	72973868	72973610	72973686	121	2,4,2,2	0,0,1,2	2,3,5,1	0,0,0,1	191	149	0.350830204574379	0.743040234694279	1.0,1.0,0.609,0.438	1.0,1.0,1.0,0.438	-0.098
123	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72700836	72701119	72701043	72701119	72700676	72700755	123	236,297,238,244	0,0,1,0	263,242,312,276	0,0,0,0	298	149	0.310130140862878	0.724031114101601	1.0,1.0,0.992,1.0	1.0,1.0,1.0,1.0	-0.002
124	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72703272	72703460	72703332	72703460	72702293	72702425	124	17,22,16,24	0,0,0,0	13,17,26,19	1,0,0,0	209	149	0.210419910839883	0.644163651827084	1.0,1.0,1.0,1.0	0.903,1.0,1.0,1.0	0.024
125	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72703272	72703460	72703332	72703460	72702785	72702855	125	27,44,36,43	8,12,5,3	23,33,39,34	8,10,11,1	209	149	0.457243713083038	0.819673416570915	0.706,0.723,0.837,0.911	0.672,0.702,0.717,0.96	0.031
128	"gene-Xlr4b"	"Xlr4b"	chrNC_000086.8	+	72257927	72258087	72257927	72258063	72258379	72258426	128	4,0,0,1	1,0,0,0	0,0,2,1	0,0,0,1	173	149	0.0340832114190183	0.386667526732088	0.775,NA,NA,1.0	NA,NA,1.0,0.463	0.156
143	"gene-Vma21"	"Vma21"	chrNC_000086.8	+	70860363	70860673	70860363	70860546	70863673	70863783	143	5,2,3,4	79,87,111,69	1,0,2,4	84,71,80,79	276	149	0.16172586303156	0.578288940604511	0.033,0.012,0.014,0.03	0.006,0.0,0.013,0.027	0.011
144	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599796	70599522	70599614	70601658	70601813	144	246,215,287,229	152,138,149,154	271,239,252,272	142,159,152,161	298	149	0.752583524764512	0.990394628020504	0.447,0.438,0.491,0.426	0.488,0.429,0.453,0.458	-0.007
145	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599614	70601658	70601813	145	112,85,133,95	152,138,149,154	118,98,104,117	142,159,152,161	298	149	0.992953234464475	0.999202115572178	0.269,0.235,0.309,0.236	0.294,0.236,0.255,0.267	-0.001
146	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599796	70601658	70601813	146	16,9,19,16	144,136,167,146	17,14,12,16	166,152,157,168	196	149	0.61013990627127	0.915780858828735	0.078,0.048,0.08,0.077	0.072,0.065,0.055,0.068	0.006
147	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599796	70599522	70599614	70601662	70601813	147	106,82,123,89	4,2,6,7	107,95,98,106	1,0,2,10	298	149	0.152846947015105	0.567998977294842	0.93,0.953,0.911,0.864	0.982,1.0,0.961,0.841	-0.031
148	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599614	70601662	70601813	148	102,79,120,85	4,2,6,7	105,87,95,104	1,0,2,10	298	149	0.150480205908902	0.563679730788324	0.927,0.952,0.909,0.859	0.981,1.0,0.96,0.839	-0.033
149	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599796	70601662	70601813	149	6,3,6,6	4,3,3,6	4,3,3,3	2,8,3,2	196	149	0.417665550385398	0.784918543552857	0.533,0.432,0.603,0.432	0.603,0.222,0.432,0.533	0.052
150	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599796	70599522	70599614	70601726	70601813	150	103,79,121,88	2,1,1,2	107,87,95,106	0,4,7,5	298	149	0.190157645666454	0.619573984978972	0.963,0.975,0.984,0.957	1.0,0.916,0.872,0.914	0.044
