ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
27	"gene-Alas2"	"Alas2"	chrNC_000086.8	+	149335144	149335340	149335954	149336077	149330442	149330481	149336928	149337039	27	17,12,14,11	29,32,14,20	26,7,14,12	29,13,25,21	298	272	0.512006979774486	0.853816698399773	0.349,0.255,0.477,0.334	0.45,0.33,0.338,0.343	-0.012
28	"gene-Alas2"	"Alas2"	chrNC_000086.8	+	149335144	149335340	149335999	149336077	149330442	149330481	149336928	149337039	28	17,12,14,11	19,28,10,17	26,7,14,12	22,9,18,21	298	227	0.687245409940971	0.937795711732026	0.405,0.246,0.516,0.33	0.474,0.372,0.372,0.303	-0.006
29	"gene-Rtl4"	"Rtl4"	chrNC_000086.8	+	143892572	143892704	143899152	143899273	143892426	143892481	143899850	143899962	29	2,0,2,0	0,0,1,0	2,2,0,4	0,0,0,0	281	270	0.999202115572178	0.999202115572178	1.0,NA,0.658,NA	1.0,1.0,NA,1.0	-0.171
30	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142311535	142311695	142346255	142346350	142301369	142301759	142476282	142476484	30	17,10,17,22	14,22,22,18	9,8,7,17	16,12,14,13	298	244	0.524206802486	0.861578174991904	0.499,0.271,0.388,0.5	0.315,0.353,0.29,0.517	0.046
31	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142311535	142311695	142425655	142425674	142301370	142301759	142476282	142476484	31	17,10,17,22	0,0,0,2	9,8,7,17	0,0,0,0	298	168	0.304170657531444	0.739628710416682	1.0,1.0,1.0,0.861	1.0,1.0,1.0,1.0	-0.035
32	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142311552	142311695	142346255	142346350	142301369	142301759	142476282	142476484	32	8,7,5,12	14,22,22,18	3,3,3,6	16,12,14,13	292	244	0.213340314580624	0.669225005975945	0.323,0.21,0.16,0.358	0.135,0.173,0.152,0.278	0.078
33	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142346255	142346350	142425655	142425674	142301370	142301759	142476282	142476484	33	14,22,22,18	0,0,0,2	16,12,14,13	0,0,0,0	244	168	0.139480793765858	0.572483411012652	1.0,1.0,1.0,0.861	1.0,1.0,1.0,1.0	-0.035
34	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142476282	142476484	142492643	142492744	142301370	142301759	142498131	142498285	34	36,40,27,30	115,103,104,106	29,22,19,17	83,78,89,80	298	250	0.283234962691191	0.729727170705307	0.208,0.246,0.179,0.192	0.227,0.191,0.152,0.151	0.026
35	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142476282	142476484	142492643	142492744	142301586	142301759	142496889	142496934	35	32,40,29,30	7,11,17,8	29,21,19,17	8,6,5,10	298	250	0.912019196267279	0.999202115572178	0.793,0.753,0.589,0.759	0.753,0.746,0.761,0.588	0.011
36	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142492643	142492744	142496889	142496934	142476282	142476484	142498131	142498285	36	276,245,256,256	4,5,3,9	215,212,203,211	1,4,4,4	250	194	0.432783221827275	0.811704404351076	0.982,0.974,0.985,0.957	0.994,0.976,0.975,0.976	-0.006
37	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142495273	142495336	142496889	142496934	142492643	142492744	142498131	142498285	37	0,0,0,0	17,20,20,22	3,0,0,0	11,10,13,17	212	194	0.999202115572178	0.999202115572178	0.0,0.0,0.0,0.0	0.2,0.0,0.0,0.0	-0.05
38	"gene-Atg4a"	"Atg4a"	chrNC_000086.8	+	139888914	139888986	139889028	139889114	139887027	139887138	139890906	139891005	38	16,10,8,11	10,11,12,11	12,7,5,5	13,16,16,19	221	235	0.020388913625871	0.337850030603791	0.63,0.492,0.415,0.515	0.495,0.318,0.249,0.219	0.193
39	"gene-Frmpd3"	"Frmpd3"	chrNC_000086.8	+	139262893	139263048	139266477	139266580	139177866	139178816	139269567	139269613	39	4,2,3,0	0,1,1,2	1,1,0,0	2,2,0,1	298	252	0.606627473342669	0.903101192499316	1.0,0.628,0.717,0.0	0.297,0.297,NA,0.0	0.388
40	"gene-Frmpd3"	"Frmpd3"	chrNC_000086.8	+	139262893	139263048	139269567	139269613	139177866	139178816	139284751	139284856	40	2,2,2,0	2,2,4,2	1,1,0,0	0,0,1,1	298	195	0.678401480721112	0.935695347597233	0.396,0.396,0.247,0.0	1.0,1.0,0.0,0.0	-0.24
41	"gene-Frmpd3"	"Frmpd3"	chrNC_000086.8	+	139266477	139266580	139269567	139269613	139262893	139263048	139284751	139284856	41	0,1,0,1	2,1,2,2	1,3,0,0	0,0,0,1	252	195	0.232743617086474	0.686624201561112	0.0,0.436,0.0,0.279	1.0,1.0,NA,0.0	-0.488
42	"gene-Tmsb15l"	"Tmsb15l"	chrNC_000086.8	-	135857483	135857588	135876146	135876251	135855736	135856231	135877507	135877623	42	49,68,45,39	52,80,56,61	49,32,38,57	62,45,67,42	254	254	0.97109425389081	0.999202115572178	0.485,0.459,0.446,0.39	0.441,0.416,0.362,0.576	-0.004
43	"gene-Tceal3"	"Tceal3"	chrNC_000086.8	+	135494950	135494999	135567872	135567939	135493607	135493712	135568259	135569126	43	12,13,11,7	55,43,46,48	14,11,13,21	47,38,45,32	198	216	0.0698071360683202	0.477269223147905	0.192,0.248,0.207,0.137	0.245,0.24,0.24,0.417	-0.089
44	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134740493	134740621	134741141	134741218	134739813	134740011	134741367	134741439	44	33,44,60,47	72,75,58,77	15,19,18,18	74,70,66,33	277	226	0.00747160705954009	0.288438732338767	0.272,0.324,0.458,0.332	0.142,0.181,0.182,0.308	0.143
45	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134740531	134740621	134741141	134741218	134739813	134740011	134741367	134741439	45	19,21,17,19	72,75,58,77	12,23,21,13	74,70,66,33	239	226	0.785961159508495	0.971357119704073	0.2,0.209,0.217,0.189	0.133,0.237,0.231,0.271	-0.014
46	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134696890	134697085	134698301	134698378	134652693	134652766	134698771	134698843	46	9,14,10,10	7,3,14,11	5,9,5,6	11,9,5,4	298	226	0.332186620213145	0.751655666473339	0.494,0.78,0.351,0.408	0.256,0.431,0.431,0.532	0.096
47	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134696890	134697085	134698536	134698613	134652693	134652766	134698771	134698843	47	9,14,10,10	118,147,156,94	5,9,5,6	72,64,66,66	298	226	0.670978424449455	0.933564345505069	0.055,0.067,0.046,0.075	0.05,0.096,0.054,0.064	-0.005
48	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134697697	134697786	134698301	134698378	134696890	134697085	134698536	134698613	48	47,30,32,31	147,192,148,168	14,15,21,8	70,62,75,43	238	226	0.661510205004446	0.931041608622423	0.233,0.129,0.17,0.149	0.16,0.187,0.21,0.15	-0.006
49	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134698301	134698378	134698536	134698613	134652693	134652766	134698771	134698843	49	7,3,14,11	118,147,156,94	11,9,5,4	72,64,66,66	226	226	0.127874796136836	0.563089787131487	0.056,0.02,0.082,0.105	0.133,0.123,0.07,0.057	-0.03
50	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134698301	134698378	134698536	134698613	134697697	134697786	134698771	134698843	50	24,5,18,18	117,143,154,92	7,29,10,5	72,64,66,67	226	226	0.610103591806086	0.905824908165495	0.17,0.034,0.105,0.164	0.089,0.312,0.132,0.069	-0.032
51	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587974	133588765	133588855	133586398	133586486	133589198	133589281	51	1,1,3,1	39,47,57,50	4,0,0,1	57,36,31,46	227	239	0.703616239594341	0.942734166747465	0.026,0.022,0.053,0.021	0.069,0.0,0.0,0.022	0.008
52	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587974	133588765	133588843	133587226	133587386	133589198	133589281	52	13,7,6,13	10,6,10,14	7,2,8,12	8,12,4,12	227	227	0.611374278609078	0.906244035761112	0.565,0.538,0.375,0.481	0.467,0.143,0.667,0.5	0.045
53	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587974	133588765	133588855	133587226	133587386	133589198	133589281	53	13,7,6,13	41,51,57,51	7,2,8,12	57,38,33,48	227	239	0.493377242110091	0.843394074443952	0.25,0.126,0.1,0.212	0.114,0.053,0.203,0.208	0.027
54	"gene-Hnrnph2"	"Hnrnph2"	chrNC_000086.8	+	133503440	133503511	133503666	133503711	133501927	133502082	133505603	133507809	54	132,106,137,123	9,14,16,8	123,142,117,130	12,16,10,7	220	194	0.728423169454867	0.953513323975502	0.928,0.87,0.883,0.931	0.9,0.887,0.912,0.942	-0.007
56	"gene-Rps6ka6"	"Rps6ka6"	chrNC_000086.8	-	110359988	110360051	110372546	110372798	110355927	110355987	110396365	110396497	56	0,4,0,0	27,27,23,29	0,0,0,0	26,31,17,23	298	212	0.477523756950607	0.835691140573074	0.0,0.095,0.0,0.0	0.0,0.0,0.0,0.0	0.024
58	"gene-Atrx"	"Atrx"	chrNC_000086.8	-	104881844	104882020	104883446	104883584	104879915	104880033	104889102	104889280	58	266,271,234,259	235,296,242,280	222,214,190,229	270,184,214,236	287	298	0.67309726440713	0.934037459032871	0.54,0.487,0.501,0.49	0.461,0.547,0.48,0.502	0.007
59	"gene-Gm50594"	"Gm50594"	chrNC_000086.8	-	104340509	104340563	104365152	104365244	104330558	104331353	104373746	104383104	59	0,6,1,0	1,3,1,0	1,0,2,0	3,4,2,0	241	203	0.121592351003101	0.552898542580362	0.0,0.628,0.457,NA	0.219,0.0,0.457,NA	0.136
60	"gene-Zdhhc15"	"Zdhhc15"	chrNC_000086.8	-	103617774	103617844	103631906	103632027	103616110	103616143	103641697	103641792	60	7,5,5,8	4,2,11,4	6,4,2,7	4,2,1,1	270	219	0.232971252035486	0.686624201561112	0.587,0.67,0.269,0.619	0.549,0.619,0.619,0.85	-0.123
61	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103020915	103020988	103022109	103022201	103010096	103010286	103022878	103022940	61	1,3,0,2	0,0,1,0	2,3,1,1	1,2,0,0	241	222	0.352282156719396	0.763640812763781	1.0,1.0,0.0,1.0	0.648,0.58,1.0,1.0	-0.057
62	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100704857	100704937	100706964	100707160	100699229	100699346	100707448	100707589	62	223,234,185,232	434,435,336,338	202,171,196,182	333,346,334,347	229	298	0.683190402510727	0.937768300220818	0.401,0.412,0.417,0.472	0.441,0.391,0.433,0.406	0.008
63	"gene-Med12"	"Med12"	chrNC_000086.8	+	100325343	100325488	100325655	100325706	100324968	100325139	100326006	100326125	63	62,56,44,35	14,12,8,18	56,56,45,48	15,29,24,14	294	200	0.112156139066006	0.54522477922922	0.751,0.76,0.789,0.569	0.717,0.568,0.561,0.7	0.081
64	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99851658	99851758	99853467	99853513	99850785	99850861	99855107	99855149	64	9,5,8,9	65,66,95,78	6,22,12,14	90,62,67,96	249	195	0.205345902001098	0.66056905924763	0.098,0.056,0.062,0.083	0.05,0.217,0.123,0.103	-0.049
65	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99851658	99851758	99853467	99853513	99850785	99850861	99856331	99856382	65	7,2,4,7	57,78,82,66	3,11,8,8	82,56,66,80	249	195	0.308546955709621	0.742286973664843	0.088,0.02,0.037,0.077	0.028,0.133,0.087,0.073	-0.025
66	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99851658	99851758	99855107	99855149	99850785	99850861	99856331	99856382	66	7,2,4,7	15,19,17,15	3,11,8,8	16,11,23,28	249	191	0.522458631813694	0.860544636671976	0.264,0.075,0.153,0.264	0.126,0.434,0.211,0.18	-0.049
67	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99853467	99853513	99855107	99855149	99850785	99850861	99856331	99856382	67	57,78,82,66	15,19,17,15	82,56,66,80	16,11,23,28	195	191	0.382004928917041	0.780659899312387	0.788,0.801,0.825,0.812	0.834,0.833,0.738,0.737	0.021
68	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99855107	99855149	99856331	99856382	99850785	99850861	99856942	99857044	68	0,1,0,0	49,31,60,40	0,0,0,0	52,59,50,48	191	200	0.322230956317641	0.747017338380105	0.0,0.033,0.0,0.0	0.0,0.0,0.0,0.0	0.008
69	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99855107	99855149	99856331	99856382	99851658	99851758	99856942	99857044	69	0,2,0,0	49,31,59,40	0,5,3,2	52,59,50,46	191	200	0.0470194088083992	0.442187897791178	0.0,0.063,0.0,0.0	0.0,0.082,0.059,0.044	-0.03
70	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99855107	99855149	99856331	99856382	99853467	99853513	99856942	99857044	70	10,10,27,14	77,88,107,73	22,13,11,15	101,91,93,86	191	200	0.818606370951269	0.983520671640291	0.12,0.106,0.209,0.167	0.186,0.13,0.11,0.154	0.006
71	"gene-Eif2s3x"	"Eif2s3x"	chrNC_000086.8	-	93239877	93240050	93240893	93241063	93232314	93234528	93243319	93243464	71	315,399,324,470	239,188,160,225	479,410,301,442	239,240,152,230	298	298	0.811945615492206	0.980991979361886	0.569,0.68,0.669,0.676	0.667,0.631,0.664,0.658	-0.006
72	"gene-Eif2s3x"	"Eif2s3x"	chrNC_000086.8	-	93240893	93241063	93243319	93243464	93239877	93240050	93244495	93244590	72	312,394,329,446	280,320,257,390	416,403,254,452	389,338,232,358	294	298	0.611173419541682	0.906109065407467	0.53,0.555,0.565,0.537	0.52,0.547,0.526,0.561	0.008
73	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76808178	76808256	76808954	76809012	76807711	76807860	76816721	76816841	73	6,6,6,3	48,58,54,48	2,5,2,0	58,55,61,55	207	227	0.0339347556369545	0.397769323176347	0.121,0.102,0.109,0.064	0.036,0.091,0.035,0.0	0.058
74	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76808954	76809012	76816721	76816841	76808178	76808256	76825643	76825907	74	60,64,48,70	30,24,24,35	55,64,68,53	31,25,45,39	269	207	0.176479358201403	0.622087853002127	0.606,0.672,0.606,0.606	0.577,0.663,0.538,0.511	0.05
75	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76814852	76814948	76816721	76816841	76808954	76809012	76825643	76825907	75	69,75,57,78	59,54,44,35	61,76,72,58	40,44,51,36	269	245	0.67919634566398	0.936306088275838	0.516,0.558,0.541,0.67	0.581,0.611,0.563,0.595	-0.016
76	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76814852	76814948	76816721	76816841	76808954	76809012	76829733	76829902	76	9,9,8,7	59,54,44,35	8,11,6,7	38,44,51,34	269	245	0.648724012788771	0.925866216106956	0.122,0.132,0.142,0.154	0.161,0.185,0.097,0.158	-0.013
77	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76814852	76814948	76825643	76825907	76808954	76809012	76829733	76829902	77	56,73,74,83	59,54,44,35	84,70,63,80	38,44,51,34	298	245	0.407412802348687	0.797053211233135	0.438,0.526,0.58,0.661	0.645,0.567,0.504,0.659	-0.042
78	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76816721	76816841	76825643	76825907	76808954	76809012	76829733	76829902	78	56,73,74,83	9,9,8,7	84,70,63,80	8,11,6,7	298	269	0.784091179339877	0.970286526188409	0.849,0.88,0.893,0.915	0.905,0.852,0.905,0.912	-0.009
79	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76816721	76816841	76825643	76825907	76814852	76814948	76829733	76829902	79	56,70,73,80	75,49,45,43	85,69,59,78	43,30,78,68	298	269	0.873771277611291	0.999202115572178	0.403,0.563,0.594,0.627	0.641,0.675,0.406,0.509	-0.011
80	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76825643	76825907	76829733	76829902	76814852	76814948	76839153	76839545	80	72,80,59,64	0,1,0,1	91,75,67,67	2,0,0,4	298	298	0.638309336495521	0.921594480679578	1.0,0.988,1.0,0.985	0.978,1.0,1.0,0.944	0.013
81	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76825643	76825907	76829733	76829902	76816721	76816841	76839153	76839545	81	75,79,60,64	76,80,61,86	93,75,69,67	69,90,81,60	298	298	0.439058037706122	0.814427041149772	0.497,0.497,0.496,0.427	0.574,0.455,0.46,0.528	-0.025
82	"gene-Gm44504"	"Gm44504"	chrNC_000086.8	-	73411306	73411515	73411758	73411864	73411052	73411192	73412021	73412364	82	51,67,69,74	107,86,107,113	72,48,78,80	149,132,137,124	255	298	0.115380121344439	0.55104014816286	0.358,0.477,0.43,0.434	0.361,0.298,0.4,0.43	0.052
83	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73066078	73066270	73066454	73066558	73065790	73065855	73066671	73066803	83	22,23,16,19	27,46,26,28	23,22,23,32	28,28,47,39	253	298	0.554917158278045	0.876828128510659	0.49,0.371,0.42,0.444	0.492,0.481,0.366,0.491	-0.026
84	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973610	72973686	72973792	72973868	72973286	72973459	72974013	72974123	84	0,2,1,2	3,1,1,1	2,2,5,3	2,5,4,5	225	225	0.999202115572178	0.999202115572178	0.0,0.667,0.5,0.667	0.5,0.286,0.556,0.375	0.029
85	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973610	72973717	72973792	72973868	72973286	72973459	72974013	72974123	85	0,2,1,2	3,1,1,1	2,2,5,3	2,5,4,5	225	256	0.999202115572178	0.999202115572178	0.0,0.695,0.532,0.695	0.532,0.313,0.587,0.406	0.021
86	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72841799	72841898	72839981	72840083	72842363	72842454	86	100,103,107,114	131,138,141,162	123,87,96,111	139,124,149,159	248	212	0.827973036330822	0.985881892146452	0.395,0.39,0.393,0.376	0.431,0.375,0.355,0.374	0.005
87	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72841799	72841898	72839981	72840083	72843439	72843693	87	3,6,4,5	130,138,137,158	3,2,5,3	133,120,146,158	248	212	0.326433826856328	0.750343158556663	0.019,0.036,0.024,0.026	0.019,0.014,0.028,0.016	0.007
88	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72842363	72842454	72839981	72840083	72843439	72843693	88	50,47,51,57	130,138,137,158	51,58,55,58	133,120,146,158	240	212	0.307927062220776	0.742286973664843	0.254,0.231,0.247,0.242	0.253,0.299,0.25,0.245	-0.018
89	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72841799	72841898	72842363	72842454	72839981	72840083	72843439	72843693	89	50,47,51,57	3,6,4,5	51,58,55,58	3,2,5,3	240	248	0.205242828106879	0.66056905924763	0.945,0.89,0.929,0.922	0.946,0.968,0.919,0.952	-0.025
90	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72841799	72841898	72842363	72842454	72840435	72840498	72843439	72843693	90	52,43,54,60	154,136,146,167	57,55,58,59	112,138,163,115	240	248	0.0445498182786677	0.437764083938283	0.259,0.246,0.277,0.271	0.345,0.292,0.269,0.346	-0.05
