ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
337	"gene-Vps37a"	"Vps37a"	chrNC_000074.7	+	40994065	40996994	40996850	40996994	40993929	40993988
338	"gene-Zdhhc2"	"Zdhhc2"	chrNC_000074.7	+	40907538	40907659	40907557	40907659	40876855	40877210
342	"gene-Tusc3"	"Tusc3"	chrNC_000074.7	+	39597807	39597971	39597896	39597971	39593682	39593776
357	"gene-Ackr3"	"Ackr3"	chrNC_000067.7	+	90137298	90137592	90137309	90137592	90131701	90131809
359	"gene-Zfyve1"	"Zfyve1"	chrNC_000078.7	-	83641171	83642096	83641171	83642092	83643518	83643944
364	"gene-Letm2"	"Letm2"	chrNC_000074.7	-	26068493	26069810	26068493	26068820	26070331	26070424
365	"gene-Letm2"	"Letm2"	chrNC_000074.7	-	26068493	26069824	26068493	26068820	26070331	26070424
384	"gene-Rtn3"	"Rtn3"	chrNC_000085.7	-	7433664	7435788	7433664	7434825	7460303	7460656
385	"gene-Sarnp"	"Sarnp"	chrNC_000076.7	+	128674312	128674359	128674315	128674359	128657632	128657840
386	"gene-Sarnp"	"Sarnp"	chrNC_000076.7	+	128674312	128674359	128674315	128674359	128660647	128660700
389	"gene-Zfp446"	"Zfp446"	chrNC_000073.7	+	12713811	12713906	12713840	12713906	12712924	12713305
390	"gene-Zfp446"	"Zfp446"	chrNC_000073.7	+	12713811	12713906	12713840	12713906	12713377	12713573
406	"gene-Stxbp2"	"Stxbp2"	chrNC_000074.7	+	3691894	3692055	3691897	3692055	3690548	3691206
410	"gene-Zbtb24"	"Zbtb24"	chrNC_000076.7	+	41331668	41331752	41331673	41331752	41327084	41328064
433	"gene-E130006D01Rik"	"E130006D01Rik"	chrNC_000071.7	-	111882149	111882675	111882149	111882495	111887701	111887775
443	"gene-Jakmip3"	"Jakmip3"	chrNC_000073.7	+	138620835	138620955	138620841	138620955	138619252	138619468
444	"gene-Jakmip3"	"Jakmip3"	chrNC_000073.7	+	138620835	138620955	138620844	138620955	138619252	138619468
445	"gene-Jakmip3"	"Jakmip3"	chrNC_000073.7	+	138620841	138620955	138620844	138620955	138619252	138619468
477	"gene-Pbx4"	"Pbx4"	chrNC_000074.7	+	70319117	70319253	70319186	70319253	70311729	70311803
484	"gene-Elmod2"	"Elmod2"	chrNC_000074.7	-	84043429	84043563	84043429	84043546	84046042	84046176
485	"gene-Spns1"	"Spns1"	chrNC_000073.7	-	125973093	125973245	125973093	125973145	125974238	125974375
486	"gene-Spns1"	"Spns1"	chrNC_000073.7	-	125973093	125973451	125973093	125973145	125974238	125974375
497	"gene-Mettl9"	"Mettl9"	chrNC_000073.7	+	120675352	120676058	120675355	120676058	120651309	120651519
504	"gene-Polr3e"	"Polr3e"	chrNC_000073.7	+	120538304	120538519	120538361	120538519	120536825	120536907
523	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7484307	7484403	7484311	7484403	7465580	7466377
555	"gene-Use1"	"Use1"	chrNC_000074.7	+	71821772	71821947	71821775	71821947	71821193	71821206
580	"gene-Ndor1"	"Ndor1"	chrNC_000068.8	-	25134824	25137866	25134824	25136607	25138133	25138252
581	"gene-Ndor1"	"Ndor1"	chrNC_000068.8	-	25134824	25137866	25134824	25136817	25138133	25138252
600	"gene-Rab4a"	"Rab4a"	chrNC_000074.7	+	124556971	124557126	124557009	124557126	124550552	124550633
664	"gene-Rnf123"	"Rnf123"	chrNC_000075.7	-	107954920	107955113	107954920	107955096	107955998	107956533
681	"gene-Trim3"	"Trim3"	chrNC_000073.7	-	105268265	105268435	105268265	105268417	105268594	105268821
685	"gene-Plagl1"	"Plagl1"	chrNC_000076.7	+	12992439	12992525	12992453	12992525	12981598	12981637
686	"gene-Plagl1"	"Plagl1"	chrNC_000076.7	+	12992439	12992525	12992453	12992525	12988262	12988294
691	"gene-Ddhd1"	"Ddhd1"	chrNC_000080.7	-	45860297	45860399	45860297	45860350	45866310	45866331
750	"gene-Pnkp"	"Pnkp"	chrNC_000073.7	+	44510892	44510985	44510923	44510985	44510570	44510663
762	"gene-Kcnc3"	"Kcnc3"	chrNC_000073.7	+	44250292	44254175	44251292	44254175	44250097	44250219
772	"gene-Sema4c"	"Sema4c"	chrNC_000067.7	-	36595012	36595161	36595012	36595158	36595249	36595862
774	"gene-Sema4c"	"Sema4c"	chrNC_000067.7	-	36595012	36595161	36595012	36595158	36595883	36596166
801	"gene-Gm33989"	"Gm33989"	chrNC_000073.7	+	39202647	39202756	39202651	39202756	39193853	39193928
802	"gene-Gm33989"	"Gm33989"	chrNC_000073.7	+	39202647	39202756	39202651	39202756	39194422	39194504
859	"gene-Zfp146"	"Zfp146"	chrNC_000073.7	-	29859911	29862653	29859911	29862648	29862751	29862798
863	"gene-Nckap5l"	"Nckap5l"	chrNC_000081.7	-	99331920	99332145	99331920	99332070	99333907	99333968
864	"gene-Nckap5l"	"Nckap5l"	chrNC_000081.7	-	99331920	99332150	99331920	99332070	99333907	99333968
865	"gene-Nckap5l"	"Nckap5l"	chrNC_000081.7	-	99331920	99332150	99331920	99332145	99333907	99333968
917	"gene-Atp1a3"	"Atp1a3"	chrNC_000073.7	-	24677591	24678430	24677591	24678001	24678719	24678821
924	"gene-Inava"	"Inava"	chrNC_000067.7	-	136155251	136155400	136155251	136155315	136160458	136161857
930	"gene-Zfp428"	"Zfp428"	chrNC_000073.7	+	24214461	24215105	24214500	24215105	24203972	24206861
946	"gene-Ercc1"	"Ercc1"	chrNC_000073.7	+	19088250	19088350	19088255	19088350	19084617	19084717
959	"gene-Dmpk"	"Dmpk"	chrNC_000073.7	+	18826342	18826557	18826401	18826557	18825863	18825961
960	"gene-Dmpk"	"Dmpk"	chrNC_000073.7	+	18826342	18826557	18826471	18826557	18825863	18825961
972	"gene-Zfp788"	"Zfp788"	chrNC_000073.7	+	41296906	41297041	41296914	41297041	41284213	41284323
1000	"gene-Rps6kb1"	"Rps6kb1"	chrNC_000077.7	-	86407569	86408075	86407569	86407813	86408408	86408466
1014	"gene-Zfp444"	"Zfp444"	chrNC_000073.7	+	6186788	6187201	6186860	6187201	6184422	6184499
1038	"gene-Bicd1"	"Bicd1"	chrNC_000072.7	+	149421850	149422044	149421878	149422044	149420403	149420721
1048	"gene-Ipo8"	"Ipo8"	chrNC_000072.7	-	148691294	148691420	148691294	148691358	148698138	148698264
1083	"gene-Ralgps2"	"Ralgps2"	chrNC_000067.7	-	156735208	156735348	156735208	156735288	156766299	156766454
1084	"gene-Ralgps2"	"Ralgps2"	chrNC_000067.7	-	156735208	156735348	156735208	156735288	156766921	156767071
1092	"gene-Plekha5"	"Plekha5"	chrNC_000072.7	+	140525152	140525202	140525155	140525202	140518590	140518692
1105	"gene-Wbp11"	"Wbp11"	chrNC_000072.7	-	136802998	136803108	136802998	136803107	136805019	136805139
1127	"gene-Sh3gl3"	"Sh3gl3"	chrNC_000073.7	+	81919980	81920124	81919987	81920124	81917487	81919005
1148	"gene-Trim41"	"Trim41"	chrNC_000077.7	-	48698951	48699184	48698951	48699079	48699876	48700107
1160	"gene-Gpr162"	"Gpr162"	chrNC_000072.7	-	124837781	124839549	124837781	124839085	124840633	124840900
1190	"gene-Iqsec3"	"Iqsec3"	chrNC_000072.7	-	121349885	121356868	121349885	121353473	121358607	121358700
1192	"gene-Gm30504"	"Gm30504"	chrNC_000074.7	+	45576040	45577230	45577021	45577230	45575408	45575632
1199	"gene-Ccdc77"	"Ccdc77"	chrNC_000072.7	-	120327167	120327405	120327167	120327351	120328654	120328682
1204	"gene-Rad52"	"Rad52"	chrNC_000072.7	+	119899432	119899784	119899435	119899784	119895886	119896038
1219	"gene-Atxn2l"	"Atxn2l"	chrNC_000073.7	-	126090879	126091780	126090879	126091387	126091929	126092173
1221	"gene-Atxn2l"	"Atxn2l"	chrNC_000073.7	-	126095608	126095818	126095608	126095800	126096377	126096536
1266	"gene-Magi1"	"Magi1"	chrNC_000072.7	-	93684984	93685201	93684984	93685198	93722414	93723035
1284	"gene-Tpra1"	"Tpra1"	chrNC_000072.7	+	88884551	88884808	88884557	88884808	88883519	88883694
1294	"gene-Pold3"	"Pold3"	chrNC_000073.7	-	99742578	99742691	99742578	99742688	99755769	99755902
1297	"gene-Usp10"	"Usp10"	chrNC_000074.7	+	120667848	120668877	120667851	120668877	120637098	120637678
1298	"gene-Usp10"	"Usp10"	chrNC_000074.7	+	120667848	120668877	120667851	120668877	120658587	120658656
1310	"gene-Tia1"	"Tia1"	chrNC_000072.7	+	86396082	86396794	86396675	86396794	86395859	86395914
1312	"gene-Tia1"	"Tia1"	chrNC_000072.7	+	86396675	86397393	86397305	86397393	86395859	86395914
1328	"gene-Gm15624"	"Gm15624"	chrNC_000072.7	-	83142524	83148689	83142524	83143620	83149489	83149755
1329	"gene-Gm15624"	"Gm15624"	chrNC_000072.7	-	83142524	83148862	83142524	83143620	83149489	83149755
1369	"gene-Kif7"	"Kif7"	chrNC_000073.7	-	79358169	79358497	79358169	79358388	79358913	79359030
1387	"gene-Pds5a"	"Pds5a"	chrNC_000071.7	-	65777892	65780442	65777892	65777955	65781262	65781395
1391	"gene-Akap9"	"Akap9"	chrNC_000071.7	+	4127827	4130204	4129658	4130204	4127185	4127315
1404	"gene-Mad2l1"	"Mad2l1"	chrNC_000072.7	+	66516754	66518091	66517409	66518091	66515948	66516052
1420	"gene-Asb1"	"Asb1"	chrNC_000067.7	+	91471872	91472019	91471877	91472019	91468286	91468586
1425	"gene-Gm34441"	"Gm34441"	chrNC_000072.7	+	55623057	55623157	55623061	55623157	55622629	55622964
1447	"gene-Leng8"	"Leng8"	chrNC_000073.7	+	4148264	4151172	4149939	4151172	4148053	4148183
1451	"gene-Ccdc106"	"Ccdc106"	chrNC_000073.7	+	5060338	5060658	5060546	5060658	5059131	5059239
1452	"gene-Ccdc106"	"Ccdc106"	chrNC_000073.7	+	5060497	5060658	5060546	5060658	5059131	5059239
1487	"gene-Hnrnph1"	"Hnrnph1"	chrNC_000077.7	+	50269085	50269254	50269117	50269254	50268627	50268685
1488	"gene-Hnrnph1"	"Hnrnph1"	chrNC_000077.7	+	50270647	50272424	50272285	50272424	50270294	50270450
1504	"gene-Bmp1"	"Bmp1"	chrNC_000080.7	-	70723586	70724370	70723586	70723712	70725909	70726621
1537	"gene-Tsen34"	"Tsen34"	chrNC_000073.7	+	3697596	3697843	3697600	3697843	3697094	3697413
1538	"gene-Tsen34"	"Tsen34"	chrNC_000073.7	+	3697596	3697843	3697600	3697843	3697111	3697402
1543	"gene-Tsen34"	"Tsen34"	chrNC_000073.7	+	3703526	3704009	3703613	3704009	3700823	3700927
1547	"gene-Mecr"	"Mecr"	chrNC_000070.7	+	131575188	131576244	131576127	131576244	131573097	131574622
1566	"gene-Luc7l2"	"Luc7l2"	chrNC_000072.7	+	38546866	38547539	38547444	38547539	38531914	38531998
1567	"gene-Luc7l2"	"Luc7l2"	chrNC_000072.7	+	38545781	38547539	38547444	38547539	38534234	38536239
1576	"gene-Zfp646"	"Zfp646"	chrNC_000073.7	+	127477074	127477279	127477131	127477279	127476080	127476295
1595	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29421989	29422096	29422035	29422096	29411246	29411384
1596	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29421989	29422096	29422035	29422096	29412900	29413086
1597	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29421989	29422096	29422035	29422096	29417070	29417577
1599	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29419985	29422096	29421989	29422096	29419100	29419382
1600	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29419985	29422096	29422035	29422096	29419100	29419382
1601	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29421989	29422096	29422035	29422096	29419100	29419382
1620	"gene-Gpr85"	"Gpr85"	chrNC_000072.7	-	13838558	13839178	13838558	13839174	13839273	13839527
1622	"gene-Hps4"	"Hps4"	chrNC_000071.7	+	112491607	112492914	112491909	112492914	112490960	112491029
1623	"gene-Hps4"	"Hps4"	chrNC_000071.7	+	112491607	112492914	112492406	112492914	112490960	112491029
1651	"gene-Med1"	"Med1"	chrNC_000077.7	-	98042979	98045075	98042979	98043951	98046002	98049295
1653	"gene-Med1"	"Med1"	chrNC_000077.7	-	98042979	98045732	98042979	98045075	98046002	98049295
1678	"gene-Bdp1"	"Bdp1"	chrNC_000079.7	-	100215166	100215307	100215166	100215260	100225860	100225955
1692	"gene-Adam11"	"Adam11"	chrNC_000077.7	+	102662740	102662938	102662870	102662938	102662260	102662336
1696	"gene-Ppfia2"	"Ppfia2"	chrNC_000076.7	+	106742226	106742420	106742244	106742420	106732178	106732379
1697	"gene-Ppfia2"	"Ppfia2"	chrNC_000076.7	+	106742226	106742420	106742244	106742420	106739503	106739566
1710	"gene-Gm40841"	"Gm40841"	chrNC_000079.7	-	28582280	28583650	28582280	28582370	28584496	28605470
1732	"gene-Rnf216"	"Rnf216"	chrNC_000071.7	-	143084133	143084260	143084133	143084255	143098129	143098154
1734	"gene-Ap5z1"	"Ap5z1"	chrNC_000071.7	+	142452012	142452147	142452022	142452147	142449712	142449890
1737	"gene-Nr6a1os"	"Nr6a1os"	chrNC_000068.8	+	38808295	38811857	38808666	38811857	38798001	38798133
1748	"gene-Gpc2"	"Gpc2"	chrNC_000071.7	-	138274845	138275749	138274845	138275008	138276476	138276799
1752	"gene-Bbc3"	"Bbc3"	chrNC_000073.7	+	16046050	16046339	16046057	16046339	16044355	16044383
1763	"gene-Tnr"	"Tnr"	chrNC_000067.7	+	159685746	159686010	159685850	159686010	159677555	159678115
1776	"gene-Vgf"	"Vgf"	chrNC_000071.7	+	137059113	137059315	137059117	137059315	137058476	137058489
1800	"gene-Cep295"	"Cep295"	chrNC_000075.7	-	15255419	15255560	15255419	15255556	15258263	15258332
1814	"gene-C87436"	"C87436"	chrNC_000072.7	+	86415591	86416240	86416109	86416240	86411617	86415469
1853	"gene-Vps29"	"Vps29"	chrNC_000071.7	+	122498075	122498267	122498091	122498267	122494856	122494868
1862	"gene-Npy1r"	"Npy1r"	chrNC_000074.7	+	67154018	67154188	67154039	67154188	67149594	67150174
1871	"gene-Epn1"	"Epn1"	chrNC_000073.7	+	5086661	5086981	5086728	5086981	5085315	5085330
1914	"gene-Clcn4"	"Clcn4"	chrNC_000073.7	-	7291873	7292272	7291873	7292087	7293397	7293584
1918	"gene-Rdh13"	"Rdh13"	chrNC_000073.7	-	4447976	4448198	4447976	4448121	4448327	4448394
1919	"gene-Rdh13"	"Rdh13"	chrNC_000073.7	-	4447976	4448198	4447976	4448121	4448445	4449650
1921	"gene-Kmt5c"	"Kmt5c"	chrNC_000073.7	+	4745120	4745727	4745489	4745727	4744778	4744980
1922	"gene-Kmt5c"	"Kmt5c"	chrNC_000073.7	+	4745120	4745727	4745617	4745727	4744778	4744980
1923	"gene-Kmt5c"	"Kmt5c"	chrNC_000073.7	+	4745489	4745727	4745617	4745727	4744778	4744980
2007	"gene-Pdss1"	"Pdss1"	chrNC_000068.8	+	22824330	22825651	22825570	22825651	22819551	22819632
2019	"gene-Zfp644"	"Zfp644"	chrNC_000071.7	-	106838595	106838743	106838595	106838739	106843002	106843565
2020	"gene-Zfp644"	"Zfp644"	chrNC_000071.7	-	106838595	106838743	106838595	106838739	106843508	106843565
2021	"gene-Zfp644"	"Zfp644"	chrNC_000071.7	-	106838595	106838743	106838595	106838739	106844099	106844687
2044	"gene-Slc26a1"	"Slc26a1"	chrNC_000071.7	-	108823104	108823257	108823104	108823231	108824853	108824937
2092	"gene-Slc35b3"	"Slc35b3"	chrNC_000079.7	-	39116280	39118783	39116280	39116892	39121217	39121329
2100	"gene-Fbxw10"	"Fbxw10"	chrNC_000077.7	+	62765424	62766015	62765767	62766015	62764196	62764355
2102	"gene-Bmpr1a"	"Bmpr1a"	chrNC_000080.7	-	34182455	34182572	34182455	34182569	34225130	34225335
2154	"gene-Tor2a"	"Tor2a"	chrNC_000068.8	+	32647899	32648948	32648682	32648948	32647288	32647551
2155	"gene-Tor2a"	"Tor2a"	chrNC_000068.8	+	32647899	32648948	32648768	32648948	32647288	32647551
2161	"gene-Ipmk"	"Ipmk"	chrNC_000076.7	+	71208534	71208710	71208537	71208710	71183592	71183920
2162	"gene-Ipmk"	"Ipmk"	chrNC_000076.7	+	71208534	71208710	71208537	71208710	71199279	71199365
2228	"gene-Mettl25b"	"Mettl25b"	chrNC_000069.7	-	87831650	87832738	87831650	87831835	87834037	87834181
2236	"gene-Gm13715"	"Gm13715"	chrNC_000068.8	+	85044946	85045088	85045047	85045088	85043782	85043878
2248	"gene-Ldb2"	"Ldb2"	chrNC_000071.7	-	44630528	44631121	44630528	44630867	44636440	44636586
2264	"gene-Lyar"	"Lyar"	chrNC_000071.7	+	38381970	38382141	38382061	38382141	38380477	38380571
2265	"gene-Lyar"	"Lyar"	chrNC_000071.7	+	38381970	38382141	38382061	38382141	38380477	38380575
2293	"gene-Hnrnpu"	"Hnrnpu"	chrNC_000067.7	-	178151184	178152878	178151184	178151278	178157432	178157504
2294	"gene-Hnrnpu"	"Hnrnpu"	chrNC_000067.7	-	178151184	178156972	178151184	178151278	178157432	178157504
2317	"gene-Ctbp1"	"Ctbp1"	chrNC_000071.7	-	33405066	33406030	33405066	33406027	33406930	33407058
2324	"gene-Mysm1"	"Mysm1"	chrNC_000070.7	-	94836338	94836396	94836338	94836393	94839162	94839295
2334	"gene-Nrxn3"	"Nrxn3"	chrNC_000078.7	+	90298258	90301709	90298561	90301709	90250345	90250424
2335	"gene-Nrxn3"	"Nrxn3"	chrNC_000078.7	+	90298258	90301709	90298882	90301709	90250345	90250424
2337	"gene-Nrxn3"	"Nrxn3"	chrNC_000078.7	+	90298258	90301709	90298561	90301709	90250345	90250433
2338	"gene-Nrxn3"	"Nrxn3"	chrNC_000078.7	+	90298258	90301709	90298882	90301709	90250345	90250433
2339	"gene-Nrxn3"	"Nrxn3"	chrNC_000078.7	+	90298561	90301709	90298882	90301709	90250345	90250433
2359	"gene-Tyms"	"Tyms"	chrNC_000071.7	-	30274831	30276307	30274831	30274953	30276631	30276705
2364	"gene-Gm3740"	"Gm3740"	chrNC_000069.7	-	85460325	85465825	85460325	85464744	85480585	85480711
2429	"gene-Gm16596"	"Gm16596"	chrNC_000078.7	-	108505656	108505732	108505656	108505729	108521637	108521877
2430	"gene-Srsf1"	"Srsf1"	chrNC_000077.7	+	87939868	87944583	87940237	87944583	87939315	87939500
2441	"gene-Tamm41"	"Tamm41"	chrNC_000072.7	-	114989118	114989284	114989118	114989280	115002234	115002385
2444	"gene-Ankib1"	"Ankib1"	chrNC_000071.7	-	3744778	3744893	3744778	3744875	3751804	3751983
2447	"gene-Huwe1"	"Huwe1"	chrNC_000086.8	+	150589267	150589403	150589271	150589403	150584149	150584255
2460	"gene-Dhrsx"	"Dhrsx"	chrNC_000070.7	+	156408304	156408564	156408356	156408564	156390104	156390626
2461	"gene-Dhrsx"	"Dhrsx"	chrNC_000070.7	+	156408304	156408564	156408356	156408564	156405277	156405346
2485	"gene-Nbr1"	"Nbr1"	chrNC_000077.7	+	101463615	101463798	101463633	101463798	101462727	101462803
2506	"gene-Mro"	"Mro"	chrNC_000084.7	+	74006291	74006477	74006294	74006477	74004850	74005286
2532	"gene-Tardbp"	"Tardbp"	chrNC_000070.7	-	148696838	148702162	148696838	148702092	148703130	148703248
2533	"gene-Tardbp"	"Tardbp"	chrNC_000070.7	-	148702022	148702191	148702022	148702162	148703194	148703248
2534	"gene-Tardbp"	"Tardbp"	chrNC_000070.7	-	148696838	148703248	148696838	148702162	148703640	148703811
2538	"gene-Ssx2ip"	"Ssx2ip"	chrNC_000069.7	+	146123361	146123545	146123364	146123545	146110396	146110539
2540	"gene-Ssx2ip"	"Ssx2ip"	chrNC_000069.7	+	146123364	146123545	146123376	146123545	146110396	146110539
2557	"gene-Fkbp7"	"Fkbp7"	chrNC_000068.8	-	76496020	76496154	76496020	76496151	76497670	76497786
2569	"gene-Vash2"	"Vash2"	chrNC_000067.7	-	190710377	190710809	190710377	190710784	190711333	190711500
2608	"gene-Arfgap1"	"Arfgap1"	chrNC_000068.8	+	180622190	180622267	180622196	180622267	180621453	180621513
2613	"gene-Snrk"	"Snrk"	chrNC_000075.7	+	121963026	121963142	121963052	121963142	121960958	121961008
2617	"gene-Ap5s1"	"Ap5s1"	chrNC_000068.8	+	131054366	131055434	131054370	131055434	131052279	131052601
2635	"gene-Mir100hg"	"Mir100hg"	chrNC_000075.7	+	41501269	41504125	41501494	41504125	41492548	41492698
2640	"gene-Vinac1"	"Vinac1"	chrNC_000068.8	-	128902785	128905149	128902785	128903006	128907056	128907829
2661	"gene-Shf"	"Shf"	chrNC_000068.8	-	122184245	122184441	122184245	122184365	122184509	122184678
2668	"gene-Scn2a"	"Scn2a"	chrNC_000068.8	+	65500788	65501106	65500895	65501106	65499029	65499158
2698	"gene-AI182371"	"AI182371"	chrNC_000068.8	-	34987899	34988095	34987899	34988092	34990866	34991020
2704	"gene-Mitf"	"Mitf"	chrNC_000072.7	+	97918013	97918263	97918016	97918263	97804419	97804487
2721	"gene-Eps8l1"	"Eps8l1"	chrNC_000073.7	+	4480328	4480458	4480332	4480458	4476929	4477071
2746	"gene-Elavl2"	"Elavl2"	chrNC_000070.7	-	91134285	91141807	91134285	91141804	91152228	91152382
2748	"gene-Elavl2"	"Elavl2"	chrNC_000070.7	-	91196847	91197091	91196847	91197088	91260136	91261014
2752	"gene-Mef2a"	"Mef2a"	chrNC_000073.7	-	66917814	66918148	66917814	66917952	66966539	66966730
2755	"gene-Cfap44"	"Cfap44"	chrNC_000082.7	+	44281820	44282072	44281992	44282072	44280509	44280705
2774	"gene-Capn15"	"Capn15"	chrNC_000083.7	-	26178780	26179537	26178780	26178959	26179623	26179785
2803	"gene-Banp"	"Banp"	chrNC_000074.7	+	122718237	122718442	122718266	122718442	122705293	122705493
2807	"gene-Gm31473"	"Gm31473"	chrNC_000068.8	+	91873272	91873814	91873349	91873814	91859382	91859462
2836	"gene-Arfgef1"	"Arfgef1"	chrNC_000067.7	-	10214942	10215082	10214942	10215029	10222025	10222098
2842	"gene-Gm13404"	"Gm13404"	chrNC_000068.8	+	33866870	33871492	33868522	33871492	33856816	33856881
2843	"gene-Gm13404"	"Gm13404"	chrNC_000068.8	+	33866870	33871492	33868787	33871492	33856816	33856881
2844	"gene-Gm13404"	"Gm13404"	chrNC_000068.8	+	33866870	33871492	33868868	33871492	33856816	33856881
2845	"gene-Gm13404"	"Gm13404"	chrNC_000068.8	+	33868522	33871492	33868787	33871492	33856816	33856881
2846	"gene-Gm13404"	"Gm13404"	chrNC_000068.8	+	33868522	33871492	33868868	33871492	33856816	33856881
2847	"gene-Gm13404"	"Gm13404"	chrNC_000068.8	+	33868787	33871492	33868868	33871492	33856816	33856881
2861	"gene-Tmem268"	"Tmem268"	chrNC_000070.7	+	63479118	63479232	63479148	63479232	63472409	63476966
2893	"gene-Dynlrb1"	"Dynlrb1"	chrNC_000068.8	+	155084650	155084726	155084654	155084726	155078527	155078856
2894	"gene-Dynlrb1"	"Dynlrb1"	chrNC_000068.8	+	155084650	155084726	155084654	155084726	155078527	155078860
2912	"gene-Cox18"	"Cox18"	chrNC_000071.7	-	90366770	90366895	90366770	90366892	90370089	90370190
2920	"gene-Chchd7"	"Chchd7"	chrNC_000070.7	+	3939378	3939526	3939423	3939526	3938887	3939117
2927	"gene-Ppp2r2d"	"Ppp2r2d"	chrNC_000073.7	+	138474602	138474780	138474729	138474780	138470138	138470236
2928	"gene-Ppp2r2d"	"Ppp2r2d"	chrNC_000073.7	+	138474602	138474780	138474729	138474780	138472118	138472231
2933	"gene-Gm19410"	"Gm19410"	chrNC_000074.7	+	36273861	36274315	36274150	36274315	36272236	36272420
2942	"gene-Brcc3"	"Brcc3"	chrNC_000086.8	+	74499157	74499307	74499161	74499307	74493574	74493748
2949	"gene-Uba52"	"Uba52"	chrNC_000074.7	-	70962170	70962284	70962170	70962281	70962767	70963067
2971	"gene-Ube2e3"	"Ube2e3"	chrNC_000068.8	+	78700800	78701022	78700803	78701022	78698922	78698941
2979	"gene-Gfer"	"Gfer"	chrNC_000083.7	-	24912163	24913416	24912163	24913411	24914804	24915065
3009	"gene-Itpripl1"	"Itpripl1"	chrNC_000068.8	-	126980688	126984134	126980688	126983646	126985134	126985377
3040	"gene-Hectd4"	"Hectd4"	chrNC_000071.7	+	121493625	121493732	121493628	121493732	121488492	121488700
