ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"gene-Syap1"	"Syap1"	chrNC_000086.8	-	161642868	161642927	161646055	161646204	161642294	161642442	161655510	161655650	12	54,47,66,53	22,28,25,20	72,42,47,54	38,29,32,44	188	98	0.00994377518790268	0.284873925154135	0.561,0.467,0.579,0.58	0.497,0.43,0.434,0.39	0.109
13	"gene-Phka2"	"Phka2"	chrNC_000086.8	+	159285742	159285900	159306267	159306426	159285157	159285288	159310725	159310773	13	4,1,9,4	12,18,23,18	2,4,0,2	18,18,10,23	197	198	0.0690059685113978	0.492265718394796	0.251,0.053,0.282,0.183	0.1,0.183,0.0,0.08	0.101
14	"gene-Phka2"	"Phka2"	chrNC_000086.8	+	159285748	159285900	159306267	159306426	159285152	159285288	159310725	159310773	14	1,0,12,2	12,18,23,18	3,6,1,4	18,18,10,23	191	198	0.509604893718846	0.858064365744096	0.08,0.0,0.351,0.103	0.147,0.257,0.094,0.153	-0.029
15	"gene-Phka2"	"Phka2"	chrNC_000086.8	+	159371960	159372014	159373163	159373364	159369774	159369945	159373934	159374025	15	17,8,10,14	21,33,25,34	14,6,10,10	45,37,18,34	93	240	0.131200389607814	0.592290297680903	0.676,0.385,0.508,0.515	0.445,0.295,0.589,0.431	0.081
16	"gene-Phka2"	"Phka2"	chrNC_000086.8	+	159371960	159372014	159373163	159373364	159369774	159369945	159381463	159381874	16	16,6,10,14	6,18,11,18	14,6,11,10	22,20,14,13	93	240	0.321247218775656	0.749040286516419	0.873,0.462,0.701,0.667	0.622,0.436,0.67,0.665	0.078
17	"gene-Phka2"	"Phka2"	chrNC_000086.8	+	159373163	159373364	159373934	159374025	159371960	159372014	159381463	159381874	17	33,42,33,37	1,2,0,1	50,55,37,40	0,0,2,2	240	130	0.713628250550715	0.939452729099054	0.947,0.919,1.0,0.952	1.0,1.0,0.909,0.915	-0.001
18	"gene-Adgrg2"	"Adgrg2"	chrNC_000086.8	+	159274393	159274495	159275595	159275748	159271679	159271963	159279300	159281066	18	2,5,0,3	1,9,2,4	3,0,3,0	7,2,3,2	141	192	0.594977346575546	0.893914939850753	0.731,0.431,0.0,0.505	0.369,0.0,0.577,0.0	0.18
19	"gene-Sh3kbp1"	"Sh3kbp1"	chrNC_000086.8	+	158600237	158600294	158607470	158607545	158599572	158599702	158611369	158611575	19	8,0,3,6	3,0,0,1	4,2,7,0	0,0,1,0	96	114	0.391119388253534	0.793021038247163	0.76,NA,1.0,0.877	1.0,1.0,0.893,NA	-0.085
20	"gene-Map7d2"	"Map7d2"	chrNC_000086.8	+	158243262	158243361	158245109	158245220	158242373	158242479	158252958	158253089	20	31,23,28,32	25,40,19,31	35,22,25,17	19,32,14,22	138	150	0.512750167836996	0.858953871164631	0.574,0.385,0.616,0.529	0.667,0.428,0.66,0.456	-0.027
21	"gene-Rps6ka3"	"Rps6ka3"	chrNC_000086.8	+	158062162	158062199	158067204	158067249	158061105	158061199	158068261	158068318	21	22,16,20,17	2,0,2,1	14,11,17,16	0,0,0,0	76	84	0.0135155633927598	0.324646957679847	0.924,1.0,0.917,0.949	1.0,1.0,1.0,1.0	-0.052
22	"gene-Klf8"	"Klf8"	chrNC_000086.8	+	152091847	152091920	152153840	152153914	152020946	152021088	152165504	152166066	22	2,3,2,0	26,39,31,32	1,3,5,4	25,20,23,19	112	113	0.0437539271332394	0.456814246545221	0.072,0.072,0.061,0.0	0.039,0.131,0.18,0.175	-0.08
23	"gene-Klf8"	"Klf8"	chrNC_000086.8	+	152143291	152143479	152153840	152153914	152020584	152021088	152165504	152166066	23	7,4,10,6	26,39,31,32	1,10,2,4	25,20,23,19	227	113	0.581294279194424	0.886447110896304	0.118,0.049,0.138,0.085	0.02,0.199,0.041,0.095	0.009
24	"gene-Iqsec2"	"Iqsec2"	chrNC_000086.8	+	150949929	150949959	150963992	150964088	150927178	150928175	150985903	150986165	24	49,38,40,39	1,0,2,0	37,36,22,23	0,0,1,0	69	135	0.5988441678618	0.896560467473613	0.99,1.0,0.975,1.0	1.0,1.0,0.977,1.0	-0.003
25	"gene-Iqsec2"	"Iqsec2"	chrNC_000086.8	+	150949929	150949959	150963992	150964088	150927208	150928175	150976861	150977599	25	10,6,7,14	5,1,1,5	9,5,13,3	1,1,5,7	69	135	0.787558751523925	0.966447219401207	0.796,0.922,0.932,0.846	0.946,0.907,0.836,0.456	0.088
26	"gene-Tsr2"	"Tsr2"	chrNC_000086.8	-	149874671	149874763	149879160	149879251	149870089	149873410	149879424	149879539	26	34,44,49,40	2,1,5,1	42,35,37,44	5,4,3,4	130	131	0.083614702671429	0.519501803244201	0.945,0.978,0.908,0.976	0.894,0.898,0.926,0.917	0.043
27	"gene-Alas2"	"Alas2"	chrNC_000086.8	+	149335144	149335340	149335954	149336077	149330442	149330481	149336928	149337039	27	22,19,20,14	14,32,29,20	24,13,23,32	21,13,25,29	235	162	0.264380126235575	0.714208889371196	0.52,0.29,0.322,0.325	0.441,0.408,0.388,0.432	-0.053
28	"gene-Alas2"	"Alas2"	chrNC_000086.8	+	149335144	149335340	149335999	149336077	149330442	149330481	149336928	149337039	28	22,19,20,14	10,28,19,17	24,13,23,32	21,9,18,22	235	117	0.327861217540938	0.751852732016401	0.523,0.253,0.344,0.291	0.363,0.418,0.389,0.42	-0.045
29	"gene-Rtl4"	"Rtl4"	chrNC_000086.8	+	143892572	143892704	143899152	143899273	143892426	143892481	143899850	143899962	29	2,0,2,0	1,0,0,0	4,2,0,2	0,0,0,0	171	160	0.138421679203779	0.603579525636205	0.652,NA,1.0,NA	1.0,1.0,NA,1.0	-0.174
30	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142311535	142311695	142346255	142346350	142301369	142301759	142476282	142476484	30	19,10,17,24	22,22,14,18	18,9,7,9	13,12,14,16	199	134	0.558290208360874	0.879127148384213	0.368,0.234,0.45,0.473	0.482,0.336,0.252,0.275	0.045
31	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142311535	142311695	142425655	142425674	142301370	142301759	142476282	142476484	31	19,10,17,24	0,0,0,2	18,9,7,9	0,0,0,0	199	58	0.293932290204111	0.73702308078963	1.0,1.0,1.0,0.778	1.0,1.0,1.0,1.0	-0.055
32	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142311552	142311695	142346255	142346350	142301369	142301759	142476282	142476484	32	5,7,8,12	22,22,14,18	7,3,3,3	13,12,14,16	182	134	0.26317901189832	0.714208889371196	0.143,0.19,0.296,0.329	0.284,0.155,0.136,0.121	0.066
33	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142346255	142346350	142425655	142425674	142301370	142301759	142476282	142476484	33	22,22,14,18	0,0,0,2	13,12,14,16	0,0,0,0	134	58	0.12755082641236	0.58697393040594	1.0,1.0,1.0,0.796	1.0,1.0,1.0,1.0	-0.051
34	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142476282	142476484	142492643	142492744	142301370	142301759	142498131	142498285	34	83,112,120,106	104,103,115,106	75,71,72,74	80,78,90,83	241	140	0.277064197080316	0.726168572038633	0.317,0.387,0.377,0.367	0.353,0.346,0.317,0.341	0.023
35	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142476282	142476484	142492643	142492744	142301586	142301759	142496889	142496934	35	85,112,116,106	17,11,7,8	75,70,72,74	10,6,6,8	241	140	0.999202115572178	0.999202115572178	0.744,0.855,0.906,0.885	0.813,0.871,0.875,0.843	-0.003
36	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142492643	142492744	142496889	142496934	142476282	142476484	142498131	142498285	36	256,245,276,256	3,5,4,9	211,212,204,215	4,4,4,1	140	84	0.417599601668759	0.806175766347498	0.981,0.967,0.976,0.945	0.969,0.97,0.968,0.992	-0.008
37	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142495273	142495336	142496889	142496934	142492643	142492744	142498131	142498285	37	0,0,0,0	20,20,17,22	0,0,0,3	17,10,13,11	102	84	0.999202115572178	0.999202115572178	0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.183	-0.046
38	"gene-Atg4a"	"Atg4a"	chrNC_000086.8	+	139888914	139888986	139889028	139889114	139887027	139887138	139890906	139891005	38	8,10,16,11	12,11,10,11	5,7,5,12	19,16,16,13	111	125	0.0259299645691333	0.385683671022415	0.429,0.506,0.643,0.53	0.229,0.33,0.26,0.51	0.195
39	"gene-Frmpd3"	"Frmpd3"	chrNC_000086.8	+	139262893	139263048	139266477	139266580	139177866	139178816	139269567	139269613	39	3,2,4,0	1,1,0,2	0,1,0,1	1,2,0,2	194	142	0.279457959928208	0.727531679182001	0.687,0.594,1.0,0.0	0.0,0.268,NA,0.268	0.392
40	"gene-Frmpd3"	"Frmpd3"	chrNC_000086.8	+	139262893	139263048	139269567	139269613	139177866	139178816	139284751	139284856	40	2,2,2,0	4,2,2,2	0,1,0,1	1,0,1,0	194	85	0.661096990269986	0.919714945787388	0.18,0.305,0.305,0.0	0.0,1.0,0.0,1.0	-0.302
41	"gene-Frmpd3"	"Frmpd3"	chrNC_000086.8	+	139266477	139266580	139269567	139269613	139262893	139263048	139284751	139284856	41	0,1,0,1	2,1,2,2	0,3,0,1	1,0,0,0	142	85	0.215347283387261	0.671905372709095	0.0,0.374,0.0,0.23	0.0,1.0,NA,1.0	-0.516
42	"gene-Tmsb15l"	"Tmsb15l"	chrNC_000086.8	-	135857483	135857588	135876146	135876251	135855736	135856231	135877507	135877623	42	45,68,49,39	56,80,52,61	57,32,38,49	42,45,67,62	144	144	0.971130162460276	0.999202115572178	0.446,0.459,0.485,0.39	0.576,0.416,0.362,0.441	-0.004
43	"gene-Tceal3"	"Tceal3"	chrNC_000086.8	+	135494950	135494999	135567872	135567939	135493607	135493712	135568259	135569126	43	11,13,12,7	46,43,55,48	21,11,13,14	32,38,45,47	88	106	0.0792947371231341	0.51265440955774	0.224,0.267,0.208,0.149	0.441,0.259,0.258,0.264	-0.093
44	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134740493	134740621	134741141	134741218	134739813	134740011	134741367	134741439	44	61,44,34,47	58,75,72,78	18,19,19,15	35,71,66,74	167	116	0.00183538903530656	0.249951259631798	0.422,0.29,0.247,0.295	0.263,0.157,0.167,0.123	0.136
45	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134740531	134740621	134741141	134741218	134739813	134740011	134741367	134741439	45	17,21,19,19	58,75,72,78	13,23,21,12	35,71,66,74	129	116	0.829200661924435	0.980575796991175	0.209,0.201,0.192,0.18	0.25,0.226,0.222,0.127	-0.011
46	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134696890	134697085	134698301	134698378	134652693	134652766	134698771	134698843	46	63,73,42,67	16,3,9,12	33,39,38,35	4,10,5,11	234	116	0.399940324933022	0.796966315713588	0.661,0.923,0.698,0.735	0.804,0.659,0.79,0.612	0.038
47	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134696890	134697085	134698536	134698613	134652693	134652766	134698771	134698843	47	63,73,42,67	158,148,119,95	33,39,38,35	66,64,66,72	234	116	0.377720572862091	0.785712948757323	0.165,0.196,0.149,0.259	0.199,0.232,0.222,0.194	-0.019
48	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134697697	134697786	134698301	134698378	134696890	134697085	134698536	134698613	48	32,30,47,31	150,192,149,169	8,15,21,14	43,63,75,70	128	116	0.678586745668716	0.926749532979037	0.162,0.124,0.222,0.143	0.144,0.177,0.202,0.153	-0.006
49	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134698301	134698378	134698536	134698613	134652693	134652766	134698771	134698843	49	16,3,9,12	158,148,119,95	4,10,5,11	66,64,66,72	116	116	0.228385092434612	0.688219181734612	0.092,0.02,0.07,0.112	0.057,0.135,0.07,0.133	-0.025
50	"gene-Gprasp1"	"Gprasp1"	chrNC_000086.8	+	134698301	134698378	134698536	134698613	134697697	134697786	134698771	134698843	50	20,5,26,19	156,144,118,93	5,30,10,7	67,64,66,72	116	116	0.68615453786688	0.929570276178544	0.114,0.034,0.181,0.17	0.069,0.319,0.132,0.089	-0.027
51	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587974	133588765	133588855	133586398	133586486	133589198	133589281	51	3,1,1,1	57,47,39,50	1,0,0,4	46,36,31,58	117	129	0.707718312043794	0.937546933396557	0.055,0.023,0.027,0.022	0.023,0.0,0.0,0.071	0.008
52	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587974	133588765	133588843	133587226	133587386	133589198	133589281	52	6,7,13,13	10,6,10,14	12,2,8,7	12,12,4,9	117	117	0.565719074503921	0.882115830496988	0.375,0.538,0.565,0.481	0.5,0.143,0.667,0.438	0.053
53	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587974	133588765	133588855	133587226	133587386	133589198	133589281	53	6,7,13,13	57,51,41,51	12,2,8,7	48,38,33,58	117	129	0.498906509950753	0.853698168458041	0.104,0.131,0.259,0.219	0.216,0.055,0.211,0.117	0.028
54	"gene-Hnrnph2"	"Hnrnph2"	chrNC_000086.8	+	133503440	133503511	133503666	133503711	133501927	133502082	133505603	133507809	54	137,106,132,123	16,14,9,8	130,142,117,123	7,16,10,12	110	84	0.747937590923299	0.95280645588037	0.867,0.853,0.918,0.922	0.934,0.871,0.899,0.887	-0.008
55	"gene-Xkrx"	"Xkrx"	chrNC_000086.8	-	133062324	133062390	133077005	133077879	133057961	133058230	133086045	133086743	55	0,0,0,1	1,0,1,0	2,0,1,0	0,0,0,0	913	105	0.00860274047818732	0.281736031089964	0.0,NA,0.0,1.0	1.0,NA,1.0,NA	-0.667
56	"gene-Rps6ka6"	"Rps6ka6"	chrNC_000086.8	-	110359988	110360051	110372546	110372798	110355927	110355987	110396365	110396497	56	42,37,27,29	23,27,27,29	21,22,22,24	23,31,17,26	291	102	0.0803461688042946	0.513659237640379	0.39,0.324,0.26,0.26	0.242,0.199,0.312,0.244	0.059
58	"gene-Atrx"	"Atrx"	chrNC_000086.8	-	104881844	104882020	104883446	104883584	104879915	104880033	104889102	104889280	58	236,272,268,259	280,331,277,314	231,215,190,226	269,214,273,302	177	215	0.496390690949868	0.851802063094867	0.506,0.5,0.54,0.5	0.511,0.55,0.458,0.476	0.013
59	"gene-Gm50594"	"Gm50594"	chrNC_000086.8	-	104340509	104340563	104365152	104365244	104330558	104331353	104373746	104383104	59	1,6,0,0	1,3,1,0	0,0,2,1	0,4,2,3	131	93	0.218536411852661	0.677269048759149	0.415,0.587,0.0,NA	NA,0.0,0.415,0.191	0.132
60	"gene-Zdhhc15"	"Zdhhc15"	chrNC_000086.8	-	103617774	103617844	103631906	103632027	103616110	103616143	103641697	103641792	60	5,5,7,8	11,2,4,4	7,4,2,6	1,2,1,4	160	109	0.210327587682007	0.670083280027692	0.236,0.63,0.544,0.577	0.827,0.577,0.577,0.505	-0.125
61	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103020915	103020988	103022109	103022201	103010096	103010286	103022878	103022940	61	0,3,1,2	1,0,0,0	1,3,1,2	0,2,0,1	131	112	0.328192730835723	0.751852732016401	0.0,1.0,1.0,1.0	1.0,0.562,1.0,0.631	-0.048
62	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100704857	100704937	100706964	100707160	100699229	100699346	100707448	100707589	62	185,235,223,233	464,648,586,490	182,171,197,203	507,491,483,489	119	235	0.401023961014968	0.797194736686158	0.441,0.417,0.429,0.484	0.415,0.407,0.446,0.45	0.013
63	"gene-Med12"	"Med12"	chrNC_000086.8	+	100325343	100325488	100325655	100325706	100324968	100325139	100326006	100326125	63	44,57,63,36	8,12,14,18	48,56,45,56	14,29,24,15	184	90	0.097325247303006	0.546903401173281	0.729,0.699,0.688,0.495	0.626,0.486,0.478,0.646	0.094
64	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99851658	99851758	99853467	99853513	99850785	99850861	99855107	99855149	64	8,5,9,9	95,66,65,78	14,22,12,6	96,62,67,90	139	85	0.21272361274676	0.671135526511859	0.049,0.044,0.078,0.066	0.082,0.178,0.099,0.039	-0.04
65	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99851658	99851758	99853467	99853513	99850785	99850861	99856331	99856382	65	4,2,7,7	82,78,57,66	8,11,8,3	80,56,66,82	139	85	0.314630178260185	0.74745179313811	0.029,0.015,0.07,0.061	0.058,0.107,0.069,0.022	-0.02
66	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99851658	99851758	99855107	99855149	99850785	99850861	99856331	99856382	66	4,2,7,7	17,19,15,15	8,11,8,3	28,11,23,16	139	81	0.528702507259618	0.86502490442534	0.121,0.058,0.214,0.214	0.143,0.368,0.169,0.099	-0.043
67	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99853467	99853513	99855107	99855149	99850785	99850861	99856331	99856382	67	82,78,57,66	17,19,15,15	80,56,66,82	28,11,23,16	85	81	0.399164488947322	0.796966315713588	0.821,0.796,0.784,0.807	0.731,0.829,0.732,0.83	0.021
68	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99855107	99855149	99856331	99856382	99850785	99850861	99856942	99857044	68	0,1,0,0	60,31,49,40	0,0,0,0	48,59,50,52	81	90	0.329468372207733	0.752068842965286	0.0,0.035,0.0,0.0	0.0,0.0,0.0,0.0	0.009
69	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99855107	99855149	99856331	99856382	99851658	99851758	99856942	99857044	69	0,2,0,0	59,31,49,40	2,5,3,0	46,59,50,52	81	90	0.0456976725422463	0.459881998954488	0.0,0.067,0.0,0.0	0.046,0.086,0.062,0.0	-0.032
70	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99855107	99855149	99856331	99856382	99853467	99853513	99856942	99857044	70	27,10,10,14	107,88,77,73	15,13,11,22	86,91,93,101	81	90	0.761743667007308	0.956755571482203	0.219,0.112,0.126,0.176	0.162,0.137,0.116,0.195	0.006
71	"gene-Eif2s3x"	"Eif2s3x"	chrNC_000086.8	-	93239877	93240050	93240893	93241063	93232314	93234528	93243319	93243464	71	324,402,319,471	161,190,240,228	446,411,305,483	234,243,154,242	209	212	0.827949928634192	0.980377329185909	0.671,0.682,0.574,0.677	0.659,0.632,0.668,0.669	-0.006
72	"gene-Eif2s3x"	"Eif2s3x"	chrNC_000086.8	-	93240893	93241063	93243319	93243464	93239877	93240050	93244495	93244590	72	329,394,313,446	257,323,284,391	453,403,254,417	362,339,236,393	184	209	0.564202120399967	0.882115830496988	0.593,0.581,0.556,0.564	0.587,0.575,0.55,0.547	0.009
73	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76808178	76808256	76808954	76809012	76807711	76807860	76816721	76816841	73	6,6,6,3	54,58,48,48	0,5,2,2	55,55,61,59	97	117	0.0331328421508188	0.413420166742935	0.118,0.111,0.131,0.07	0.0,0.099,0.038,0.039	0.064
74	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76808954	76809012	76816721	76816841	76808178	76808256	76825643	76825907	74	49,64,60,70	24,24,30,35	54,64,68,55	39,25,45,31	159	97	0.174815934272057	0.640003678576199	0.555,0.619,0.55,0.55	0.458,0.61,0.48,0.52	0.051
75	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76814852	76814948	76816721	76816841	76808954	76809012	76825643	76825907	75	58,75,69,78	44,54,59,35	59,76,72,61	36,44,51,40	159	135	0.666761706243578	0.921546218135296	0.528,0.541,0.498,0.654	0.582,0.595,0.545,0.564	-0.016
76	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76814852	76814948	76816721	76816841	76808954	76809012	76829733	76829902	76	9,9,9,7	44,54,59,35	8,11,6,8	34,44,51,38	159	135	0.662824345402781	0.920577061270473	0.148,0.124,0.115,0.145	0.167,0.175,0.091,0.152	-0.013
77	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76814852	76814948	76825643	76825907	76808954	76809012	76829733	76829902	77	119,125,109,139	44,54,59,35	137,128,115,137	34,44,51,38	303	135	0.129005800274723	0.588059900148441	0.546,0.508,0.451,0.639	0.642,0.564,0.501,0.616	-0.045
78	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76816721	76816841	76825643	76825907	76808954	76809012	76829733	76829902	78	119,125,109,139	9,9,9,7	137,128,115,137	8,11,6,8	303	159	0.731523876557156	0.947140510681807	0.874,0.879,0.864,0.912	0.9,0.859,0.91,0.9	-0.01
79	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76816721	76816841	76825643	76825907	76814852	76814948	76829733	76829902	79	118,122,109,136	46,49,75,43	135,127,111,138	69,30,78,43	303	159	0.756891810787614	0.954777274916158	0.574,0.566,0.433,0.624	0.507,0.69,0.428,0.627	-0.014
80	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76825643	76825907	76829733	76829902	76814852	76814948	76839153	76839545	80	66,91,84,69	45,53,53,57	74,77,71,98	61,58,52,55	208	303	0.642389410802747	0.91413614305064	0.681,0.714,0.698,0.638	0.639,0.659,0.665,0.722	0.011
81	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76825643	76825907	76829733	76829902	76816721	76816841	76839153	76839545	81	67,90,87,69	106,132,129,142	74,77,73,100	117,148,133,122	208	303	0.914572314069604	0.999202115572178	0.479,0.498,0.496,0.414	0.48,0.431,0.444,0.544	-0.003
82	"gene-Gm44504"	"Gm44504"	chrNC_000086.8	-	73411306	73411515	73411758	73411864	73411052	73411192	73412021	73412364	82	71,68,51,74	162,135,146,164	80,48,78,72	198,183,181,196	145	248	0.123269039495066	0.580327383733482	0.428,0.463,0.374,0.436	0.409,0.31,0.424,0.386	0.043
83	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73066078	73066270	73066454	73066558	73065790	73065855	73066671	73066803	83	16,23,23,19	38,59,39,35	32,22,23,23	60,42,65,40	143	231	0.938432830543965	0.999202115572178	0.405,0.386,0.488,0.467	0.463,0.458,0.364,0.482	-0.005
84	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973610	72973686	72973792	72973868	72973286	72973459	72974013	72974123	84	1,2,0,2	1,1,3,1	3,2,5,2	5,5,4,2	115	115	0.999202115572178	0.999202115572178	0.5,0.667,0.0,0.667	0.375,0.286,0.556,0.5	0.029
85	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973610	72973717	72973792	72973868	72973286	72973459	72974013	72974123	85	1,2,0,2	1,1,3,1	3,2,5,2	5,5,4,2	115	146	0.999202115572178	0.999202115572178	0.559,0.717,0.0,0.717	0.432,0.337,0.613,0.559	0.013
86	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72841799	72841898	72839981	72840083	72842363	72842454	86	109,104,101,116	141,138,131,162	112,87,98,125	159,124,149,139	138	102	0.775225520294832	0.961196374633799	0.364,0.358,0.363,0.346	0.342,0.341,0.327,0.399	0.006
87	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72841799	72841898	72839981	72840083	72843439	72843693	87	6,7,4,7	137,138,130,158	4,2,7,5	158,120,146,133	138	102	0.290963361854267	0.733231200840149	0.031,0.036,0.022,0.032	0.018,0.012,0.034,0.027	0.007
88	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72842363	72842454	72839981	72840083	72843439	72843693	88	52,47,51,58	137,138,130,158	58,58,56,53	158,120,146,133	130	102	0.313102441753948	0.746958600472734	0.229,0.211,0.235,0.224	0.224,0.275,0.231,0.238	-0.017
89	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72841799	72841898	72842363	72842454	72839981	72840083	72843439	72843693	89	52,47,51,58	6,7,4,7	58,58,56,53	4,2,7,5	130	138	0.173191755608268	0.638596575359501	0.902,0.877,0.931,0.898	0.939,0.969,0.895,0.918	-0.028
