ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
25	"gene-Txlng"	"Txlng"	chrNC_000086.8	-	161594287	161594591	161594287	161594384	161594531	161594591	25	42,56,60,56	1,1,2,4	31,40,42,42	1,3,3,0	186	39	0.613660732530767	0.896322405365752	0.898,0.922,0.863,0.746	0.867,0.737,0.746,1.0	0.02
26	"gene-Phka2"	"Phka2"	chrNC_000086.8	+	159285157	159285900	159285157	159285288	159285742	159285900	26	26,35,39,50	3,1,2,2	33,27,39,54	1,1,0,0	493	39	0.0345116792919051	0.36465170572579	0.407,0.735,0.607,0.664	0.723,0.681,1.0,1.0	-0.248
29	"gene-Klf8"	"Klf8"	chrNC_000086.8	+	152142837	152143479	152142837	152142899	152143291	152143479	29	12,4,14,8	0,0,0,4	11,8,5,11	1,0,0,2	431	39	0.617516598019775	0.897082452161884	1.0,1.0,1.0,0.153	0.499,1.0,1.0,0.332	0.081
30	"gene-Klf8"	"Klf8"	chrNC_000086.8	+	152142837	152143479	152142837	152142960	152143291	152143479	30	11,3,12,6	1,2,0,5	7,8,5,10	4,1,2,1	370	39	0.836243781302457	0.999202115572178	0.537,0.137,1.0,0.112	0.156,0.457,0.209,0.513	0.113
31	"gene-Maged2"	"Maged2"	chrNC_000086.8	-	149589705	149590177	149589705	149589843	149589909	149590177	31	354,310,239,324	5,4,2,2	317,277,317,358	4,1,0,3	105	39	0.181136508735262	0.596059905315035	0.963,0.966,0.978,0.984	0.967,0.99,1.0,0.978	-0.011
34	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893895	135894819	135893895	135894101	135894679	135894819	34	486,730,564,471	0,1,1,0	536,447,560,553	3,0,0,1	617	39	0.548781532080819	0.851720646975479	1.0,0.979,0.973,1.0	0.919,1.0,1.0,0.972	0.015
35	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893895	135894819	135893895	135894153	135894679	135894819	35	398,633,474,413	0,0,1,0	476,381,469,487	0,0,0,0	565	39	0.316676893309477	0.704845231531427	1.0,1.0,0.97,1.0	1.0,1.0,1.0,1.0	-0.008
36	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708202	133708474	133708202	133708262	133708351	133708474	36	37,71,57,50	1,2,0,1	49,43,47,58	3,1,2,1	128	39	0.223529281244831	0.645014092768673	0.919,0.915,1.0,0.938	0.833,0.929,0.877,0.946	0.047
37	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708202	133708474	133708202	133708262	133708369	133708474	37	40,76,60,55	102,100,107,128	49,44,53,61	93,92,123,104	146	39	0.763494194004952	0.980515762767005	0.095,0.169,0.13,0.103	0.123,0.113,0.103,0.135	0.006
38	"gene-Armcx6"	"Armcx6"	chrNC_000086.8	-	133651689	133652116	133651689	133651782	133652078	133652116	38	29,28,33,22	50,39,27,39	25,24,43,20	25,34,38,36	335	39	0.476978204270802	0.808437634357292	0.063,0.077,0.125,0.062	0.104,0.076,0.116,0.061	-0.007
39	"gene-Drp2"	"Drp2"	chrNC_000086.8	+	133341083	133342135	133341083	133341169	133341977	133342135	39	163,217,213,157	50,46,44,47	215,205,183,155	69,47,37,47	847	39	0.720719950972417	0.965096060603907	0.131,0.178,0.182,0.133	0.125,0.167,0.185,0.132	0.004
40	"gene-Cenpi"	"Cenpi"	chrNC_000086.8	+	133209314	133209596	133209314	133209382	133209475	133209596	40	5,3,2,1	0,3,9,5	6,1,0,0	0,4,0,2	132	39	0.282464903008764	0.69124386648422	1.0,0.228,0.062,0.056	1.0,0.069,NA,0.0	-0.02
42	"gene-Nexmif"	"Nexmif"	chrNC_000086.8	-	103120366	103126889	103120366	103124708	103126759	103126889	42	1007,1048,1169,1121	4,3,7,12	897,746,743,924	4,3,4,0	2090	39	0.134316935299297	0.537267741197188	0.824,0.867,0.757,0.635	0.807,0.823,0.776,1.0	-0.081
43	"gene-Xist"	"Xist"	chrNC_000086.8	-	102503978	102511642	102503978	102504316	102509984	102511642	43	75,107,97,22687	0,0,0,63	34463,31161,96,32935	127,104,1,97	5707	39	0.186061521672985	0.604376172487656	1.0,1.0,1.0,0.711	0.65,0.672,0.396,0.699	0.324
48	"gene-Taf1"	"Taf1"	chrNC_000086.8	+	100642914	100644635	100642914	100642979	100644098	100644635	48	767,897,866,793	3,7,12,8	966,790,915,960	6,7,7,14	1158	39	0.896572382718824	0.999202115572178	0.896,0.812,0.708,0.77	0.844,0.792,0.815,0.698	0.009
49	"gene-Itgb1bp2"	"Itgb1bp2"	chrNC_000086.8	+	100506745	100507685	100506745	100506900	100507485	100507685	49	2,3,2,5	0,0,0,2	1,2,1,6	0,0,0,0	624	39	0.213625307981929	0.633615009866221	1.0,1.0,1.0,0.135	1.0,1.0,1.0,1.0	-0.216
51	"gene-Itgb1bp2"	"Itgb1bp2"	chrNC_000086.8	+	100506745	100520391	100506745	100507685	100508257	100520391	51	3,1,0,10	0,1,0,0	3,3,4,2	0,0,2,0	611	39	0.457042352083788	0.793377920542223	1.0,0.06,NA,1.0	1.0,1.0,0.113,1.0	-0.092
52	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100456717	100457267	100456717	100456883	100457094	100457267	52	98,149,131,92	95,83,85,80	102,124,104,136	80,91,72,104	250	39	0.953402528858661	0.999202115572178	0.139,0.219,0.194,0.152	0.166,0.175,0.184,0.169	0.003
53	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100458353	100459012	100458353	100458504	100458793	100459012	53	179,209,188,160	119,93,69,79	201,142,156,195	77,77,92,98	328	39	0.866854029637547	0.999202115572178	0.152,0.211,0.245,0.194	0.237,0.18,0.168,0.191	0.007
54	"gene-Pja1"	"Pja1"	chrNC_000086.8	-	98509343	98511914	98509343	98511188	98511728	98511914	54	1755,1518,1506,1751	161,100,127,121	1387,1384,1339,1505	124,102,94,107	579	39	0.763751742355299	0.980515762767005	0.423,0.506,0.444,0.494	0.43,0.478,0.49,0.486	-0.004
55	"gene-Pja1"	"Pja1"	chrNC_000086.8	-	98509343	98511920	98509343	98511179	98511728	98511920	55	1767,1525,1515,1753	13,13,7,18	1389,1387,1347,1507	8,10,9,12	588	39	0.604353243671532	0.889689317707828	0.9,0.886,0.935,0.866	0.92,0.902,0.908,0.893	-0.009
56	"gene-Maged1"	"Maged1"	chrNC_000086.8	-	93581281	93581671	93581281	93581361	93581579	93581671	56	441,558,484,454	1344,1170,1273,1331	553,493,524,598	1387,1205,1385,1370	257	39	0.334258950520914	0.717754567270434	0.047,0.067,0.055,0.049	0.057,0.058,0.054,0.062	-0.003
57	"gene-Klhl15"	"Klhl15"	chrNC_000086.8	+	93278300	93279026	93278300	93278731	93278826	93279026	57	7,4,10,1	0,1,1,4	1,1,0,3	0,1,2,0	134	39	0.999202115572178	0.999202115572178	1.0,0.538,0.744,0.068	1.0,0.225,0.0,1.0	0.031
58	"gene-Klhl15"	"Klhl15"	chrNC_000086.8	+	93296020	93299574	93296020	93296732	93297545	93299574	58	0,10,2,2	1,0,1,0	11,13,2,1	0,0,0,0	852	39	0.0744163696478232	0.459968730715022	0.0,1.0,0.084,1.0	1.0,1.0,1.0,1.0	-0.479
60	"gene-Arx"	"Arx"	chrNC_000086.8	+	92330112	92330529	92330112	92330165	92330283	92330529	60	176,135,119,159	12,8,10,6	171,153,159,174	13,10,12,6	157	39	0.940707909824665	0.999202115572178	0.785,0.807,0.747,0.868	0.766,0.792,0.767,0.878	0.001
62	"gene-Fam3a"	"Fam3a"	chrNC_000086.8	-	73436280	73436856	73436280	73436353	73436704	73436856	62	116,138,137,130	0,2,1,2	142,155,149,141	1,0,3,2	390	39	0.822549065815595	0.999202115572178	1.0,0.873,0.932,0.867	0.934,1.0,0.832,0.876	0.008
63	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73057519	73059107	73057519	73057731	73059011	73059107	63	349,341,455,380	0,0,0,0	504,448,680,537	0,1,0,1	1319	39	0.00574653359250232	0.225719567637761	1.0,1.0,1.0,1.0	1.0,0.93,1.0,0.941	0.032
64	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72700836	72701119	72700836	72700949	72701043	72701119	64	111,178,134,137	91,100,86,109	151,143,190,138	112,104,124,100	133	39	0.8238202690591	0.999202115572178	0.263,0.343,0.314,0.269	0.283,0.287,0.31,0.288	0.005
67	"gene-Gabrq"	"Gabrq"	chrNC_000086.8	+	71868768	71869210	71868768	71868929	71869028	71869210	67	1,5,1,1	0,0,1,0	0,0,0,0	0,2,0,0	138	39	0.0557170192758671	0.445974464859407	1.0,1.0,0.22,1.0	NA,0.0,NA,NA	0.805
69	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70601658	70602178	70601658	70601813	70602038	70602178	69	7,19,40,26	615,538,626,577	28,19,19,10	717,557,546,604	264	39	0.705638671502781	0.955881139246003	0.002,0.005,0.009,0.007	0.006,0.005,0.005,0.002	0.001
72	"gene-Slc7a6"	"Slc7a6"	chrNC_000074.7	+	106905733	106906292	106905733	106905919	106906118	106906292	72	132,122,176,139	1,2,1,0	159,119,102,130	1,0,2,0	238	39	0.777575203778548	0.983973765086122	0.956,0.909,0.966,1.0	0.963,1.0,0.893,1.0	-0.006
73	"gene-Slc7a6"	"Slc7a6"	chrNC_000074.7	+	106918970	106919906	106918970	106919066	106919782	106919906	73	121,210,191,190	7,2,8,10	174,191,192,193	1,8,3,3	755	39	0.0830107727262065	0.469555886128037	0.472,0.844,0.552,0.495	0.9,0.552,0.768,0.769	-0.156
74	"gene-Slc7a6"	"Slc7a6"	chrNC_000074.7	+	106918970	106919906	106918970	106919115	106919782	106919906	74	107,172,159,168	35,40,37,34	154,174,163,154	51,33,30,36	706	39	0.679080214540806	0.938320469283374	0.144,0.192,0.192,0.214	0.143,0.226,0.231,0.191	-0.012
75	"gene-Dus2"	"Dus2"	chrNC_000074.7	+	106756983	106758431	106756983	106757075	106758329	106758431	75	32,93,51,61	15,27,21,23	47,33,26,52	26,12,21,19	1293	39	0.150037181291537	0.555183902074912	0.06,0.094,0.068,0.074	0.052,0.077,0.036,0.076	0.014
77	"gene-9130024F11Rik"	"9130024F11Rik"	chrNC_000067.7	+	57010627	57014355	57010627	57010930	57013416	57014355	77	1025,945,1081,1170	137,142,129,130	1291,1119,1188,1254	124,91,103,92	2525	39	0.000577367265613304	0.120239382694631	0.104,0.093,0.115,0.122	0.139,0.16,0.151,0.174	-0.048
80	"gene-Tk2"	"Tk2"	chrNC_000074.7	-	104953325	104954983	104953325	104954745	104954835	104954983	80	122,99,105,123	5,5,4,5	116,133,145,109	4,4,5,2	129	39	0.192935979305145	0.607215596887746	0.881,0.857,0.888,0.881	0.898,0.91,0.898,0.943	-0.036
81	"gene-Mcf2l"	"Mcf2l"	chrNC_000074.7	+	13068695	13070502	13068695	13068799	13068885	13070502	81	330,345,291,324	45,53,50,41	300,309,315,394	46,49,45,51	125	39	0.954838190546757	0.999202115572178	0.696,0.67,0.645,0.711	0.67,0.663,0.686,0.707	-0.001
82	"gene-Mcf2l"	"Mcf2l"	chrNC_000074.7	+	13068695	13070502	13068695	13068799	13068938	13070502	82	472,463,390,470	150,163,115,185	423,459,446,556	175,124,179,167	178	39	0.999202115572178	0.999202115572178	0.408,0.384,0.426,0.358	0.346,0.448,0.353,0.422	0.002
83	"gene-Cdh8"	"Cdh8"	chrNC_000074.7	-	99752587	99757690	99752587	99756543	99757470	99757690	83	323,307,270,315	2,8,6,15	299,291,317,252	4,7,7,2	966	39	0.490079248706679	0.818748148197316	0.867,0.608,0.645,0.459	0.751,0.627,0.646,0.836	-0.07
84	"gene-Cdh8"	"Cdh8"	chrNC_000074.7	-	99755400	99757690	99755400	99756543	99757507	99757690	84	334,312,281,323	10,19,15,22	307,293,321,261	9,7,13,13	1003	39	0.0717142314485077	0.453191359918922	0.565,0.39,0.421,0.363	0.57,0.619,0.49,0.438	-0.095
85	"gene-Pip5k1c"	"Pip5k1c"	chrNC_000076.7	+	81150825	81153237	81150825	81150952	81151712	81153237	85	324,494,486,327	81,89,62,77	487,406,367,501	99,109,78,65	799	39	0.859718135999228	0.999202115572178	0.163,0.213,0.277,0.172	0.194,0.154,0.187,0.273	0.004
86	"gene-Pip5k1c"	"Pip5k1c"	chrNC_000076.7	+	81150825	81153237	81150825	81150952	81153159	81153237	86	868,1328,1202,831	196,176,184,199	1321,1044,1165,1298	173,209,170,212	2246	39	0.290704361145953	0.697776844210697	0.071,0.116,0.102,0.068	0.117,0.08,0.106,0.096	-0.011
87	"gene-Pip5k1c"	"Pip5k1c"	chrNC_000076.7	+	81151712	81153237	81151712	81151790	81153159	81153237	87	580,893,769,537	73,77,69,97	882,681,832,829	103,83,65,68	1408	39	0.366997601258069	0.736626009693615	0.18,0.243,0.236,0.133	0.192,0.185,0.262,0.252	-0.025
89	"gene-Zmat4"	"Zmat4"	chrNC_000074.7	+	24184381	24191124	24184381	24189059	24190265	24191124	89	3,6,0,4	2,0,0,0	0,3,3,0	0,0,0,0	1245	39	0.998785007826733	0.999202115572178	0.045,1.0,NA,1.0	NA,1.0,1.0,NA	-0.318
90	"gene-Gm26843"	"Gm26843"	chrNC_000074.7	-	94426937	94431950	94426937	94429978	94430128	94431950	90	0,2,1,0	1,3,0,2	0,1,0,1	1,0,0,0	189	39	0.255284609959467	0.676225570728102	0.0,0.121,1.0,0.0	0.0,1.0,NA,1.0	-0.386
91	"gene-Srgap1"	"Srgap1"	chrNC_000076.7	-	121664633	121665234	121664633	121664667	121665131	121665234	91	36,47,56,44	0,1,0,0	47,46,44,37	0,0,0,0	503	39	0.311848052547383	0.704253631417228	1.0,0.785,1.0,1.0	1.0,1.0,1.0,1.0	-0.054
96	"gene-Snapc4"	"Snapc4"	chrNC_000068.8	-	26263330	26264197	26263330	26263478	26264032	26264197	96	82,210,161,98	25,21,7,21	116,96,165,156	35,12,18,26	593	39	0.424497553726835	0.76959859754397	0.177,0.397,0.602,0.235	0.179,0.345,0.376,0.283	0.057
97	"gene-Snapc4"	"Snapc4"	chrNC_000068.8	-	26266880	26268079	26266880	26267048	26268032	26268079	97	66,104,106,79	23,28,32,28	95,59,64,82	23,22,33,27	1023	39	0.501568168369313	0.82525348299875	0.099,0.124,0.112,0.097	0.136,0.093,0.069,0.104	0.008
98	"gene-Lyl1"	"Lyl1"	chrNC_000074.7	+	85429268	85429624	85429268	85429319	85429419	85429624	98	1,2,7,10	0,0,1,0	4,2,5,9	0,0,0,0	139	39	0.293938400710619	0.699130104877494	1.0,1.0,0.663,1.0	1.0,1.0,1.0,1.0	-0.084
99	"gene-Gm16183"	"Gm16183"	chrNC_000074.7	-	85333760	85339085	85333760	85338453	85338700	85339085	99	1,2,4,0	0,0,1,1	8,3,1,3	0,0,1,1	286	39	0.619299568140456	0.897535606000661	1.0,1.0,0.353,0.0	1.0,1.0,0.12,0.29	-0.014
103	"gene-Gm32756"	"Gm32756"	chrNC_000070.7	+	125355986	125361337	125355986	125356057	125357057	125361337	103	0,0,0,0	1,0,0,0	0,0,3,0	0,2,0,0	1039	39	NA	NA	0.0,NA,NA,NA	NA,0.0,1.0,NA	-0.5
106	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73127666	73132999	73127666	73127790	73132834	73132999	106	914,1377,1343,948	69,82,67,72	1323,1269,1196,1224	89,98,75,92	5083	39	0.335521511522815	0.717754567270434	0.092,0.114,0.133,0.092	0.102,0.09,0.109,0.093	0.009
107	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73127666	73132999	73127666	73130510	73132834	73132999	107	356,555,573,398	0,2,0,0	525,471,501,481	0,1,0,0	2363	39	0.676039915668426	0.9370850316196	1.0,0.821,1.0,1.0	1.0,0.886,1.0,1.0	-0.016
108	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73127666	73132999	73127666	73127790	73132927	73132999	108	980,1459,1415,1008	3,5,6,6	1421,1342,1262,1310	12,2,6,10	5176	39	0.520502475572694	0.837109093396636	0.711,0.687,0.64,0.559	0.472,0.835,0.613,0.497	0.045
109	"gene-Fcho1"	"Fcho1"	chrNC_000074.7	-	72161569	72162029	72161569	72161734	72161973	72162029	109	189,299,231,185	119,96,113,99	203,241,262,275	134,91,109,127	278	39	0.755118966504458	0.977048570338485	0.182,0.304,0.223,0.208	0.175,0.271,0.252,0.233	-0.004
110	"gene-Niban3"	"Niban3"	chrNC_000074.7	+	72057551	72058362	72057551	72057679	72058250	72058362	110	31,45,22,20	8,9,7,15	30,44,34,41	7,9,7,4	610	39	0.0334810871316231	0.360565553725172	0.199,0.242,0.167,0.079	0.215,0.238,0.237,0.396	-0.1
113	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71811968	71813357	71811968	71812096	71812201	71813357	113	64,89,77,66	61,63,75,43	76,69,89,72	64,56,70,88	144	39	0.395408583262082	0.755214210868915	0.221,0.277,0.218,0.294	0.243,0.25,0.256,0.181	0.02
114	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71811968	71813357	71811968	71812096	71812307	71813357	114	132,161,155,122	18,18,19,37	158,162,164,164	40,29,35,40	250	39	0.142803473148764	0.549244127495244	0.534,0.583,0.56,0.34	0.381,0.466,0.422,0.39	0.09
116	"gene-Potefam3d"	"Potefam3d"	chrNC_000074.7	-	69927351	69935366	69927351	69927946	69935323	69935366	116	2,13,17,23	0,0,0,0	15,8,15,20	0,0,1,0	7416	39	0.112833835447507	0.509140415584599	1.0,1.0,1.0,1.0	1.0,1.0,0.073,1.0	0.232
118	"gene-Ints10"	"Ints10"	chrNC_000074.7	+	69276819	69277781	69276819	69276919	69277703	69277781	118	304,439,456,350	19,13,16,28	378,382,383,410	17,15,19,16	823	39	0.615900619750961	0.897082452161884	0.431,0.615,0.575,0.372	0.513,0.547,0.489,0.548	-0.026
120	"gene-Gm31726"	"Gm31726"	chrNC_000074.7	-	9199763	9202720	9199763	9201203	9202049	9202720	120	0,2,0,0	0,0,0,1	1,0,0,0	0,0,0,0	885	39	NA	NA	NA,1.0,NA,0.0	1.0,NA,NA,NA	-0.5
121	"gene-Hltf"	"Hltf"	chrNC_000069.7	+	20170735	20172649	20170735	20170907	20171941	20172649	121	263,288,303,265	15,15,21,12	320,357,305,321	14,16,20,19	1073	39	0.735461688410233	0.967968167951929	0.389,0.411,0.344,0.445	0.454,0.448,0.357,0.38	-0.012
122	"gene-Ammecr1l"	"Ammecr1l"	chrNC_000084.7	+	31909842	31912006	31909842	31909913	31911909	31912006	122	189,199,215,171	1,0,1,2	233,219,226,226	2,4,2,4	2035	39	0.0467560424355903	0.429235799408698	0.784,1.0,0.805,0.621	0.691,0.512,0.684,0.52	0.201
128	"gene-Adam9"	"Adam9"	chrNC_000074.7	-	25452875	25453104	25452875	25452892	25452946	25453104	128	43,42,34,24	5,8,1,4	57,43,32,31	10,5,0,9	93	39	0.857033732977672	0.999202115572178	0.783,0.688,0.934,0.716	0.705,0.783,1.0,0.591	0.011
129	"gene-Primpol"	"Primpol"	chrNC_000074.7	-	47028613	47032201	47028613	47029756	47031053	47032201	129	36,23,56,29	17,6,12,9	32,32,10,39	11,6,17,4	1336	39	0.941027107739979	0.999202115572178	0.058,0.101,0.12,0.086	0.078,0.135,0.017,0.222	-0.022
130	"gene-Ssr2"	"Ssr2"	chrNC_000069.7	+	88486914	88487341	88486914	88486993	88487186	88487341	130	46,30,24,45	126,141,143,120	32,23,42,25	140,121,130,129	232	39	0.427992377415338	0.770693821770581	0.058,0.035,0.027,0.059	0.037,0.031,0.052,0.032	0.007
131	"gene-B3gnt9"	"B3gnt9"	chrNC_000074.7	-	105979269	105981785	105979269	105981474	105981662	105981785	131	9,3,2,5	0,0,0,0	1,1,4,4	2,0,0,1	227	39	0.0287781955540873	0.338567006518675	1.0,1.0,1.0,1.0	0.079,1.0,1.0,0.407	0.379
134	"gene-Vps37a"	"Vps37a"	chrNC_000074.7	+	40994065	40996994	40994065	40994134	40996850	40996994	134	255,348,320,323	33,28,36,21	245,227,233,329	34,33,34,25	2755	39	0.0675760574097545	0.452662585519886	0.099,0.15,0.112,0.179	0.093,0.089,0.088,0.157	0.028
135	"gene-Vps37a"	"Vps37a"	chrNC_000074.7	+	40994065	40996994	40994065	40996212	40996850	40996994	135	94,128,111,91	0,0,3,0	84,100,75,105	0,0,0,0	677	39	0.412651937367503	0.765689479542087	1.0,1.0,0.681,1.0	1.0,1.0,1.0,1.0	-0.08
136	"gene-Usp40"	"Usp40"	chrNC_000067.7	-	87872862	87876318	87872862	87874429	87876223	87876318	136	123,240,226,150	36,15,22,27	181,193,191,205	36,27,33,26	1833	39	0.5888136570948	0.880233977504239	0.068,0.254,0.179,0.106	0.097,0.132,0.11,0.144	0.031
137	"gene-Usp40"	"Usp40"	chrNC_000067.7	-	87880061	87881773	87880061	87880180	87881733	87881773	137	102,203,146,135	7,10,9,12	127,129,112,148	5,7,8,6	1592	39	0.258208735714607	0.677990564216219	0.263,0.332,0.284,0.216	0.384,0.311,0.255,0.377	-0.058
138	"gene-Pcif1"	"Pcif1"	chrNC_000068.8	+	164724694	164726139	164724694	164724864	164725996	164726139	138	76,88,96,83	82,72,77,71	67,70,83,80	89,113,83,80	1171	39	0.0357448535782465	0.373453694101083	0.03,0.039,0.04,0.037	0.024,0.02,0.032,0.032	0.01
139	"gene-Osbpl1a"	"Osbpl1a"	chrNC_000084.7	-	12888368	12889364	12888368	12889152	12889244	12889364	139	133,125,128,131	7,10,7,7	146,116,185,149	11,8,13,12	131	39	0.271884826381222	0.690076052689616	0.85,0.788,0.845,0.848	0.798,0.812,0.809,0.787	0.031
142	"gene-Zfp612"	"Zfp612"	chrNC_000074.7	+	110809309	110810105	110809309	110809374	110810072	110810105	142	55,92,45,62	1,2,1,1	58,48,50,51	0,0,1,1	737	39	0.277355649453289	0.69124386648422	0.744,0.709,0.704,0.766	1.0,1.0,0.726,0.73	-0.133
143	"gene-LTO1"	"LTO1"	chrNC_000073.7	+	144472960	144474871	144472960	144473078	144473346	144474871	143	35,50,38,34	25,41,36,32	34,34,38,36	36,29,32,39	307	39	0.41103268983856	0.764826603856824	0.151,0.134,0.118,0.119	0.107,0.13,0.131,0.105	0.012
146	"gene-Letm2"	"Letm2"	chrNC_000074.7	-	26068493	26069810	26068493	26068820	26069735	26069810	146	61,115,86,61	8,2,12,17	89,80,87,80	10,9,16,3	954	39	0.999202115572178	0.999202115572178	0.238,0.702,0.227,0.128	0.267,0.267,0.182,0.522	0.014
147	"gene-Golga7"	"Golga7"	chrNC_000074.7	-	23746689	23747096	23746689	23746822	23747035	23747096	147	172,154,156,175	100,87,97,86	160,139,161,136	81,80,67,71	252	39	0.171761231191256	0.588940145958715	0.21,0.215,0.199,0.239	0.234,0.212,0.271,0.229	-0.021
148	"gene-Atp7b"	"Atp7b"	chrNC_000074.7	-	22482800	22484940	22482800	22483421	22484552	22484940	148	68,90,55,59	0,0,3,1	89,87,76,54	0,1,0,1	1170	39	0.710386914313672	0.958812860615249	1.0,1.0,0.379,0.663	1.0,0.744,1.0,0.643	-0.086
149	"gene-Ankle1"	"Ankle1"	chrNC_000074.7	+	71859322	71859617	71859322	71859428	71859505	71859617	149	7,7,8,5	4,11,3,8	19,28,17,11	5,3,2,4	116	39	0.00230218222553535	0.19372449982787	0.37,0.176,0.473,0.174	0.561,0.758,0.741,0.48	-0.337
151	"gene-Zfp446"	"Zfp446"	chrNC_000073.7	+	12715772	12718310	12715772	12715854	12716045	12718310	151	13,11,26,6	17,10,15,17	13,13,12,6	9,15,15,13	230	39	0.918431084305781	0.999202115572178	0.115,0.157,0.227,0.056	0.197,0.128,0.119,0.073	0.01
