ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
29	"gene-Siah1b"	"Siah1b"	chrNC_000086.8	-	162859010	162859131	162859110	162859131	162858573	162858665	29	1,0,0,0	1,1,1,0	0,0,1,1	0,1,0,3	78	39	0.430569485422189	0.799589582403836	0.333,0.0,0.0,NA	NA,0.0,1.0,0.143	-0.27
30	"gene-Ctps2"	"Ctps2"	chrNC_000086.8	+	161684555	161684910	161684555	161684743	161685567	161685672	30	17,19,19,17	0,0,2,1	20,13,14,24	0,0,3,0	78	39	0.855582692666826	0.999202115572178	1.0,1.0,0.826,0.895	1.0,1.0,0.7,1.0	0.005
31	"gene-Ctps2"	"Ctps2"	chrNC_000086.8	+	161684590	161684910	161684590	161684835	161686429	161686634	31	29,38,33,23	0,0,1,0	30,27,22,33	1,0,0,0	78	39	0.999202115572178	0.999202115572178	1.0,1.0,0.943,1.0	0.938,1.0,1.0,1.0	0.001
32	"gene-Ctps2"	"Ctps2"	chrNC_000086.8	+	161684556	161684910	161684556	161684743	161693004	161693175	32	16,16,19,16	4,1,10,6	25,14,21,25	3,2,6,1	78	39	0.0518054855356967	0.448456787070949	0.667,0.889,0.487,0.571	0.806,0.778,0.636,0.926	-0.133
33	"gene-Ctps2"	"Ctps2"	chrNC_000086.8	+	161696203	161696471	161696203	161696304	161704194	161704311	33	7,5,1,0	70,70,71,93	2,5,6,3	69,69,89,70	78	39	0.42300570500755	0.798206060257985	0.048,0.034,0.007,0.0	0.014,0.035,0.033,0.021	-0.003
34	"gene-Phka2"	"Phka2"	chrNC_000086.8	+	159285157	159285900	159285157	159285288	159306267	159306426	34	13,26,26,23	2,0,1,0	17,16,18,25	2,2,0,0	78	39	0.680140229283344	0.954117595951382	0.765,1.0,0.929,1.0	0.81,0.8,1.0,1.0	0.021
35	"gene-Phka2"	"Phka2"	chrNC_000086.8	+	159369774	159369950	159369774	159369945	159371960	159372014	35	0,0,2,5	32,18,19,23	7,4,5,5	34,31,17,24	44	39	0.0312450269424466	0.388464290194895	0.0,0.0,0.085,0.162	0.154,0.103,0.207,0.156	-0.093
36	"gene-Adgrg2"	"Adgrg2"	chrNC_000086.8	+	159241830	159241878	159241830	159241869	159244338	159244377	36	0,0,0,0	0,2,0,0	1,2,0,0	0,0,0,0	48	39	0.062253430420898	0.454743004102818	NA,0.0,NA,NA	1.0,1.0,NA,NA	-1.0
37	"gene-Klf8"	"Klf8"	chrNC_000086.8	+	152142837	152142960	152142837	152142899	152143291	152143479	37	2,3,2,7	0,0,0,4	8,1,2,2	1,0,0,2	78	39	0.999202115572178	0.999202115572178	1.0,1.0,1.0,0.467	0.8,1.0,1.0,0.333	0.084
38	"gene-Kantr"	"Kantr"	chrNC_000086.8	-	151110361	151110489	151110405	151110489	151110156	151110235	38	11,14,30,16	3,6,6,3	11,15,18,22	3,0,2,2	78	39	0.0437521034611199	0.419901092738302	0.647,0.538,0.714,0.727	0.647,1.0,0.818,0.846	-0.171
39	"gene-Kdm5c"	"Kdm5c"	chrNC_000086.8	+	151054855	151054934	151054855	151054925	151055070	151055270	39	38,27,33,37	75,78,79,99	44,50,34,54	118,105,60,103	48	39	0.200787573152323	0.630132073471803	0.292,0.22,0.253,0.233	0.233,0.279,0.315,0.299	-0.032
40	"gene-Iqsec2"	"Iqsec2"	chrNC_000086.8	+	150999336	150999462	150999336	150999435	151001872	151001972	40	48,36,25,20	1,0,0,0	36,31,42,20	2,0,0,0	66	39	0.548591237324085	0.8748536091817	0.966,1.0,1.0,1.0	0.914,1.0,1.0,1.0	0.013
41	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952708	149953823	149953876	41	2,3,0,8	0,0,0,1	0,0,1,2	0,0,0,0	78	39	0.398223601840408	0.781672727139013	1.0,1.0,NA,0.8	NA,NA,1.0,1.0	-0.067
42	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952708	149954641	149954762	42	2,2,0,10	4,0,0,0	0,0,1,2	2,1,1,0	78	39	0.076762321375421	0.465869085820368	0.2,1.0,NA,1.0	0.0,0.0,0.333,1.0	0.4
43	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952716	149952479	149952708	149981017	149981669	43	1,7,2,7	11,10,14,11	1,2,0,0	6,6,1,5	47	39	0.390182315632421	0.775676605742584	0.07,0.367,0.106,0.346	0.121,0.217,0.0,0.0	0.138
44	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952708	149981017	149981669	44	2,3,6,18	11,10,14,11	0,8,8,6	6,6,1,5	78	39	0.456145847313955	0.817010917443883	0.083,0.13,0.176,0.45	0.0,0.4,0.8,0.375	-0.184
45	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952716	149981017	149981669	45	2,3,6,14	1,7,2,3	0,10,8,6	1,2,0,0	78	39	0.0849777018298172	0.482750380686689	0.5,0.176,0.6,0.7	0.0,0.714,1.0,1.0	-0.185
46	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	150076805	150077037	150076805	150076896	150077417	150077548	46	44,47,22,44	20,26,27,21	34,27,19,31	13,19,5,19	78	39	0.423084394133343	0.798206060257985	0.524,0.475,0.289,0.512	0.567,0.415,0.655,0.449	-0.071
47	"gene-Tsr2"	"Tsr2"	chrNC_000086.8	-	149873591	149873777	149873600	149873777	149870089	149873410	47	11,22,21,12	74,65,80,67	12,15,14,22	77,41,92,58	48	39	0.88041164272298	0.999202115572178	0.108,0.216,0.176,0.127	0.112,0.229,0.11,0.236	-0.015
48	"gene-Maged2"	"Maged2"	chrNC_000086.8	-	149597197	149597341	149597224	149597341	149595666	149595733	48	2,1,1,4	117,123,108,103	0,5,3,1	80,67,81,90	66	39	0.739234428923891	0.98315425113401	0.01,0.005,0.005,0.022	0.0,0.042,0.021,0.007	-0.007
49	"gene-Apex2"	"Apex2"	chrNC_000086.8	-	149370888	149371175	149370918	149371175	149370038	149370122	49	2,4,0,2	15,10,11,18	1,1,2,6	16,22,20,13	69	39	0.845495037282637	0.999202115572178	0.07,0.184,0.0,0.059	0.034,0.025,0.053,0.207	-0.002
50	"gene-Vcf2"	"Vcf2"	chrNC_000086.8	-	149241957	149242146	149242067	149242146	149203337	149203437	50	51,29,38,36	11,15,14,18	42,50,25,45	12,15,17,11	78	39	0.678772998181452	0.953130018236813	0.699,0.492,0.576,0.5	0.636,0.625,0.424,0.672	-0.023
51	"gene-Htr2c"	"Htr2c"	chrNC_000086.8	+	145952565	145952766	145952565	145952671	145976764	145980273	51	16,7,13,4	2,0,0,0	2,10,4,5	0,2,0,1	78	39	0.240944595640981	0.681420261113091	0.8,1.0,1.0,1.0	1.0,0.714,1.0,0.714	0.093
54	"gene-Acsl4"	"Acsl4"	chrNC_000086.8	-	141143378	141143432	141143382	141143432	141134374	141134904	54	0,1,0,0	7,16,27,12	0,0,0,0	5,7,2,5	43	39	0.543045899063024	0.87190475290818	0.0,0.054,0.0,0.0	0.0,0.0,0.0,0.0	0.013
55	"gene-Col4a6"	"Col4a6"	chrNC_000086.8	-	139952388	139952746	139952554	139952746	139951589	139951876	55	1,0,0,0	2,1,1,3	3,0,2,0	2,0,1,1	78	39	0.0811368394071399	0.474479629512736	0.2,0.0,0.0,0.0	0.429,NA,0.5,0.0	-0.26
57	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893895	135894153	135893895	135894101	135894455	135894510	57	141,162,173,136	82,96,114,85	111,134,149,123	105,71,93,106	78	39	0.236674314807996	0.676457239083318	0.462,0.458,0.431,0.444	0.346,0.486,0.445,0.367	0.038
58	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893925	135894281	135893925	135894101	135894455	135894510	58	131,157,155,88	82,96,114,85	109,105,129,113	105,71,93,106	78	39	0.185412172093189	0.616969908585183	0.444,0.45,0.405,0.341	0.342,0.425,0.41,0.348	0.029
59	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893895	135894153	135893895	135894101	135894679	135894819	59	88,97,91,58	0,1,1,0	60,66,91,66	3,0,0,1	78	39	0.627827212534509	0.92272507594025	1.0,0.98,0.978,1.0	0.909,1.0,1.0,0.971	0.02
61	"gene-Plp1"	"Plp1"	chrNC_000086.8	+	135732701	135732963	135732701	135732858	135734016	135734185	61	10,10,5,14	21,17,22,18	3,5,16,1	23,13,26,31	78	39	0.127790557397433	0.554103995840691	0.192,0.227,0.102,0.28	0.061,0.161,0.235,0.016	0.082
62	"gene-Tceal1"	"Tceal1"	chrNC_000086.8	+	135608730	135608841	135608730	135608837	135609531	135610622	62	2,7,5,0	63,52,69,48	3,4,2,1	56,37,46,40	43	39	0.999202115572178	0.999202115572178	0.028,0.109,0.062,0.0	0.046,0.089,0.038,0.022	0.001
63	"gene-Tceal3"	"Tceal3"	chrNC_000086.8	+	135493607	135493908	135493607	135493712	135494950	135494999	63	7,1,3,9	24,26,30,21	4,6,6,6	39,30,29,34	78	39	0.822787147514996	0.999202115572178	0.127,0.019,0.048,0.176	0.049,0.091,0.094,0.081	0.014
64	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134741141	134741257	134741141	134741218	134741367	134741439	64	19,10,8,14	97,103,108,116	10,9,22,11	63,100,96,116	78	39	0.639874324225097	0.930218694728631	0.089,0.046,0.036,0.057	0.074,0.043,0.103,0.045	-0.009
65	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134741367	134741443	134741367	134741439	134741601	134741673	65	2,1,1,0	101,165,143,134	0,0,1,0	93,121,122,131	43	39	0.226484223956532	0.666344866825891	0.018,0.005,0.006,0.0	0.0,0.0,0.007,0.0	0.005
68	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708202	133708474	133708369	133708474	133708010	133708076	68	174,197,199,179	18,11,8,11	166,140,194,146	13,11,7,17	78	39	0.524642539053606	0.861986656867167	0.829,0.9,0.926,0.891	0.865,0.864,0.933,0.811	0.018
69	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708351	133708474	133708369	133708474	133708202	133708262	69	5,7,3,6	102,100,107,128	3,2,8,4	93,92,123,104	57	39	0.616656525307827	0.91569637207024	0.032,0.046,0.019,0.031	0.022,0.015,0.043,0.026	0.006
70	"gene-Armcx6"	"Armcx6"	chrNC_000086.8	-	133651689	133652116	133652078	133652116	133649203	133650974	70	6,7,4,5	2,0,0,0	2,6,14,4	0,0,0,0	78	39	0.184518584189572	0.616969908585183	0.6,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.1
71	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587980	133587896	133587974	133588765	133588843	71	9,3,14,8	70,55,60,45	5,2,4,13	37,50,43,48	45	39	0.630845722684337	0.924662779965251	0.1,0.045,0.168,0.134	0.105,0.034,0.075,0.19	0.011
72	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133588765	133588855	133588765	133588843	133589198	133589281	72	89,77,69,73	15,10,14,18	62,56,47,82	17,13,8,12	51	39	0.611745276069387	0.913477017766349	0.819,0.855,0.79,0.756	0.736,0.767,0.818,0.839	0.015
74	"gene-Drp2"	"Drp2"	chrNC_000086.8	+	133340668	133340870	133340668	133340825	133341083	133341169	74	73,70,78,61	0,4,1,3	92,74,72,67	5,2,4,2	78	39	0.257963448219071	0.699252541495784	1.0,0.897,0.975,0.91	0.902,0.949,0.9,0.944	0.022
75	"gene-Trmt2b"	"Trmt2b"	chrNC_000086.8	-	133139180	133139335	133139215	133139335	133138891	133138991	75	0,1,0,0	9,4,5,3	0,0,0,1	4,4,7,15	74	39	0.848730082706117	0.999202115572178	0.0,0.116,0.0,0.0	0.0,0.0,0.0,0.034	0.021
77	"gene-Klhl4"	"Klhl4"	chrNC_000086.8	+	113452698	113452885	113452698	113452867	113459049	113459274	77	4,5,8,4	9,1,6,14	3,2,4,2	8,6,7,4	57	39	0.321012997434598	0.740400709399276	0.233,0.774,0.477,0.164	0.204,0.186,0.281,0.255	0.18
78	"gene-Chm"	"Chm"	chrNC_000086.8	-	111973130	111974640	111974543	111974640	111962758	111962857	78	2,0,1,4	35,32,27,37	3,0,3,0	24,28,27,28	78	39	0.841142177702252	0.999202115572178	0.028,0.0,0.018,0.051	0.059,0.0,0.053,0.0	-0.004
85	"gene-Gm33605"	"Gm33605"	chrNC_000086.8	-	104190848	104192187	104192108	104192187	104190547	104190667	85	0,7,2,4	0,1,0,0	5,3,6,2	0,0,0,0	78	39	0.314441692807959	0.738679548565687	NA,0.778,1.0,1.0	1.0,1.0,1.0,1.0	-0.074
86	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103023974	103024886	103024668	103024886	103022878	103022940	86	2,0,0,0	18,14,13,20	1,0,0,0	12,7,5,13	78	39	0.999202115572178	0.999202115572178	0.053,0.0,0.0,0.0	0.04,0.0,0.0,0.0	0.003
87	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103023974	103024886	103024678	103024886	103022878	103022940	87	3,1,5,0	30,28,17,21	1,0,0,1	12,27,5,18	78	39	0.258498411289656	0.699625483551824	0.048,0.018,0.128,0.0	0.04,0.0,0.0,0.027	0.032
88	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103024668	103024886	103024678	103024886	103022878	103022940	88	19,15,18,20	30,28,17,21	12,7,5,14	12,27,5,18	49	39	0.588766602481111	0.901412569851776	0.335,0.299,0.457,0.431	0.443,0.171,0.443,0.382	0.021
89	"gene-Ftx"	"Ftx"	chrNC_000086.8	-	102656628	102656801	102656649	102656801	102652909	102653022	89	2,9,10,10	5,1,1,0	10,9,9,9	1,1,2,0	60	39	0.999202115572178	0.999202115572178	0.206,0.854,0.867,1.0	0.867,0.854,0.745,1.0	-0.135
92	"gene-Rps4x"	"Rps4x"	chrNC_000086.8	-	101232508	101232929	101232903	101232929	101231899	101231977	92	8,2,3,4	781,648,586,647	2,3,2,9	694,577,702,726	78	39	0.698786757503354	0.964256271121414	0.005,0.002,0.003,0.003	0.001,0.003,0.001,0.006	0.001
93	"gene-Pin4"	"Pin4"	chrNC_000086.8	+	101163074	101163336	101163074	101163170	101165273	101165347	93	0,3,0,0	96,55,69,95	1,0,1,1	84,77,74,63	78	39	0.457813954634894	0.817695628597715	0.0,0.027,0.0,0.0	0.006,0.0,0.007,0.008	0.001
98	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100453217	100453386	100453238	100453386	100452759	100452911	98	188,217,151,158	12,22,18,13	184,171,152,187	15,16,16,16	60	39	0.999202115572178	0.999202115572178	0.911,0.865,0.845,0.888	0.889,0.874,0.861,0.884	0.0
99	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100461878	100462558	100462400	100462558	100460892	100460936	99	256,226,255,264	11,8,4,12	159,203,213,216	12,12,7,6	78	39	0.278993557732335	0.715816119890251	0.921,0.934,0.97,0.917	0.869,0.894,0.938,0.947	0.024
100	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100463751	100463828	100463764	100463828	100461878	100462558	100	15,2,11,5	10,10,22,14	4,4,8,8	10,4,8,10	52	39	0.424209973275908	0.799070896896856	0.529,0.13,0.273,0.211	0.231,0.429,0.429,0.375	-0.08
103	"gene-Psmd10"	"Psmd10"	chrNC_000086.8	-	139852895	139853062	139852974	139853062	139849173	139850058	103	81,66,57,66	8,19,11,10	61,86,67,63	13,15,10,5	78	39	0.681840026334669	0.955289605201086	0.835,0.635,0.722,0.767	0.701,0.741,0.77,0.863	-0.029
104	"gene-Pdzd11"	"Pdzd11"	chrNC_000086.8	-	99669421	99669547	99669491	99669547	99668893	99668993	104	37,43,34,36	45,23,29,36	34,24,38,30	40,43,25,34	78	39	0.283671684571577	0.720666424680824	0.291,0.483,0.37,0.333	0.298,0.218,0.432,0.306	0.056
107	"gene-Eda"	"Eda"	chrNC_000086.8	+	99438624	99438755	99438624	99438749	99440510	99444366	107	3,4,2,4	1,3,4,1	1,1,0,4	3,2,1,12	45	39	0.0220709055143636	0.355944333452377	0.722,0.536,0.302,0.776	0.224,0.302,0.0,0.224	0.397
109	"gene-Gm30798"	"Gm30798"	chrNC_000086.8	+	98497778	98499824	98497778	98499712	98500399	98500509	109	0,0,0,2	0,0,1,0	0,0,0,0	0,1,0,0	78	39	NA	NA	NA,NA,0.0,1.0	NA,0.0,NA,NA	0.5
111	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93141888	93142458	93141912	93142458	93125430	93125574	111	21,12,13,9	0,1,0,1	8,12,3,17	0,0,0,0	63	39	0.151601573966069	0.574633040652354	1.0,0.881,1.0,0.848	1.0,1.0,1.0,1.0	-0.068
112	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93141888	93142458	93141912	93142458	93125755	93125905	112	54,41,40,50	1,0,1,0	30,35,16,41	0,0,0,0	63	39	0.167886251649679	0.593611230392527	0.971,1.0,0.961,1.0	1.0,1.0,1.0,1.0	-0.017
113	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93157771	93157869	93157801	93157869	93145896	93145986	113	0,0,2,0	32,20,15,31	0,0,0,1	5,11,19,11	69	39	0.999202115572178	0.999202115572178	0.0,0.0,0.07,0.0	0.0,0.0,0.0,0.049	0.005
115	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93165527	93165931	93165758	93165931	93157801	93157869	115	2,0,1,2	0,0,0,2	0,5,0,0	0,1,0,0	78	39	NA	NA	1.0,NA,1.0,0.333	NA,0.714,NA,NA	0.064
119	"gene-Ikbkg"	"Ikbkg"	chrNC_000086.8	+	73471367	73471508	73471367	73471480	73476410	73476612	119	0,0,0,0	1,3,0,1	0,0,0,2	8,2,0,0	67	39	0.999202115572178	0.999202115572178	0.0,0.0,NA,0.0	0.0,0.0,NA,1.0	-0.333
120	"gene-Dnase1l1"	"Dnase1l1"	chrNC_000086.8	-	73317383	73317632	73317548	73317632	73316823	73317297	120	5,7,4,3	0,0,0,0	7,4,5,3	0,0,0,1	78	39	0.280696955975839	0.717101981727756	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.6	0.1
121	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973792	72973868	72973834	72973868	72973610	72973686	121	2,4,2,2	1,0,0,2	1,3,5,2	1,0,0,0	78	39	0.364027599013239	0.756548490818539	0.5,1.0,1.0,0.333	0.333,1.0,1.0,1.0	-0.125
123	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72700836	72701119	72701043	72701119	72700676	72700755	123	238,297,236,244	1,0,0,0	276,242,312,263	0,0,0,0	78	39	0.323999457761006	0.74118987366188	0.992,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.002
124	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72703272	72703460	72703332	72703460	72702293	72702425	124	16,22,17,24	0,0,0,0	19,17,26,13	0,0,0,1	78	39	0.239379432656834	0.680324549311545	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.867	0.033
125	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72703272	72703460	72703332	72703460	72702785	72702855	125	36,44,27,43	5,12,8,3	34,33,39,23	1,10,11,8	78	39	0.716478613790343	0.974676132750173	0.783,0.647,0.628,0.878	0.944,0.623,0.639,0.59	0.035
128	"gene-Xlr4b"	"Xlr4b"	chrNC_000086.8	+	72257927	72258087	72257927	72258063	72258379	72258426	128	0,0,4,1	0,0,1,0	1,0,2,0	1,0,0,0	63	39	0.30312351744711	0.735661182241142	NA,NA,0.712,1.0	0.382,NA,1.0,NA	0.165
143	"gene-Vma21"	"Vma21"	chrNC_000086.8	+	70860363	70860673	70860363	70860546	70863673	70863783	143	3,2,5,4	111,87,79,69	4,0,2,1	79,71,80,84	78	39	0.152209397080366	0.574970262405757	0.013,0.011,0.031,0.028	0.025,0.0,0.012,0.006	0.01
144	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599796	70599522	70599614	70601658	70601813	144	287,215,246,229	149,138,152,154	272,239,252,271	161,159,152,142	78	39	0.745852866564513	0.987015297423603	0.491,0.438,0.447,0.426	0.458,0.429,0.453,0.488	-0.007
145	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599614	70601658	70601813	145	133,85,112,95	149,138,152,154	117,98,104,118	161,159,152,142	78	39	0.999202115572178	0.999202115572178	0.309,0.235,0.269,0.236	0.267,0.236,0.255,0.294	-0.001
146	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599796	70601658	70601813	146	19,9,16,16	167,136,144,146	16,14,12,17	168,152,157,166	78	39	0.611741796659788	0.913477017766349	0.054,0.032,0.053,0.052	0.045,0.044,0.037,0.049	0.004
147	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599796	70599522	70599614	70601662	70601813	147	123,82,106,89	6,2,4,7	106,95,98,107	10,0,2,1	78	39	0.163420430624765	0.58942938280566	0.911,0.953,0.93,0.864	0.841,1.0,0.961,0.982	-0.031
148	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599614	70601662	70601813	148	120,79,102,85	6,2,4,7	104,87,95,105	10,0,2,1	78	39	0.161238219346756	0.584881938796119	0.909,0.952,0.927,0.859	0.839,1.0,0.96,0.981	-0.033
149	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599796	70601662	70601813	149	6,3,6,6	3,3,4,6	3,3,3,4	2,8,3,2	78	39	0.416605700003849	0.794183313893448	0.5,0.333,0.429,0.333	0.429,0.158,0.333,0.5	0.044
150	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599796	70599522	70599614	70601726	70601813	150	121,79,103,88	1,1,2,2	106,87,95,107	5,4,7,0	78	39	0.190790326577179	0.622164018420665	0.984,0.975,0.963,0.957	0.914,0.916,0.872,1.0	0.044
