ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
1369	"gene-Gm32247"	"Gm32247"	chrNC_000072.7	+	97596315	97602059	97596315	97596520	97603582	97603634
1374	"gene-Med7"	"Med7"	chrNC_000077.7	+	46330632	46330802	46330632	46330651	46331389	46332427
1384	"gene-Prmt5"	"Prmt5"	chrNC_000080.7	-	54754624	54754927	54754703	54754927	54753562	54753648
1395	"gene-Bbc3"	"Bbc3"	chrNC_000073.7	+	16044355	16044463	16044355	16044383	16046057	16046339
1434	"gene-Dmac2l"	"Dmac2l"	chrNC_000078.7	+	69771718	69772328	69771718	69771788	69787672	69787881
1446	"gene-Cep295"	"Cep295"	chrNC_000075.7	-	15258236	15258332	15258263	15258332	15255419	15255556
1451	"gene-Zfp14"	"Zfp14"	chrNC_000073.7	-	29749641	29751664	29750075	29751664	29745163	29745264
1501	"gene-Fndc1"	"Fndc1"	chrNC_000083.7	-	7982728	7984239	7983789	7984239	7980313	7980406
1502	"gene-Gm31145"	"Gm31145"	chrNC_000070.7	-	23830019	23835052	23830181	23835052	23725810	23725946
1529	"gene-Cux2"	"Cux2"	chrNC_000071.7	-	122187838	122188522	122188078	122188522	122059376	122059424
1543	"gene-Stx1a"	"Stx1a"	chrNC_000071.7	+	135074450	135074712	135074450	135074588	135077564	135077757
1578	"gene-Sirt4"	"Sirt4"	chrNC_000071.7	-	115617660	115618584	115618242	115618584	115616064	115616467
1579	"gene-Sirt4"	"Sirt4"	chrNC_000071.7	-	115617660	115618584	115618289	115618584	115616064	115616467
1580	"gene-Sirt4"	"Sirt4"	chrNC_000071.7	-	115618242	115618584	115618289	115618584	115616064	115616467
1584	"gene-Nfib"	"Nfib"	chrNC_000070.7	-	82241781	82241947	82241808	82241947	82208409	82215048
1585	"gene-Nfib"	"Nfib"	chrNC_000070.7	-	82241781	82241947	82241808	82241947	82228539	82228628
1609	"gene-Mib2"	"Mib2"	chrNC_000070.7	-	155753030	155753676	155753447	155753676	155745562	155745831
1613	"gene-Gm36901"	"Gm36901"	chrNC_000081.7	-	92098095	92098418	92098322	92098418	92084337	92084618
1619	"gene-P2rx2"	"P2rx2"	chrNC_000071.7	-	110490198	110490501	110490365	110490501	110489870	110489967
1645	"gene-Peli3"	"Peli3"	chrNC_000085.7	-	4992965	4993155	4993016	4993155	4988076	4988206
1650	"gene-Hfm1"	"Hfm1"	chrNC_000071.7	-	107021799	107022794	107022708	107022794	107020186	107020290
1651	"gene-Zfp644"	"Zfp644"	chrNC_000071.7	-	106843002	106843565	106843508	106843565	106783475	106786501
1652	"gene-Zfp644"	"Zfp644"	chrNC_000071.7	-	106838536	106838743	106838595	106838743	106814650	106814711
1654	"gene-Zfp644"	"Zfp644"	chrNC_000071.7	-	106843002	106843565	106843508	106843565	106827545	106827609
1655	"gene-Zfp644"	"Zfp644"	chrNC_000071.7	-	106838536	106838743	106838595	106838743	106829769	106829879
1656	"gene-Zfp644"	"Zfp644"	chrNC_000071.7	-	106843002	106843565	106843508	106843565	106838595	106838739
1665	"gene-Thoc2l"	"Thoc2l"	chrNC_000071.7	+	104672124	104672291	104672124	104672162	104686691	104686839
1667	"gene-Thoc2l"	"Thoc2l"	chrNC_000071.7	+	104672124	104673838	104672124	104672291	104686691	104686839
1685	"gene-Alg3"	"Alg3"	chrNC_000082.7	-	20429292	20429515	20429329	20429515	20426513	20426634
1714	"gene-Slc35b3"	"Slc35b3"	chrNC_000079.7	-	39139624	39139912	39139796	39139912	39127034	39127142
1721	"gene-Fbxw10"	"Fbxw10"	chrNC_000077.7	+	62764196	62764355	62764196	62764318	62765424	62766015
1752	"gene-Aasdh"	"Aasdh"	chrNC_000071.7	-	77033893	77034169	77033976	77034169	77030113	77030909
1757	"gene-Tor2a"	"Tor2a"	chrNC_000068.8	+	32647288	32647551	32647288	32647462	32647899	32648948
1780	"gene-Naxe"	"Naxe"	chrNC_000069.7	-	87965003	87965144	87965026	87965144	87963826	87964083
1781	"gene-Naxe"	"Naxe"	chrNC_000069.7	-	87965003	87965144	87965030	87965144	87963826	87964083
1785	"gene-Naxe"	"Naxe"	chrNC_000069.7	-	87964605	87965144	87965026	87965144	87964292	87964440
1787	"gene-Naxe"	"Naxe"	chrNC_000069.7	-	87965003	87965144	87965026	87965144	87964292	87964440
1788	"gene-Naxe"	"Naxe"	chrNC_000069.7	-	87965026	87965144	87965030	87965144	87964292	87964440
1790	"gene-Lmf2"	"Lmf2"	chrNC_000081.7	-	89238762	89239020	89238766	89239020	89238031	89238210
1831	"gene-Meis3"	"Meis3"	chrNC_000073.7	+	15908755	15909492	15908755	15909109	15911316	15911498
1836	"gene-Ldb2"	"Ldb2"	chrNC_000071.7	-	44636434	44636586	44636440	44636586	44630528	44630867
1857	"gene-Lyar"	"Lyar"	chrNC_000071.7	+	38380477	38380575	38380477	38380571	38382061	38382141
1859	"gene-Nsg1"	"Nsg1"	chrNC_000071.7	-	38316220	38317087	38316734	38317087	38312951	38313068
1866	"gene-Unc13a"	"Unc13a"	chrNC_000074.7	-	72115483	72115572	72115498	72115572	72114462	72114495
1891	"gene-Ergic2"	"Ergic2"	chrNC_000072.7	-	148096692	148096788	148096696	148096788	148090983	148091082
1897	"gene-Prr14l"	"Prr14l"	chrNC_000071.7	-	33011004	33011679	33011436	33011679	33009225	33009342
1902	"gene-Nrxn3"	"Nrxn3"	chrNC_000078.7	+	90250345	90250433	90250345	90250424	90298258	90301709
1904	"gene-Nrxn3"	"Nrxn3"	chrNC_000078.7	+	90250345	90250433	90250345	90250424	90298882	90301709
1909	"gene-Hmces"	"Hmces"	chrNC_000072.7	+	87891472	87892043	87891472	87891677	87893966	87894109
1919	"gene-Hadhb"	"Hadhb"	chrNC_000071.7	+	30361199	30365046	30361199	30363663	30368666	30368741
1920	"gene-Tyms"	"Tyms"	chrNC_000071.7	-	30274831	30276307	30276224	30276307	30273463	30273638
1922	"gene-Dnajb6"	"Dnajb6"	chrNC_000071.7	+	29958539	29959589	29958539	29958650	29969396	29969528
1951	"gene-Taf15"	"Taf15"	chrNC_000077.7	+	83379750	83379871	83379750	83379772	83388719	83388752
1960	"gene-Ptpn12"	"Ptpn12"	chrNC_000071.7	-	21236521	21241484	21238816	21241484	21235408	21235485
1961	"gene-Usp39"	"Usp39"	chrNC_000072.7	-	72321867	72322146	72321874	72322146	72316949	72317044
1967	"gene-Magi2"	"Magi2"	chrNC_000071.7	+	20739334	20739524	20739334	20739518	20755204	20755296
1970	"gene-Zfp329"	"Zfp329"	chrNC_000073.7	-	12541838	12545593	12544732	12545593	12539144	12540519
1971	"gene-Zfp329"	"Zfp329"	chrNC_000073.7	-	12543619	12545593	12544732	12545593	12539144	12540519
2027	"gene-Huwe1"	"Huwe1"	chrNC_000086.8	+	150584149	150584362	150584149	150584255	150589271	150589403
2029	"gene-Huwe1"	"Huwe1"	chrNC_000086.8	+	150584149	150584362	150584149	150584255	150589715	150589856
2032	"gene-Zfp688"	"Zfp688"	chrNC_000073.7	-	127020794	127021244	127020820	127021244	127018137	127018813
2059	"gene-Mro"	"Mro"	chrNC_000084.7	+	74004850	74005286	74004850	74005135	74006291	74006477
2064	"gene-Pik3cd"	"Pik3cd"	chrNC_000070.7	-	149739583	149739957	149739792	149739957	149739272	149739416
2072	"gene-Tardbp"	"Tardbp"	chrNC_000070.7	-	148703121	148703248	148703130	148703248	148696838	148702092
2076	"gene-Tardbp"	"Tardbp"	chrNC_000070.7	-	148703121	148703248	148703194	148703248	148702022	148702162
2077	"gene-Tardbp"	"Tardbp"	chrNC_000070.7	-	148703130	148703248	148703194	148703248	148702022	148702162
2084	"gene-Ssx2ip"	"Ssx2ip"	chrNC_000069.7	+	146110396	146110690	146110396	146110539	146123364	146123545
2086	"gene-Nipa2"	"Nipa2"	chrNC_000073.7	-	55611199	55612241	55611947	55612241	55581013	55583295
2087	"gene-Nipa2"	"Nipa2"	chrNC_000073.7	-	55611947	55612241	55612143	55612241	55594228	55594457
2088	"gene-Nipa2"	"Nipa2"	chrNC_000073.7	-	55611199	55612241	55612143	55612241	55594706	55594833
2090	"gene-Eif4g3"	"Eif4g3"	chrNC_000070.7	+	137721292	137721887	137721292	137721455	137772653	137772729
2094	"gene-Ino80d"	"Ino80d"	chrNC_000067.7	-	63153369	63153693	63153519	63153693	63149867	63149985
2097	"gene-Fbxo41"	"Fbxo41"	chrNC_000072.7	-	85479684	85479976	85479690	85479976	85462902	85463077
2104	"gene-Whamm"	"Whamm"	chrNC_000073.7	+	81224293	81224467	81224293	81224450	81234849	81235019
2117	"gene-Macrod2"	"Macrod2"	chrNC_000068.8	+	142098440	142098551	142098440	142098503	142138438	142138516
2120	"gene-Mkks"	"Mkks"	chrNC_000068.8	-	136722170	136723559	136722450	136723559	136719534	136719710
2133	"gene-Pank2"	"Pank2"	chrNC_000068.8	+	131115830	131116183	131115830	131116040	131122076	131122330
2134	"gene-Pank2"	"Pank2"	chrNC_000068.8	+	131115830	131116183	131115830	131116040	131124511	131124688
2136	"gene-Pank2"	"Pank2"	chrNC_000068.8	+	131115830	131116183	131115830	131116040	131129393	131129517
2137	"gene-Pank2"	"Pank2"	chrNC_000068.8	+	131115830	131116183	131115830	131116040	131135318	131135444
2138	"gene-Pank2"	"Pank2"	chrNC_000068.8	+	131115830	131116183	131115830	131116040	131138192	131141108
2145	"gene-9430053O09Rik"	"9430053O09Rik"	chrNC_000082.7	-	77200922	77210932	77205113	77210932	77190426	77198136
2149	"gene-Ddrgk1"	"Ddrgk1"	chrNC_000068.8	-	130497750	130498663	130498050	130498663	130497105	130497162
2164	"gene-Oprl1"	"Oprl1"	chrNC_000068.8	+	181357149	181357739	181357149	181357282	181360606	181362769
2216	"gene-Pcdh18"	"Pcdh18"	chrNC_000069.7	-	49708826	49711723	49711483	49711723	49707988	49708074
2247	"gene-Mef2a"	"Mef2a"	chrNC_000073.7	-	66999596	66999669	66999616	66999669	66980652	66980720
2248	"gene-Mef2a"	"Mef2a"	chrNC_000073.7	-	66999596	66999669	66999616	66999669	66998165	66998185
2251	"gene-Cfap44"	"Cfap44"	chrNC_000082.7	+	44280509	44281904	44280509	44280705	44281992	44282072
2274	"gene-Eri3"	"Eri3"	chrNC_000070.7	+	117506503	117506669	117506503	117506603	117518626	117518795
2308	"gene-Cib1"	"Cib1"	chrNC_000073.7	-	79881750	79882126	79882091	79882126	79878145	79878296
2331	"gene-Meiosin"	"Meiosin"	chrNC_000073.7	-	18837614	18838925	18838688	18838925	18836231	18836387
2340	"gene-Dynlrb1"	"Dynlrb1"	chrNC_000068.8	+	155078527	155078860	155078527	155078856	155084654	155084726
2344	"gene-Ergic1"	"Ergic1"	chrNC_000083.7	+	26848528	26849503	26848528	26848653	26850899	26851000
2354	"gene-Chchd7"	"Chchd7"	chrNC_000070.7	+	3938887	3939117	3938887	3938962	3939423	3939526
2356	"gene-Chchd7"	"Chchd7"	chrNC_000070.7	+	3938887	3939131	3938887	3939117	3939423	3939526
2358	"gene-Knop1"	"Knop1"	chrNC_000073.7	-	118451625	118452563	118452111	118452563	118441439	118445317
2359	"gene-Knop1"	"Knop1"	chrNC_000073.7	-	118451625	118452563	118452111	118452563	118447671	118447797
2375	"gene-Brcc3"	"Brcc3"	chrNC_000086.8	+	74493574	74493751	74493574	74493748	74499157	74499307
2376	"gene-Brcc3"	"Brcc3"	chrNC_000086.8	+	74493574	74493751	74493574	74493748	74499161	74499307
2378	"gene-Uba52"	"Uba52"	chrNC_000074.7	-	70962767	70963067	70962987	70963067	70962170	70962281
2380	"gene-Foxp1"	"Foxp1"	chrNC_000072.7	-	99497557	99497693	99497561	99497693	99285304	99285399
2418	"gene-Whrn"	"Whrn"	chrNC_000070.7	-	63350061	63350296	63350086	63350296	63347322	63347355
2422	"gene-Cibar1"	"Cibar1"	chrNC_000070.7	-	12168222	12168324	12168228	12168324	12164087	12164192
2443	"gene-Gm38528"	"Gm38528"	chrNC_000068.8	+	70534690	70535399	70534690	70535236	70540086	70540146
2454	"gene-Gm46764"	"Gm46764"	chrNC_000068.8	-	128942753	128942863	128942758	128942863	128941641	128941733
2492	"gene-Adam33"	"Adam33"	chrNC_000068.8	-	130897200	130897285	130897211	130897285	130896393	130896571
2555	"gene-Fbxl3"	"Fbxl3"	chrNC_000080.7	-	103336597	103336962	103336791	103336962	103326737	103326909
2558	"gene-Rabepk"	"Rabepk"	chrNC_000068.8	-	34687382	34687445	34687386	34687445	34680514	34680667
2596	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208608	4208918	4208801	4208918	4208064	4208127
2597	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208608	4208918	4208827	4208918	4208064	4208127
2598	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208801	4208918	4208827	4208918	4208064	4208127
2599	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208608	4208918	4208849	4208918	4208064	4208362
2613	"gene-Tcf3"	"Tcf3"	chrNC_000076.7	-	80248660	80248896	80248667	80248896	80246231	80246458
2643	"gene-D2hgdh"	"D2hgdh"	chrNC_000067.7	+	93754006	93754593	93754006	93754362	93755462	93755529
2651	"gene-Comt"	"Comt"	chrNC_000082.7	-	18230289	18230707	18230439	18230707	18229432	18229564
2662	"gene-Vldlr"	"Vldlr"	chrNC_000085.7	+	27190069	27195096	27190069	27194348	27207595	27207715
2674	"gene-Adissp"	"Adissp"	chrNC_000068.8	-	130995504	130995630	130995513	130995630	130990075	130990214
2680	"gene-Zfp764l1"	"Zfp764l1"	chrNC_000073.7	-	126992379	126992834	126992424	126992834	126992172	126992283
2681	"gene-Zfp764l1"	"Zfp764l1"	chrNC_000073.7	-	126992379	126992834	126992461	126992834	126992172	126992283
2703	"gene-Rnf181"	"Rnf181"	chrNC_000072.7	-	72338099	72338209	72338104	72338209	72336694	72337625
2705	"gene-Rnf181"	"Rnf181"	chrNC_000072.7	-	72338099	72338209	72338104	72338209	72337857	72337996
2706	"gene-Rnf181"	"Rnf181"	chrNC_000072.7	-	72339223	72339415	72339258	72339415	72338099	72338209
2707	"gene-Rnf181"	"Rnf181"	chrNC_000072.7	-	72339223	72339415	72339299	72339415	72338099	72338209
