ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"gene-Gm15246"	"Gm15246"	chrNC_000086.8	+	168113693	168113775	168113709	168113775	168105997	168106097	12	20,32,20,11	0,0,0,1	20,13,26,9	0,2,2,0	55	39	0.151805619455161	0.623230821647823	1.0,1.0,1.0,0.886	1.0,0.822,0.902,1.0	0.04
13	"gene-Hccs"	"Hccs"	chrNC_000086.8	-	168099541	168099690	168099541	168099672	168099991	168100143	13	62,60,53,39	0,0,0,0	40,42,48,59	0,0,1,2	57	39	0.00986887007869197	0.340550781882136	1.0,1.0,1.0,1.0	1.0,1.0,0.97,0.953	0.019
14	"gene-Hccs"	"Hccs"	chrNC_000086.8	-	168099541	168100143	168099541	168099690	168102433	168102511	14	62,64,81,55	0,0,0,0	65,52,60,68	0,0,1,0	492	39	0.125641610740131	0.590284852809359	1.0,1.0,1.0,1.0	1.0,1.0,0.826,1.0	0.043
15	"gene-Hccs"	"Hccs"	chrNC_000086.8	-	168099991	168100143	168099991	168100134	168102433	168102586	15	50,44,53,44	1,0,0,0	42,35,52,51	0,0,0,0	48	39	0.329842022084837	0.754596966049271	0.976,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.006
17	"gene-Hccs"	"Hccs"	chrNC_000086.8	-	168102433	168102573	168102433	168102511	168103110	168103361	17	25,18,20,20	2,0,0,0	14,13,21,21	0,0,0,0	101	39	0.302927480003716	0.744383814694772	0.828,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.043
18	"gene-Hccs"	"Hccs"	chrNC_000086.8	-	168102433	168102586	168102433	168102511	168103110	168103361	18	44,37,42,29	2,0,0,0	28,20,39,38	0,0,0,0	114	39	0.312662792287899	0.751426360864952	0.883,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.029
19	"gene-Hccs"	"Hccs"	chrNC_000086.8	-	168102433	168102586	168102433	168102573	168103110	168103361	19	19,19,22,9	0,0,0,0	14,8,18,17	0,1,0,0	52	39	0.326187200841979	0.753040184642872	1.0,1.0,1.0,1.0	1.0,0.857,1.0,1.0	0.036
22	"gene-Msl3"	"Msl3"	chrNC_000086.8	-	167453215	167453307	167453215	167453304	167454138	167454239	22	36,36,31,27	2,4,6,4	32,28,38,43	15,12,3,6	42	39	0.191116979824537	0.666568026876544	0.944,0.893,0.828,0.862	0.665,0.684,0.922,0.869	0.097
28	"gene-Gpm6b"	"Gpm6b"	chrNC_000086.8	+	165168386	165172028	165169947	165172028	165166930	165166996	28	1721,1909,1723,1504	518,504,593,509	1738,1483,1836,1819	570,506,468,550	1600	39	0.805503442128649	0.999202115572178	0.075,0.085,0.066,0.067	0.069,0.067,0.087,0.075	-0.001
29	"gene-Glra2"	"Glra2"	chrNC_000086.8	-	164072594	164072765	164072594	164072662	164107496	164107630	29	13,11,16,20	119,126,147,136	16,8,14,7	80,96,89,89	142	39	0.698433918586496	0.952504939868709	0.029,0.023,0.029,0.039	0.052,0.022,0.041,0.021	-0.004
30	"gene-Fancb"	"Fancb"	chrNC_000086.8	+	163778882	163779117	163778974	163779117	163778339	163778418	30	8,5,10,7	0,0,4,0	16,8,3,3	0,0,0,1	131	39	0.999202115572178	0.999202115572178	1.0,1.0,0.427,1.0	1.0,1.0,1.0,0.472	-0.011
31	"gene-Mospd2"	"Mospd2"	chrNC_000086.8	-	163719164	163720299	163719164	163720080	163722638	163722741	31	53,63,71,60	3,4,0,2	51,77,80,66	3,1,3,1	258	39	0.67770951437402	0.94229756958903	0.728,0.704,1.0,0.819	0.72,0.921,0.801,0.909	-0.025
32	"gene-Mospd2"	"Mospd2"	chrNC_000086.8	-	163719164	163721688	163719164	163720080	163722638	163722741	32	346,364,368,351	3,4,0,2	310,360,405,353	3,1,3,1	1647	39	0.925411569313951	0.999202115572178	0.732,0.683,1.0,0.806	0.71,0.895,0.762,0.893	-0.01
33	"gene-Mospd2"	"Mospd2"	chrNC_000086.8	-	163719164	163721688	163719164	163720299	163722638	163722741	33	293,302,297,292	0,1,0,1	259,287,325,288	0,4,0,1	1428	39	0.42145087783398	0.803912449984559	1.0,0.892,1.0,0.889	1.0,0.662,1.0,0.887	0.058
34	"gene-Mospd2"	"Mospd2"	chrNC_000086.8	-	163739474	163739522	163739474	163739513	163741751	163741812	34	1,1,2,0	26,23,34,31	0,2,0,1	23,31,24,18	48	39	0.867890872105742	0.999202115572178	0.03,0.034,0.046,0.0	0.0,0.05,0.0,0.043	0.004
35	"gene-Mospd2"	"Mospd2"	chrNC_000086.8	-	163747977	163748157	163747977	163748133	163762989	163763059	35	0,0,1,0	29,21,26,24	0,0,0,0	12,21,24,14	63	39	0.381345203921412	0.780943028040589	0.0,0.0,0.023,0.0	0.0,0.0,0.0,0.0	0.006
41	"gene-Sh3kbp1"	"Sh3kbp1"	chrNC_000086.8	+	158702753	158702913	158702757	158702913	158700231	158700312	41	87,79,95,79	1,2,5,3	104,105,84,81	2,1,0,2	43	39	0.0576538622835314	0.501495324274303	0.987,0.973,0.945,0.96	0.979,0.99,1.0,0.973	-0.019
42	"gene-Map7d2"	"Map7d2"	chrNC_000086.8	+	158275319	158275407	158275322	158275407	158273675	158273780	42	8,10,15,13	0,0,1,0	16,16,18,15	0,0,2,0	42	39	0.999202115572178	0.999202115572178	1.0,1.0,0.933,1.0	1.0,1.0,0.893,1.0	0.01
43	"gene-Map7d2"	"Map7d2"	chrNC_000086.8	+	158275319	158275407	158275322	158275407	158274763	158274820	43	40,32,29,22	1,1,2,1	22,26,29,25	1,3,2,0	42	39	0.458535395785918	0.821971164031821	0.974,0.967,0.931,0.953	0.953,0.889,0.931,1.0	0.013
45	"gene-Klf8"	"Klf8"	chrNC_000086.8	+	152142837	152143479	152143291	152143479	152091847	152091920	45	11,4,12,6	0,0,0,1	7,8,5,10	0,0,0,1	493	39	0.933653188072692	0.999202115572178	1.0,1.0,1.0,0.322	1.0,1.0,1.0,0.442	-0.03
46	"gene-Shroom2"	"Shroom2"	chrNC_000086.8	-	151401896	151402635	151401896	151402442	151406121	151406331	46	1,1,5,2	97,87,90,99	2,0,1,2	82,55,53,70	232	39	0.717371734640778	0.96114072295955	0.002,0.002,0.009,0.003	0.004,0.0,0.003,0.005	0.001
47	"gene-Shroom2"	"Shroom2"	chrNC_000086.8	-	151406121	151406331	151406121	151406313	151426808	151427313	47	31,24,22,12	6,7,2,1	14,15,12,18	1,4,5,6	57	39	0.220669533125664	0.686343273053873	0.779,0.701,0.883,0.891	0.905,0.72,0.622,0.672	0.084
48	"gene-Shroom2"	"Shroom2"	chrNC_000086.8	-	151406121	151406316	151406121	151406313	151440419	151440520	48	2,2,0,0	0,1,4,1	0,1,0,0	2,0,3,1	42	39	0.242301404457092	0.703515628042571	1.0,0.65,0.0,0.0	0.0,1.0,0.0,0.0	0.162
49	"gene-Shroom2"	"Shroom2"	chrNC_000086.8	-	151406121	151406331	151406121	151406313	151440419	151440520	49	15,9,21,8	0,1,4,1	2,7,4,5	2,0,3,1	57	39	0.237120001054885	0.699668799442706	1.0,0.86,0.782,0.846	0.406,1.0,0.477,0.774	0.208
50	"gene-Shroom2"	"Shroom2"	chrNC_000086.8	-	151406121	151406331	151406121	151406316	151440419	151440520	50	13,9,21,8	0,2,0,0	2,7,4,5	0,1,0,0	54	39	0.999202115572178	0.999202115572178	1.0,0.765,1.0,1.0	1.0,0.835,1.0,1.0	-0.017
51	"gene-Kdm5c"	"Kdm5c"	chrNC_000086.8	+	151025032	151025167	151025035	151025167	151023021	151023192	51	71,62,69,66	11,9,4,6	65,81,38,76	5,13,11,6	42	39	0.613014774294082	0.912012768532033	0.857,0.865,0.941,0.911	0.923,0.853,0.762,0.922	0.028
52	"gene-Smc1a"	"Smc1a"	chrNC_000086.8	+	150829442	150829801	150829655	150829801	150824322	150824464	52	6,4,7,1	210,216,191,227	1,4,4,6	227,161,212,225	252	39	0.721014993056233	0.961814721295955	0.004,0.003,0.006,0.001	0.001,0.004,0.003,0.004	0.001
55	"gene-Alas2"	"Alas2"	chrNC_000086.8	+	149335954	149336077	149335999	149336077	149330442	149330481	55	4,6,10,4	0,2,0,1	0,4,7,8	0,0,0,1	84	39	0.377227700102291	0.779906515847908	1.0,0.582,1.0,0.65	NA,1.0,1.0,0.788	-0.121
56	"gene-Alas2"	"Alas2"	chrNC_000086.8	+	149335954	149336077	149335999	149336077	149335144	149335340	56	28,29,34,30	2,4,3,4	22,26,31,25	2,3,0,8	84	39	0.835489152158754	0.999202115572178	0.867,0.771,0.84,0.777	0.836,0.801,1.0,0.592	0.006
57	"gene-Alas2"	"Alas2"	chrNC_000086.8	+	149349496	149349659	149349547	149349659	149348002	149348271	57	47,41,28,43	0,0,1,0	45,33,44,50	0,1,1,0	90	39	0.815214368899472	0.999202115572178	1.0,1.0,0.924,1.0	1.0,0.935,0.95,1.0	0.01
58	"gene-Amot"	"Amot"	chrNC_000086.8	-	144279984	144280047	144279984	144280039	144283838	144283932	58	0,1,2,1	0,0,0,0	0,1,0,0	0,1,0,0	47	39	0.041958799730222	0.462683207902331	NA,1.0,1.0,1.0	NA,0.453,NA,NA	0.547
59	"gene-Pak3"	"Pak3"	chrNC_000086.8	+	142311535	142311695	142311552	142311695	142301369	142301759	59	14,3,11,12	0,0,0,0	11,6,5,6	0,0,1,0	56	39	0.256978477360965	0.721218092655081	1.0,1.0,1.0,1.0	1.0,1.0,0.777,1.0	0.056
63	"gene-Acsl4"	"Acsl4"	chrNC_000086.8	-	141134374	141134614	141134374	141134611	141143382	141143432	63	3,1,9,6	1,1,0,0	2,0,2,2	0,0,0,0	42	39	0.472388138414185	0.831264427458611	0.736,0.481,1.0,1.0	1.0,NA,1.0,1.0	-0.196
64	"gene-Acsl4"	"Acsl4"	chrNC_000086.8	-	141134374	141134904	141134374	141134611	141143382	141143432	64	45,74,106,76	1,1,0,0	42,37,29,25	0,0,0,0	332	39	0.235820809538377	0.698928264243337	0.841,0.897,1.0,1.0	1.0,1.0,1.0,1.0	-0.066
65	"gene-Acsl4"	"Acsl4"	chrNC_000086.8	-	141134374	141134904	141134374	141134614	141143382	141143432	65	44,73,98,70	2,0,1,0	41,37,27,24	1,0,0,1	329	39	0.704941846090206	0.956226953228377	0.723,1.0,0.921,1.0	0.829,1.0,1.0,0.74	0.019
71	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135894455	135894510	135894458	135894510	135893895	135894101	71	82,97,115,88	11,25,17,12	109,73,95,106	13,9,10,16	42	39	0.174762517753033	0.647826000935812	0.874,0.783,0.863,0.872	0.886,0.883,0.898,0.86	-0.034
72	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135894679	135894819	135894684	135894819	135894455	135894510	72	191,191,189,200	5,9,7,5	171,145,169,165	4,3,11,8	44	39	0.641952156345239	0.923606953460148	0.971,0.95,0.96,0.973	0.974,0.977,0.932,0.948	0.006
73	"gene-Tceal3"	"Tceal3"	chrNC_000086.8	+	135567808	135567939	135567872	135567939	135493654	135493712	73	11,4,10,13	0,2,0,2	3,4,1,9	0,0,0,1	103	39	0.68895495319429	0.94737805639245	1.0,0.431,1.0,0.711	1.0,1.0,1.0,0.773	-0.158
74	"gene-Tceal3"	"Tceal3"	chrNC_000086.8	+	135567808	135567939	135567872	135567939	135494950	135494999	74	11,5,10,13	13,19,15,15	6,5,2,9	14,19,26,24	103	39	0.0255390440211412	0.418951199578236	0.243,0.091,0.202,0.247	0.14,0.091,0.028,0.124	0.1
75	"gene-Tceal3"	"Tceal3"	chrNC_000086.8	+	135567808	135567939	135567872	135567939	135546494	135546616	75	10,4,10,12	1,8,12,0	3,6,2,12	1,5,7,4	103	39	0.271739261440042	0.72917368828241	0.791,0.159,0.24,1.0	0.532,0.312,0.098,0.532	0.179
76	"gene-Tceal3"	"Tceal3"	chrNC_000086.8	+	135567808	135567939	135567872	135567939	135567123	135567304	76	19,16,17,23	65,63,47,60	9,11,14,22	63,65,63,56	103	39	0.130571207470852	0.598341901438361	0.1,0.088,0.12,0.127	0.051,0.06,0.078,0.129	0.029
77	"gene-Bex3"	"Bex3"	chrNC_000086.8	+	135172011	135172727	135172057	135172727	135171001	135171150	77	156,157,153,149	0,0,0,1	155,128,178,157	0,0,0,0	85	39	0.320409486887429	0.751892427555289	1.0,1.0,1.0,0.986	1.0,1.0,1.0,1.0	-0.004
78	"gene-Bex3"	"Bex3"	chrNC_000086.8	+	135172011	135172727	135172016	135172727	135171558	135171631	78	535,533,522,519	27,26,13,23	498,508,595,519	18,29,31,25	44	39	0.303137920369926	0.744383814694772	0.946,0.948,0.973,0.952	0.961,0.939,0.944,0.948	0.007
79	"gene-Bex3"	"Bex3"	chrNC_000086.8	+	135172011	135172727	135172057	135172727	135171558	135171631	79	684,683,668,653	130,95,109,83	645,626,755,668	94,101,128,81	85	39	0.693931276318791	0.950503264166215	0.707,0.767,0.738,0.783	0.759,0.74,0.73,0.791	-0.006
80	"gene-Bex3"	"Bex3"	chrNC_000086.8	+	135172016	135172727	135172057	135172727	135171558	135171631	80	176,176,159,157	130,95,109,83	165,147,191,174	94,101,128,81	80	39	0.629071123297431	0.916444757221898	0.398,0.475,0.416,0.48	0.461,0.415,0.421,0.512	-0.01
85	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134740493	134740621	134740531	134740621	134739813	134740011	85	70,62,50,71	33,28,20,41	38,34,36,37	15,33,31,15	77	39	0.284436997068717	0.734252693094261	0.518,0.529,0.559,0.467	0.562,0.343,0.37,0.555	0.061
86	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134740493	134740621	134740550	134740621	134739813	134740011	86	84,80,65,85	4,4,0,0	47,44,55,49	2,3,10,2	96	39	0.0517910419765144	0.495960504198319	0.895,0.89,1.0,1.0	0.905,0.856,0.691,0.909	0.106
87	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134740531	134740621	134740550	134740621	134739813	134740011	87	47,46,35,55	4,4,0,0	24,43,50,27	2,3,10,2	58	39	0.0565131291465684	0.501495324274303	0.888,0.885,1.0,1.0	0.89,0.906,0.771,0.901	0.076
88	"gene-3632454L22Rik"	"3632454L22Rik"	chrNC_000086.8	-	133923158	133926182	133923158	133926043	133930617	133930793	88	0,2,0,1	1,0,0,0	0,1,0,1	0,1,0,1	178	39	0.00268164936407433	0.285682417888319	0.0,1.0,NA,1.0	NA,0.18,NA,0.18	0.487
89	"gene-Nxf2"	"Nxf2"	chrNC_000086.8	-	133850435	133850633	133850435	133850615	133851095	133851168	89	0,0,0,0	0,0,3,0	0,1,0,0	1,0,0,0	57	39	NA	NA	NA,NA,0.0,NA	0.0,1.0,NA,NA	-0.5
90	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708010	133708145	133708010	133708076	133708369	133708474	90	18,23,21,17	18,11,8,11	16,16,9,25	13,11,7,17	108	39	0.492132411141321	0.845113339396313	0.265,0.43,0.487,0.358	0.308,0.344,0.317,0.347	0.056
91	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708983	133709248	133708983	133709191	133709667	133709970	91	136,114,92,111	16,12,2,7	94,89,82,124	12,2,15,9	96	39	0.740070361319697	0.97161564946281	0.775,0.794,0.949,0.866	0.761,0.948,0.69,0.848	0.034
92	"gene-Armcx3"	"Armcx3"	chrNC_000086.8	+	133657984	133658091	133658012	133658091	133657300	133657479	92	11,12,12,12	102,83,78,73	8,17,14,18	70,83,77,60	67	39	0.147741518527799	0.61736031513975	0.059,0.078,0.082,0.087	0.062,0.107,0.096,0.149	-0.027
93	"gene-Armcx6"	"Armcx6"	chrNC_000086.8	-	133651689	133651932	133651689	133651782	133652078	133652307	93	13,15,19,14	50,39,27,39	12,8,20,14	25,34,38,36	189	39	0.999202115572178	0.999202115572178	0.051,0.074,0.127,0.069	0.09,0.046,0.098,0.074	0.003
94	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133589965	133597506	133590170	133597506	133589568	133589653	94	175,188,182,201	28,23,23,28	138,112,122,124	27,22,27,20	244	39	0.0143357763790322	0.365020680015517	0.5,0.566,0.558,0.534	0.45,0.449,0.419,0.498	0.085
95	"gene-Drp2"	"Drp2"	chrNC_000086.8	+	133327800	133327926	133327805	133327926	133324524	133324702	95	3,1,0,0	2,4,1,1	0,0,2,0	0,1,1,5	44	39	0.999202115572178	0.999202115572178	0.571,0.181,0.0,0.0	NA,0.0,0.639,0.0	-0.025
96	"gene-Cstf2"	"Cstf2"	chrNC_000086.8	+	132973884	132974026	132973962	132974026	132970593	132970656	96	60,45,68,53	14,4,10,3	56,81,58,59	14,3,13,9	117	39	0.542841815559153	0.874653155242993	0.588,0.789,0.694,0.855	0.571,0.9,0.598,0.686	0.043
97	"gene-Cstf2"	"Cstf2"	chrNC_000086.8	+	132973884	132974026	132973962	132974026	132973163	132973223	97	46,39,47,46	11,21,18,14	50,67,52,47	22,9,12,14	117	39	0.205328024624033	0.679434372073194	0.582,0.382,0.465,0.523	0.431,0.713,0.591,0.528	-0.078
98	"gene-Cstf2"	"Cstf2"	chrNC_000086.8	+	132973884	132974026	132973962	132974026	132973426	132973513	98	38,35,47,41	10,23,14,7	43,55,40,39	6,13,14,6	117	39	0.225887878901149	0.692065179947047	0.559,0.337,0.528,0.661	0.705,0.585,0.488,0.684	-0.094
100	"gene-Chm"	"Chm"	chrNC_000086.8	-	112025712	112026127	112025712	112026123	112049032	112049157	100	33,28,41,20	2,0,2,0	18,20,24,18	0,1,1,0	43	39	0.82130328809456	0.999202115572178	0.937,1.0,0.949,1.0	1.0,0.948,0.956,1.0	-0.004
103	"gene-Rps6ka6"	"Rps6ka6"	chrNC_000086.8	-	110309904	110309981	110309904	110309966	110314374	110314536	103	41,66,43,33	29,27,48,31	45,51,47,39	24,25,24,28	54	39	0.230971658277737	0.696204194868343	0.505,0.638,0.393,0.435	0.575,0.596,0.586,0.501	-0.072
106	"gene-Atp7a"	"Atp7a"	chrNC_000086.8	+	105131940	105132123	105131943	105132123	105129694	105130420	106	7,12,8,12	14,12,26,16	7,7,4,10	14,11,9,9	42	39	0.742161512144769	0.972958897055525	0.317,0.481,0.222,0.411	0.317,0.371,0.292,0.508	-0.014
107	"gene-Gm33605"	"Gm33605"	chrNC_000086.8	-	104190547	104190959	104190547	104190667	104192108	104192187	107	10,0,1,1	0,1,0,0	0,4,2,1	0,0,0,0	331	39	0.135665362536734	0.608523610393722	1.0,0.0,1.0,1.0	NA,1.0,1.0,1.0	-0.25
108	"gene-Gm33605"	"Gm33605"	chrNC_000086.8	-	104190547	104191152	104190547	104190667	104192108	104192187	108	22,3,2,1	0,1,0,0	6,9,6,2	0,0,0,0	524	39	0.398654107184618	0.787834888209018	1.0,0.183,1.0,1.0	1.0,1.0,1.0,1.0	-0.204
109	"gene-Gm33605"	"Gm33605"	chrNC_000086.8	-	104190547	104191152	104190547	104190959	104192108	104192187	109	12,3,1,1	0,0,0,1	6,5,4,1	0,0,0,0	232	39	0.264634253484168	0.726093100447999	1.0,1.0,1.0,0.144	1.0,1.0,1.0,1.0	-0.214
111	"gene-Gm39529"	"Gm39529"	chrNC_000086.8	-	102070247	102070384	102070247	102070340	102070652	102070871	111	0,0,0,0	1,0,0,0	0,0,1,0	0,0,0,0	83	39	NA	NA	0.0,NA,NA,NA	NA,NA,1.0,NA	-1.0
112	"gene-Dmrtc1a"	"Dmrtc1a"	chrNC_000086.8	-	101946826	101947452	101946826	101947369	101948355	101948485	112	2,7,3,2	0,0,0,0	0,5,3,3	2,0,1,0	122	39	0.503983129677769	0.849756544498553	1.0,1.0,1.0,1.0	0.0,1.0,0.49,1.0	0.377
113	"gene-Phka1"	"Phka1"	chrNC_000086.8	-	101659516	101659939	101659516	101659663	101660922	101661021	113	6,2,5,2	9,8,5,9	0,1,0,0	2,3,3,4	315	39	0.0465050542706069	0.476023645399134	0.076,0.03,0.11,0.027	0.0,0.04,0.0,0.0	0.051
114	"gene-Rps4x"	"Rps4x"	chrNC_000086.8	-	101231427	101231608	101231427	101231578	101231899	101231977	114	3117,3133,2622,2646	0,1,0,0	2922,2496,2753,2733	0,0,1,0	69	39	0.999202115572178	0.999202115572178	1.0,0.999,1.0,1.0	1.0,1.0,0.999,1.0	0.0
116	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100686581	100686762	100686611	100686762	100683823	100683928	116	103,104,87,81	157,279,199,201	80,75,60,68	145,125,86,117	69	39	0.0172925125704176	0.38001623834778	0.271,0.174,0.198,0.186	0.238,0.253,0.283,0.247	-0.048
117	"gene-Taf1"	"Taf1"	chrNC_000086.8	+	100584365	100584607	100584428	100584607	100582673	100582793	117	44,68,68,47	16,5,20,19	28,26,27,26	15,8,12,15	102	39	0.103830923888066	0.559703974331526	0.513,0.839,0.565,0.486	0.416,0.554,0.462,0.399	0.143
119	"gene-Itgb1bp2"	"Itgb1bp2"	chrNC_000086.8	+	100506745	100520391	100507485	100520391	100501354	100501413	119	2,6,2,5	0,0,0,1	1,8,2,6	0,0,0,0	779	39	0.285615978401596	0.734293704698295	1.0,1.0,1.0,0.2	1.0,1.0,1.0,1.0	-0.2
120	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100460514	100460587	100460514	100460581	100460892	100460936	120	105,111,98,92	75,81,81,76	57,83,100,98	50,75,57,78	45	39	0.999202115572178	0.999202115572178	0.548,0.543,0.512,0.512	0.497,0.49,0.603,0.521	0.001
122	"gene-Slc7a3"	"Slc7a3"	chrNC_000086.8	-	100128426	100128584	100128426	100128565	100128877	100129063	122	0,0,0,1	0,0,0,1	0,0,0,1	0,0,0,1	58	39	0.993213711815297	0.999202115572178	NA,NA,NA,0.402	NA,NA,NA,0.402	0.0
124	"gene-Eda"	"Eda"	chrNC_000086.8	+	99438624	99438749	99438633	99438749	99435938	99435990	124	11,6,6,7	1,0,0,0	7,6,13,9	0,0,0,0	48	39	0.28144169905633	0.733928097064922	0.899,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.025
125	"gene-Pja1"	"Pja1"	chrNC_000086.8	-	98509343	98511188	98509343	98511179	98511728	98511920	125	173,107,136,123	13,13,7,18	126,105,102,109	8,10,9,12	48	39	0.732258087574166	0.967257534501852	0.915,0.87,0.94,0.847	0.928,0.895,0.902,0.881	-0.008
126	"gene-Pja1"	"Pja1"	chrNC_000086.8	-	98509343	98511920	98509343	98511914	98514222	98514306	126	407,408,383,420	2,0,1,2	323,341,285,351	2,7,10,0	45	39	0.249599278569701	0.712828650708021	0.994,1.0,0.997,0.995	0.993,0.977,0.961,1.0	0.014
127	"gene-Pja1"	"Pja1"	chrNC_000086.8	-	98509343	98512206	98509343	98511914	98514222	98514306	127	70,56,75,84	2,0,1,2	101,59,82,70	2,7,10,0	331	39	0.347359366496458	0.764987175916556	0.805,1.0,0.898,0.832	0.856,0.498,0.491,1.0	0.172
128	"gene-Pja1"	"Pja1"	chrNC_000086.8	-	98509343	98512206	98509343	98511920	98514222	98514306	128	64,48,67,73	401,400,375,409	95,49,80,59	317,331,283,340	325	39	0.0797206978162097	0.519365047077885	0.019,0.014,0.021,0.021	0.035,0.017,0.033,0.02	-0.007
130	"gene-Las1l"	"Las1l"	chrNC_000086.8	-	94963650	94964398	94963650	94964395	94964751	94964798	130	7,12,0,4	4,2,0,1	8,6,6,5	0,0,0,2	42	39	0.154245560701593	0.628374038678339	0.619,0.848,NA,0.788	1.0,1.0,1.0,0.699	-0.173
131	"gene-Las1l"	"Las1l"	chrNC_000086.8	-	94980977	94981128	94980977	94981125	94983904	94984554	131	96,156,154,114	4,11,15,5	115,110,115,118	14,8,13,12	42	39	0.046929171018065	0.477450586450338	0.957,0.929,0.905,0.955	0.884,0.927,0.891,0.901	0.036
132	"gene-Zc4h2"	"Zc4h2"	chrNC_000086.8	-	94685769	94685964	94685769	94685932	94686913	94687086	132	0,0,0,0	145,140,137,159	0,0,0,1	147,115,121,130	71	39	0.169260791127074	0.643847838406145	0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.004	-0.001
