ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
18	"gene-Tlr7"	"Tlr7"	chrNC_000086.8	-	166113396	166113567	166113432	166113567	166112996	166113095
19	"gene-Gm30354"	"Gm30354"	chrNC_000086.8	-	165656968	165659027	165658156	165659027	165656090	165656333
20	"gene-Gm15230"	"Gm15230"	chrNC_000086.8	-	165648660	165649304	165648904	165649304	165648391	165648495
21	"gene-Gm15230"	"Gm15230"	chrNC_000086.8	-	165648660	165649304	165649021	165649304	165648391	165648495
22	"gene-Gm15230"	"Gm15230"	chrNC_000086.8	-	165648904	165649304	165649021	165649304	165648391	165648495
23	"gene-Gm15230"	"Gm15230"	chrNC_000086.8	-	165648904	165649304	165649021	165649304	165648391	165648751
24	"gene-Gm15230"	"Gm15230"	chrNC_000086.8	-	165648904	165649304	165649021	165649304	165648660	165648700
25	"gene-Ofd1"	"Ofd1"	chrNC_000086.8	-	165191584	165191696	165191637	165191696	165188992	165189604
26	"gene-Glra2"	"Glra2"	chrNC_000086.8	-	164109797	164110407	164110159	164110407	164107496	164107630
27	"gene-Fancb"	"Fancb"	chrNC_000086.8	+	163778339	163778767	163778339	163778418	163778882	163779117
28	"gene-Piga"	"Piga"	chrNC_000086.8	+	163205579	163206359	163205579	163205982	163210927	163211060
29	"gene-Siah1b"	"Siah1b"	chrNC_000086.8	-	162859010	162859131	162859110	162859131	162858573	162858665
30	"gene-Ctps2"	"Ctps2"	chrNC_000086.8	+	161684555	161684910	161684555	161684743	161685567	161685672
31	"gene-Ctps2"	"Ctps2"	chrNC_000086.8	+	161684590	161684910	161684590	161684835	161686429	161686634
32	"gene-Ctps2"	"Ctps2"	chrNC_000086.8	+	161684556	161684910	161684556	161684743	161693004	161693175
33	"gene-Ctps2"	"Ctps2"	chrNC_000086.8	+	161696203	161696471	161696203	161696304	161704194	161704311
34	"gene-Phka2"	"Phka2"	chrNC_000086.8	+	159285157	159285900	159285157	159285288	159306267	159306426
35	"gene-Phka2"	"Phka2"	chrNC_000086.8	+	159369774	159369950	159369774	159369945	159371960	159372014
36	"gene-Adgrg2"	"Adgrg2"	chrNC_000086.8	+	159241830	159241878	159241830	159241869	159244338	159244377
37	"gene-Klf8"	"Klf8"	chrNC_000086.8	+	152142837	152142960	152142837	152142899	152143291	152143479
38	"gene-Kantr"	"Kantr"	chrNC_000086.8	-	151110361	151110489	151110405	151110489	151110156	151110235
39	"gene-Kdm5c"	"Kdm5c"	chrNC_000086.8	+	151054855	151054934	151054855	151054925	151055070	151055270
40	"gene-Iqsec2"	"Iqsec2"	chrNC_000086.8	+	150999336	150999462	150999336	150999435	151001872	151001972
41	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952708	149953823	149953876
42	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952708	149954641	149954762
43	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952716	149952479	149952708	149981017	149981669
44	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952708	149981017	149981669
45	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	149952479	149952955	149952479	149952716	149981017	149981669
46	"gene-Wnk3"	"Wnk3"	chrNC_000086.8	+	150076805	150077037	150076805	150076896	150077417	150077548
47	"gene-Tsr2"	"Tsr2"	chrNC_000086.8	-	149873591	149873777	149873600	149873777	149870089	149873410
48	"gene-Maged2"	"Maged2"	chrNC_000086.8	-	149597197	149597341	149597224	149597341	149595666	149595733
49	"gene-Apex2"	"Apex2"	chrNC_000086.8	-	149370888	149371175	149370918	149371175	149370038	149370122
50	"gene-Vcf2"	"Vcf2"	chrNC_000086.8	-	149241957	149242146	149242067	149242146	149203337	149203437
51	"gene-Htr2c"	"Htr2c"	chrNC_000086.8	+	145952565	145952766	145952565	145952671	145976764	145980273
52	"gene-Acsl4"	"Acsl4"	chrNC_000086.8	-	141143378	141143432	141143382	141143432	141134374	141134611
53	"gene-Acsl4"	"Acsl4"	chrNC_000086.8	-	141143378	141143432	141143382	141143432	141134374	141134614
54	"gene-Acsl4"	"Acsl4"	chrNC_000086.8	-	141143378	141143432	141143382	141143432	141134374	141134904
55	"gene-Col4a6"	"Col4a6"	chrNC_000086.8	-	139952388	139952746	139952554	139952746	139951589	139951876
56	"gene-Cldn2"	"Cldn2"	chrNC_000086.8	+	138701554	138701773	138701554	138701759	138709274	138710139
57	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893895	135894153	135893895	135894101	135894455	135894510
58	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893925	135894281	135893925	135894101	135894455	135894510
59	"gene-Zcchc18"	"Zcchc18"	chrNC_000086.8	+	135893895	135894153	135893895	135894101	135894679	135894819
60	"gene-Plp1"	"Plp1"	chrNC_000086.8	+	135722909	135723197	135722909	135723122	135723519	135723666
61	"gene-Plp1"	"Plp1"	chrNC_000086.8	+	135732701	135732963	135732701	135732858	135734016	135734185
62	"gene-Tceal1"	"Tceal1"	chrNC_000086.8	+	135608730	135608841	135608730	135608837	135609531	135610622
63	"gene-Tceal3"	"Tceal3"	chrNC_000086.8	+	135493607	135493908	135493607	135493712	135494950	135494999
64	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134741141	134741257	134741141	134741218	134741367	134741439
65	"gene-Gprasp2"	"Gprasp2"	chrNC_000086.8	+	134741367	134741443	134741367	134741439	134741601	134741673
66	"gene-Pramel3b"	"Pramel3b"	chrNC_000086.8	+	134334908	134335035	134334908	134335027	134339279	134339579
67	"gene-Pramel3a"	"Pramel3a"	chrNC_000086.8	+	134203385	134203512	134203385	134203504	134208081	134208381
68	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708202	133708474	133708369	133708474	133708010	133708076
69	"gene-Armcx2"	"Armcx2"	chrNC_000086.8	-	133708351	133708474	133708369	133708474	133708202	133708262
70	"gene-Armcx6"	"Armcx6"	chrNC_000086.8	-	133651689	133652116	133652078	133652116	133649203	133650974
71	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133587896	133587980	133587896	133587974	133588765	133588843
72	"gene-Armcx4"	"Armcx4"	chrNC_000086.8	+	133588765	133588855	133588765	133588843	133589198	133589281
73	"gene-Taf7l"	"Taf7l"	chrNC_000086.8	-	133371128	133371258	133371236	133371258	133370864	133370920
74	"gene-Drp2"	"Drp2"	chrNC_000086.8	+	133340668	133340870	133340668	133340825	133341083	133341169
75	"gene-Trmt2b"	"Trmt2b"	chrNC_000086.8	-	133139180	133139335	133139215	133139335	133138891	133138991
76	"gene-Klhl4"	"Klhl4"	chrNC_000086.8	+	113439719	113439932	113439719	113439851	113452698	113452867
77	"gene-Klhl4"	"Klhl4"	chrNC_000086.8	+	113452698	113452885	113452698	113452867	113459049	113459274
78	"gene-Chm"	"Chm"	chrNC_000086.8	-	111973130	111974640	111974543	111974640	111962758	111962857
79	"gene-Chm"	"Chm"	chrNC_000086.8	-	112021625	112021746	112021633	112021746	112019872	112020098
80	"gene-2010106E10Rik"	"2010106E10Rik"	chrNC_000086.8	+	111424885	111425009	111424885	111424979	111465946	111466029
81	"gene-Apool"	"Apool"	chrNC_000086.8	+	111221048	111221133	111221048	111221116	111243497	111243602
82	"gene-Tbx22"	"Tbx22"	chrNC_000086.8	+	106723713	106723919	106723713	106723888	106724746	106724911
83	"gene-Gpr174"	"Gpr174"	chrNC_000086.8	+	106299483	106299722	106299483	106299711	106300001	106300105
84	"gene-Gpr174"	"Gpr174"	chrNC_000086.8	+	106312487	106312573	106312487	106312569	106332071	106332142
85	"gene-Gm33605"	"Gm33605"	chrNC_000086.8	-	104190848	104192187	104192108	104192187	104190547	104190667
86	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103023974	103024886	103024668	103024886	103022878	103022940
87	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103023974	103024886	103024678	103024886	103022878	103022940
88	"gene-Rlim"	"Rlim"	chrNC_000086.8	-	103024668	103024886	103024678	103024886	103022878	103022940
89	"gene-Ftx"	"Ftx"	chrNC_000086.8	-	102656628	102656801	102656649	102656801	102652909	102653022
90	"gene-1700031F05Rik"	"1700031F05Rik"	chrNC_000086.8	-	101904747	101904814	101904753	101904814	101904351	101904583
91	"gene-Cited1"	"Cited1"	chrNC_000086.8	-	101294118	101294382	101294365	101294382	101292168	101292293
92	"gene-Rps4x"	"Rps4x"	chrNC_000086.8	-	101232508	101232929	101232903	101232929	101231899	101231977
93	"gene-Pin4"	"Pin4"	chrNC_000086.8	+	101163074	101163336	101163074	101163170	101165273	101165347
94	"gene-Gm4779"	"Gm4779"	chrNC_000086.8	-	100834440	100834504	100834449	100834504	100834212	100834254
95	"gene-Gm4779"	"Gm4779"	chrNC_000086.8	-	100834440	100834890	100834844	100834890	100834212	100834254
96	"gene-Gm4779"	"Gm4779"	chrNC_000086.8	-	100834449	100834890	100834844	100834890	100834212	100834254
97	"gene-Itgb1bp2"	"Itgb1bp2"	chrNC_000086.8	+	100506745	100506908	100506745	100506900	100507485	100520391
98	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100453217	100453386	100453238	100453386	100452759	100452911
99	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100461878	100462558	100462400	100462558	100460892	100460936
100	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100463751	100463828	100463764	100463828	100461878	100462558
101	"gene-Il2rg"	"Il2rg"	chrNC_000086.8	-	100309786	100309949	100309890	100309949	100309235	100309332
102	"gene-Slc7a3"	"Slc7a3"	chrNC_000086.8	-	100128426	100128584	100128447	100128584	100127476	100127880
103	"gene-Psmd10"	"Psmd10"	chrNC_000086.8	-	139852895	139853062	139852974	139853062	139849173	139850058
104	"gene-Pdzd11"	"Pdzd11"	chrNC_000086.8	-	99669421	99669547	99669491	99669547	99668893	99668993
105	"gene-Eda"	"Eda"	chrNC_000086.8	+	99438624	99438749	99438624	99438713	99440510	99444366
106	"gene-Eda"	"Eda"	chrNC_000086.8	+	99438624	99438755	99438624	99438713	99440510	99444366
107	"gene-Eda"	"Eda"	chrNC_000086.8	+	99438624	99438755	99438624	99438749	99440510	99444366
108	"gene-Eda"	"Eda"	chrNC_000086.8	+	99439280	99439436	99439280	99439419	99440510	99444366
109	"gene-Gm30798"	"Gm30798"	chrNC_000086.8	+	98497778	98499824	98497778	98499712	98500399	98500509
110	"gene-Hsf3"	"Hsf3"	chrNC_000086.8	-	95499290	95499900	95499873	95499900	95400740	95400849
111	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93141888	93142458	93141912	93142458	93125430	93125574
112	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93141888	93142458	93141912	93142458	93125755	93125905
113	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93157771	93157869	93157801	93157869	93145896	93145986
114	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93165527	93165931	93165758	93165931	93145896	93145986
115	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93165527	93165931	93165758	93165931	93157801	93157869
116	"gene-Cldn34b4"	"Cldn34b4"	chrNC_000086.8	+	75436955	75437125	75436955	75437097	75439743	75439810
117	"gene-Gm38474"	"Gm38474"	chrNC_000086.8	+	73769912	73770041	73769912	73770017	73770333	73770416
118	"gene-Ikbkg"	"Ikbkg"	chrNC_000086.8	+	73468204	73468321	73468204	73468316	73471367	73471480
119	"gene-Ikbkg"	"Ikbkg"	chrNC_000086.8	+	73471367	73471508	73471367	73471480	73476410	73476612
120	"gene-Dnase1l1"	"Dnase1l1"	chrNC_000086.8	-	73317383	73317632	73317548	73317632	73316823	73317297
121	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973792	72973868	72973834	72973868	72973610	72973686
122	"gene-Avpr2"	"Avpr2"	chrNC_000086.8	+	72936232	72937114	72936232	72937026	72937274	72938034
123	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72700836	72701119	72701043	72701119	72700676	72700755
124	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72703272	72703460	72703332	72703460	72702293	72702425
125	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72703272	72703460	72703332	72703460	72702785	72702855
126	"gene-Xlr5c"	"Xlr5c"	chrNC_000086.8	-	72336473	72336592	72336481	72336592	72334015	72334152
127	"gene-Xlr3c"	"Xlr3c"	chrNC_000086.8	-	72306921	72307058	72306936	72307058	72306028	72306098
128	"gene-Xlr4b"	"Xlr4b"	chrNC_000086.8	+	72257927	72258087	72257927	72258063	72258379	72258426
129	"gene-Xlr4b"	"Xlr4b"	chrNC_000086.8	+	72257938	72258191	72257938	72258063	72258379	72258462
130	"gene-Xlr4b"	"Xlr4b"	chrNC_000086.8	+	72257938	72258191	72257938	72258087	72258379	72258462
131	"gene-Xlr4b"	"Xlr4b"	chrNC_000086.8	+	72258379	72258462	72258379	72258426	72258833	72258961
132	"gene-Xlr4b"	"Xlr4b"	chrNC_000086.8	+	72258379	72258462	72258379	72258426	72258846	72258961
133	"gene-Pwwp4b"	"Pwwp4b"	chrNC_000086.8	-	72186786	72187030	72186962	72187030	72186572	72186669
134	"gene-Pwwp4b"	"Pwwp4b"	chrNC_000086.8	-	72188294	72190291	72188610	72190291	72186962	72187030
135	"gene-Pwwp4b"	"Pwwp4b"	chrNC_000086.8	-	72188294	72190291	72188610	72190291	72187382	72187486
136	"gene-Pwwp4a"	"Pwwp4a"	chrNC_000086.8	+	72163385	72165383	72163385	72165067	72166217	72166321
137	"gene-Pwwp4a"	"Pwwp4a"	chrNC_000086.8	+	72163385	72165383	72163385	72165067	72166673	72166741
138	"gene-Pwwp4a"	"Pwwp4a"	chrNC_000086.8	+	72166673	72166917	72166673	72166741	72167034	72167131
139	"gene-Xlr3a"	"Xlr3a"	chrNC_000086.8	-	72138551	72138688	72138566	72138688	72137788	72137858
140	"gene-Xlr4a"	"Xlr4a"	chrNC_000086.8	-	72125590	72125673	72125626	72125673	72125079	72125194
141	"gene-Xlr4a"	"Xlr4a"	chrNC_000086.8	-	72125590	72125673	72125626	72125673	72125079	72125207
142	"gene-Xlr4a"	"Xlr4a"	chrNC_000086.8	-	72125964	72126132	72125988	72126132	72125626	72125673
143	"gene-Vma21"	"Vma21"	chrNC_000086.8	+	70860363	70860673	70860363	70860546	70863673	70863783
144	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599796	70599522	70599614	70601658	70601813
145	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599614	70601658	70601813
146	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599796	70601658	70601813
147	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599796	70599522	70599614	70601662	70601813
148	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599614	70601662	70601813
149	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599843	70599522	70599796	70601662	70601813
150	"gene-Hmgb3"	"Hmgb3"	chrNC_000086.8	+	70599522	70599796	70599522	70599614	70601726	70601813
151	"gene-Cd99l2"	"Cd99l2"	chrNC_000086.8	-	70484491	70484751	70484679	70484751	70484130	70484217
152	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70422619	70422673	70422619	70422670	70426805	70426881
153	"gene-Ids"	"Ids"	chrNC_000086.8	-	69428728	69428902	69428807	69428902	69418623	69418700
154	"gene-Ids"	"Ids"	chrNC_000086.8	-	69428728	69428902	69428847	69428902	69418623	69418700
155	"gene-Ids"	"Ids"	chrNC_000086.8	-	69428807	69428902	69428847	69428902	69418623	69418700
156	"gene-Slc35e2"	"Slc35e2"	chrNC_000070.7	+	155685872	155686619	155685872	155686195	155687076	155687345
157	"gene-Slc35e2"	"Slc35e2"	chrNC_000070.7	+	155685872	155686619	155685872	155686195	155694295	155694776
158	"gene-Gm40270"	"Gm40270"	chrNC_000078.7	-	12772606	12774622	12773469	12774622	12771945	12772360
159	"gene-Zfp821"	"Zfp821"	chrNC_000074.7	+	110432130	110432495	110432130	110432196	110432988	110433051
160	"gene-Zfp821"	"Zfp821"	chrNC_000074.7	+	110444393	110444538	110444393	110444519	110447826	110447975
161	"gene-Gm35145"	"Gm35145"	chrNC_000074.7	-	110182261	110182605	110182484	110182605	110175273	110176066
162	"gene-Gm39244"	"Gm39244"	chrNC_000074.7	-	109262877	109264482	109263666	109264482	109254261	109255416
163	"gene-Gm30015"	"Gm30015"	chrNC_000075.7	-	43645066	43645383	43645290	43645383	43629590	43629660
164	"gene-Rnf126"	"Rnf126"	chrNC_000076.7	-	79596822	79596916	79596826	79596916	79596624	79596740
165	"gene-Rnf126"	"Rnf126"	chrNC_000076.7	-	79602586	79602786	79602709	79602786	79598480	79598539
166	"gene-Uros"	"Uros"	chrNC_000073.7	-	133292591	133292895	133292814	133292895	133292236	133292322
167	"gene-Uros"	"Uros"	chrNC_000073.7	-	133310652	133311024	133310737	133311024	133304058	133304198
168	"gene-Stk16"	"Stk16"	chrNC_000067.7	+	75187472	75187696	75187472	75187668	75187883	75188058
169	"gene-Stk16"	"Stk16"	chrNC_000067.7	+	75187477	75187802	75187477	75187668	75187883	75188058
170	"gene-Slc7a6"	"Slc7a6"	chrNC_000074.7	+	106905733	106906292	106905733	106905919	106916248	106916374
171	"gene-Slc7a6"	"Slc7a6"	chrNC_000074.7	+	106918970	106919115	106918970	106919066	106919782	106919906
172	"gene-Dus2"	"Dus2"	chrNC_000074.7	+	106756983	106758431	106756983	106757075	106760354	106760415
173	"gene-Dus2"	"Dus2"	chrNC_000074.7	+	106758329	106758431	106758329	106758373	106760354	106760415
174	"gene-Pard6a"	"Pard6a"	chrNC_000074.7	+	106427779	106427949	106427779	106427918	106428805	106429028
175	"gene-Pard6a"	"Pard6a"	chrNC_000074.7	+	106428805	106429028	106428805	106428938	106429239	106430126
176	"gene-Pard6a"	"Pard6a"	chrNC_000074.7	+	106428805	106429028	106428805	106428938	106429242	106430126
177	"gene-Ctcf"	"Ctcf"	chrNC_000074.7	+	106363580	106364196	106363580	106363596	106370147	106370264
178	"gene-Ctcf"	"Ctcf"	chrNC_000074.7	+	106363580	106364211	106363580	106363596	106370147	106370264
179	"gene-Ctcf"	"Ctcf"	chrNC_000074.7	+	106363580	106364211	106363580	106364196	106370147	106370264
180	"gene-Cdh16"	"Cdh16"	chrNC_000074.7	-	105341765	105341882	105341838	105341882	105340769	105341113
181	"gene-Terb1"	"Terb1"	chrNC_000074.7	-	105179232	105179406	105179256	105179406	105178426	105178492
182	"gene-Mcf2l"	"Mcf2l"	chrNC_000074.7	+	13063914	13064007	13063914	13063998	13064818	13064893
183	"gene-Miat"	"Miat"	chrNC_000071.7	-	112376166	112376222	112376174	112376222	112368790	112369740
184	"gene-Miat"	"Miat"	chrNC_000071.7	-	112376166	112376222	112376174	112376222	112372073	112372222
185	"gene-Miat"	"Miat"	chrNC_000071.7	-	112376166	112376222	112376174	112376222	112375920	112376044
186	"gene-Miat"	"Miat"	chrNC_000071.7	-	112376166	112376222	112376174	112376222	112375920	112376080
187	"gene-Cdh8"	"Cdh8"	chrNC_000074.7	-	99757470	99757690	99757507	99757690	99751102	99751589
188	"gene-Pip5k1c"	"Pip5k1c"	chrNC_000076.7	+	81141019	81141125	81141019	81141112	81141532	81141663
189	"gene-Pip5k1c"	"Pip5k1c"	chrNC_000076.7	+	81150825	81153237	81150825	81150952	81153599	81155808
190	"gene-Ncs1"	"Ncs1"	chrNC_000068.8	+	31177495	31177553	31177495	31177531	31182295	31186001
191	"gene-Cnot1"	"Cnot1"	chrNC_000074.7	-	96455207	96455360	96455242	96455360	96454210	96454312
192	"gene-Cnot1"	"Cnot1"	chrNC_000074.7	-	96459698	96459951	96459719	96459951	96457040	96457289
193	"gene-Cnot1"	"Cnot1"	chrNC_000074.7	-	96481592	96481736	96481607	96481736	96479653	96479778
194	"gene-Osbpl5"	"Osbpl5"	chrNC_000073.7	-	143254893	143255027	143254928	143255027	143254450	143254547
195	"gene-Gm31036"	"Gm31036"	chrNC_000074.7	+	95870486	95871825	95870486	95870603	95872138	95872193
196	"gene-Nr3c1"	"Nr3c1"	chrNC_000084.7	-	39561666	39561833	39561669	39561833	39557435	39557552
197	"gene-Rspry1"	"Rspry1"	chrNC_000074.7	+	95328568	95329058	95328568	95328732	95349461	95349963
198	"gene-Rspry1"	"Rspry1"	chrNC_000074.7	+	95358683	95358980	95358683	95358810	95359733	95359792
199	"gene-Gm26843"	"Gm26843"	chrNC_000074.7	-	94426937	94431950	94430128	94431950	94414515	94414586
200	"gene-Srgap1"	"Srgap1"	chrNC_000076.7	-	121664633	121665234	121665131	121665234	121661538	121661599
201	"gene-Chd9"	"Chd9"	chrNC_000074.7	+	91662273	91682310	91662273	91681957	91683010	91683342
202	"gene-Chd9"	"Chd9"	chrNC_000074.7	+	91662273	91682862	91662273	91681957	91683010	91683342
203	"gene-Chd9"	"Chd9"	chrNC_000074.7	+	91662273	91682862	91662273	91682310	91683010	91683342
204	"gene-Chd9"	"Chd9"	chrNC_000074.7	+	91762953	91763226	91762953	91763178	91764034	91764203
205	"gene-Cct6b"	"Cct6b"	chrNC_000077.7	-	82654847	82655147	82654916	82655147	82653013	82653077
206	"gene-Tmem51"	"Tmem51"	chrNC_000070.7	-	141811339	141811544	141811372	141811544	141764715	141765244
207	"gene-Mast1"	"Mast1"	chrNC_000074.7	-	85663823	85664198	85664169	85664198	85662334	85662423
208	"gene-Dnase2a"	"Dnase2a"	chrNC_000074.7	+	85635383	85635503	85635383	85635499	85635613	85635791
209	"gene-Farsa"	"Farsa"	chrNC_000074.7	+	85587534	85587672	85587534	85587586	85587755	85587854
210	"gene-Snapc4"	"Snapc4"	chrNC_000068.8	-	26262742	26262837	26262770	26262837	26260797	26260892
211	"gene-Lyl1"	"Lyl1"	chrNC_000074.7	+	85429268	85429624	85429268	85429319	85429715	85429807
212	"gene-Ndufs8"	"Ndufs8"	chrNC_000085.7	-	3962466	3962774	3962469	3962774	3961688	3961746
213	"gene-Ndufs8"	"Ndufs8"	chrNC_000085.7	-	3962466	3962774	3962709	3962774	3961688	3961746
214	"gene-Ndufs8"	"Ndufs8"	chrNC_000085.7	-	3962469	3962774	3962709	3962774	3961688	3961746
215	"gene-Yju2b"	"Yju2b"	chrNC_000074.7	-	84989595	84989677	84989621	84989677	84988368	84988429
216	"gene-Nanos3"	"Nanos3"	chrNC_000074.7	-	84902691	84902825	84902703	84902825	84900358	84900601
217	"gene-Rfx1"	"Rfx1"	chrNC_000074.7	+	84811194	84811524	84811194	84811497	84812201	84812296
218	"gene-Rfx1"	"Rfx1"	chrNC_000074.7	+	84821578	84821871	84821578	84821787	84822024	84822178
219	"gene-Lmbrd2"	"Lmbrd2"	chrNC_000081.7	+	9140621	9140827	9140621	9140819	9149062	9149292
220	"gene-Gm32377"	"Gm32377"	chrNC_000074.7	-	84110647	84111939	84111328	84111939	84110094	84110393
221	"gene-Ttc29"	"Ttc29"	chrNC_000074.7	+	78939910	78940312	78939910	78940073	78940636	78940700
222	"gene-Gm57485"	"Gm57485"	chrNC_000074.7	+	78450213	78450593	78450213	78450351	78453127	78453160
223	"gene-Gm57485"	"Gm57485"	chrNC_000074.7	+	78450213	78450593	78450213	78450351	78482015	78482195
224	"gene-Chrm4"	"Chrm4"	chrNC_000068.8	+	91752530	91753626	91752530	91752688	91757561	91760180
225	"gene-Cend1"	"Cend1"	chrNC_000073.7	-	141009187	141009475	141009229	141009475	141006358	141007916
226	"gene-Mcm5"	"Mcm5"	chrNC_000074.7	+	75836136	75836249	75836136	75836225	75836327	75836502
227	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73126849	73126920	73126869	73126920	73125529	73125666
228	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73129013	73132999	73132834	73132999	73127666	73127790
229	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73129013	73132999	73132927	73132999	73127666	73127790
230	"gene-Eps15l1"	"Eps15l1"	chrNC_000074.7	-	73132834	73132999	73132927	73132999	73127666	73127790
231	"gene-Utp4"	"Utp4"	chrNC_000074.7	+	107620271	107620344	107620271	107620340	107621222	107621383
232	"gene-Fcho1"	"Fcho1"	chrNC_000074.7	-	72167522	72167571	72167526	72167571	72166915	72166940
233	"gene-Fcho1"	"Fcho1"	chrNC_000074.7	-	72167522	72167571	72167526	72167571	72167343	72167416
234	"gene-Niban3"	"Niban3"	chrNC_000074.7	+	72057551	72058362	72057551	72057679	72059304	72059388
235	"gene-Gm41969"	"Gm41969"	chrNC_000067.7	+	151612576	151612849	151612576	151612822	151612989	151613106
236	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71787053	71789861	71787053	71789609	71795405	71795528
237	"gene-Myo9b"	"Myo9b"	chrNC_000074.7	+	71802778	71802839	71802778	71802833	71803570	71803692
238	"gene-Lsm4"	"Lsm4"	chrNC_000074.7	+	71125880	71126107	71125880	71125943	71129204	71129246
239	"gene-Gm17634"	"Gm17634"	chrNC_000067.7	+	105283731	105284682	105283731	105284630	105289313	105289462
240	"gene-Gm17634"	"Gm17634"	chrNC_000067.7	+	105283731	105284974	105283731	105284630	105289313	105289462
241	"gene-Gm17634"	"Gm17634"	chrNC_000067.7	+	105283731	105284974	105283731	105284682	105289313	105289462
242	"gene-Tmem59l"	"Tmem59l"	chrNC_000074.7	-	70937381	70937496	70937431	70937496	70937183	70937301
